Year,Postal code,Rooms,Rent per m2,Rental apartment count,Sales price per m2,Sold apartments count,Postal code name,Municipality,Municipality name,Municipality group,Municipality group name,Region,Region name,Area,Area name
2012,37120,2,,,1738.0,66.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37120,3,,,1772.0,39.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37120,1,,,1305.0,13.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37120,2,,,1872.0,51.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37120,3,,,1890.0,16.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37120,1,,,1480.0,16.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37120,2,,,1647.0,37.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37120,3,,,1728.0,17.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37120,3,,,1682.0,24.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37120,3,,,1754.0,14.0,Koskenmäki,536,Nokia,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37500,1,13.4125,144.0,2033.0,13.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37500,2,10.9675,126.0,2033.0,22.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37500,1,13.425,136.0,,,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37500,2,11.405,132.0,1823.0,24.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37500,1,13.465,152.0,1841.0,15.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37500,2,11.190000000000001,173.0,1973.0,34.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37500,1,13.9225,155.0,1926.0,8.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37500,2,11.440000000000001,184.0,1949.0,32.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37500,1,14.33,135.0,1887.0,18.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37500,2,11.4925,175.0,1999.0,32.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37500,1,14.8825,161.0,1873.0,16.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37500,2,11.709999999999999,203.0,2008.0,40.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37500,1,15.915,241.0,2542.0,17.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37500,2,11.85,176.0,2286.0,43.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37500,1,16.0525,260.0,1934.0,9.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37500,2,12.094999999999999,188.0,2321.0,36.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37500,1,16.005,113.0,,,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37500,2,12.745000000000001,86.0,,,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37500,1,,,1338.0,6.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37500,2,,,1728.0,37.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37500,3,,,1570.0,23.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37500,1,,,1543.0,13.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37500,2,,,1891.0,33.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37500,3,,,1639.0,19.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37500,1,,,2076.0,8.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37500,2,,,1906.0,32.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37500,3,,,1729.0,20.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37500,1,,,2035.0,9.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37500,2,,,1959.0,24.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37500,3,,,1940.0,16.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37500,1,,,1803.0,7.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37500,2,,,1979.0,28.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37500,3,,,1897.0,8.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37500,2,,,1908.0,33.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37500,3,,,1912.0,14.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37500,3,,,1908.0,19.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37500,3,,,2050.0,19.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37500,3,,,1758.0,19.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37500,3,,,2113.0,18.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37500,3,,,2017.0,31.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37500,3,,,1890.0,20.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37500,3,,,2433.0,21.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37500,3,,,2210.0,30.0,Lempäälä Keskus,418,Lempäälä,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37600,1,12.54,427.0,1099.0,31.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37600,2,9.932500000000001,350.0,1280.0,51.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37600,3,9.415,129.0,1311.0,41.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37600,1,12.575,440.0,1221.0,28.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37600,2,9.934999999999999,404.0,1133.0,58.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37600,3,9.567499999999999,138.0,1357.0,43.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37600,1,12.6125,451.0,1391.0,19.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37600,2,10.23,429.0,1378.0,55.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37600,3,9.48,152.0,1233.0,40.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37600,1,12.9,452.0,1219.0,18.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37600,2,10.1525,396.0,1325.0,32.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37600,3,9.365,147.0,1375.0,42.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37600,1,13.004999999999999,411.0,1152.0,17.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37600,2,10.1775,412.0,1295.0,53.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37600,3,9.2775,124.0,1302.0,35.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37600,1,13.1025,484.0,1188.0,23.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37600,2,10.525,450.0,1231.0,63.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37600,3,9.4475,143.0,1145.0,45.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37600,1,13.4975,482.0,1157.0,34.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37600,2,10.58,456.0,1430.0,55.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37600,3,9.0675,127.0,1377.0,45.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37600,1,13.6,524.0,1386.0,69.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37600,2,10.54,484.0,1484.0,56.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37600,3,9.0775,112.0,1262.0,39.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37600,1,13.67,219.0,,,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37600,2,10.6,234.0,,,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37600,3,8.8,52.0,,,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37600,1,,,1065.0,17.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37600,2,,,1090.0,52.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37600,3,,,1007.0,33.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37600,1,,,1132.0,29.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37600,2,,,1208.0,56.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37600,3,,,1169.0,42.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37600,1,,,1299.0,25.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37600,2,,,1179.0,73.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37600,3,,,1060.0,49.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37600,1,,,1229.0,35.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37600,2,,,1198.0,60.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37600,3,,,1248.0,52.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37600,1,,,1260.0,30.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37600,2,,,1284.0,61.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37600,3,,,1152.0,43.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37600,1,,,957.0,27.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37600,2,,,1465.0,52.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37600,3,,,1165.0,41.0,Valkeakoski Keskus,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37630,1,12.26,221.0,1400.0,7.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37630,2,10.1125,137.0,1073.0,29.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37630,1,12.379999999999999,219.0,1145.0,12.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37630,2,10.165,156.0,990.0,28.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37630,1,12.8,229.0,1157.0,8.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37630,2,10.219999999999999,133.0,947.0,21.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37630,1,12.95,239.0,1152.0,11.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37630,2,10.2025,150.0,945.0,23.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37630,1,12.71,221.0,,,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37630,2,10.2,134.0,1165.0,10.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37630,3,8.96,20.0,1039.0,27.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37630,1,12.879999999999999,288.0,1179.0,12.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37630,2,10.27,194.0,873.0,32.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37630,3,9.4025,108.0,995.0,37.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37630,1,13.01,251.0,1091.0,9.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37630,2,10.245000000000001,211.0,943.0,23.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37630,3,9.4225,101.0,867.0,28.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37630,1,13.32,296.0,1115.0,10.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37630,2,10.4625,190.0,925.0,16.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37630,3,9.4,20.0,892.0,33.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37630,1,13.39,141.0,,,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37630,2,10.43,90.0,,,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37630,1,,,1309.0,9.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37630,2,,,1207.0,24.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37630,3,,,1156.0,32.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37630,1,,,1421.0,15.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37630,2,,,1232.0,26.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37630,3,,,1257.0,26.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37630,1,,,1658.0,10.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37630,2,,,1165.0,29.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37630,3,,,1102.0,41.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37630,1,,,1202.0,11.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37630,2,,,1114.0,26.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2012,37630,3,,,1110.0,40.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37630,1,,,1353.0,9.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37630,2,,,1112.0,26.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2013,37630,3,,,1116.0,36.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37630,1,,,1202.0,31.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37630,2,,,1235.0,16.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2014,37630,3,,,1012.0,27.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37630,3,,,1133.0,42.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37630,3,,,1304.0,27.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37630,3,,,1140.0,32.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37630,3,,,974.0,29.0,Vääräkoivu,908,Valkeakoski,1,Kaupunkimaiset kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37800,1,12.225,159.0,1188.0,15.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2015,37800,2,10.0125,167.0,1219.0,39.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37800,1,12.295,151.0,1226.0,11.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2016,37800,2,10.3775,223.0,1336.0,36.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37800,1,12.61,143.0,1664.0,8.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2017,37800,2,10.692499999999999,257.0,1176.0,32.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37800,1,12.41,153.0,1592.0,15.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2018,37800,2,10.735,274.0,1266.0,34.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37800,1,12.535,116.0,1548.0,16.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2019,37800,2,10.7375,261.0,1201.0,31.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37800,1,12.7075,213.0,1302.0,13.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37800,2,10.825,317.0,1285.0,37.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2020,37800,3,9.450000000000001,72.0,871.0,23.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37800,1,12.7625,198.0,1415.0,22.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37800,2,10.8225,358.0,1234.0,47.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2021,37800,3,9.43,105.0,1073.0,36.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37800,1,13.037500000000001,272.0,1522.0,16.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37800,2,10.7675,340.0,1302.0,44.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2022,37800,3,9.8575,102.0,1184.0,35.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37800,1,13.100000000000001,110.0,,,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37800,2,10.795000000000002,169.0,,,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2023,37800,3,9.74,47.0,,,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37800,1,,,1131.0,20.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37800,2,,,1091.0,36.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2009,37800,3,,,1088.0,25.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37800,1,,,1121.0,19.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37800,2,,,1159.0,39.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2010,37800,3,,,1117.0,16.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37800,1,,,1205.0,19.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
2011,37800,2,,,1318.0,33.0,Toijala keskus,20,Akaa,2,Taajaan asutut kunnat,6,Pirkanmaa,3,Länsi-Suomi
