Year,Rooms,Rent per m2,Rental apartment count,Sales price per m2,Sold apartments count,Municipality name,Municipality group name,Region name,Area name,Total population,0 - 14,15 - 24,25 - 44,45 - 64,65 - 74,75 -
2009.0,2,,0.0,1275.3333333333333,60.0,Hollola,Kaupunkimaiset kunnat,Päijät-Häme,Etelä-Suomi,23927.0,4727.0,2484.0,5691.0,7273.0,2214.0,1538.0
2009.0,3,,0.0,1218.0,44.0,Hollola,Kaupunkimaiset kunnat,Päijät-Häme,Etelä-Suomi,23927.0,4727.0,2484.0,5691.0,7273.0,2214.0,1538.0
2009.0,1,,0.0,924.0,18.0,Huittinen,Taajaan asutut kunnat,Satakunta,Länsi-Suomi,10701.5,1604.5,1271.0,2259.5,3226.5,1169.0,1171.0
2009.0,2,,0.0,647.0,25.0,Huittinen,Taajaan asutut kunnat,Satakunta,Länsi-Suomi,10701.5,1604.5,1271.0,2259.5,3226.5,1169.0,1171.0
2009.0,3,,0.0,777.0,18.0,Huittinen,Taajaan asutut kunnat,Satakunta,Länsi-Suomi,10701.5,1604.5,1271.0,2259.5,3226.5,1169.0,1171.0
2009.0,1,,0.0,1915.25,76.0,Hyvinkää,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,45128.5,7945.0,5451.5,11471.0,13277.0,3740.5,3243.5
2009.0,2,,0.0,1553.25,234.0,Hyvinkää,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,45128.5,7945.0,5451.5,11471.0,13277.0,3740.5,3243.5
2009.0,3,,0.0,1734.25,109.0,Hyvinkää,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,45128.5,7945.0,5451.5,11471.0,13277.0,3740.5,3243.5
2009.0,1,,0.0,1142.0,8.0,Hämeenkyrö,Taajaan asutut kunnat,Pirkanmaa,Länsi-Suomi,10381.5,1888.5,1088.0,2421.5,3089.5,966.5,927.5
2009.0,2,,0.0,1058.0,7.0,Hämeenkyrö,Taajaan asutut kunnat,Pirkanmaa,Länsi-Suomi,10381.5,1888.5,1088.0,2421.5,3089.5,966.5,927.5
2009.0,1,,0.0,1886.6,109.0,Hämeenlinna,Kaupunkimaiset kunnat,Kanta-Häme,Etelä-Suomi,66293.0,10422.5,8114.0,15576.5,19167.5,6543.5,6469.0
2009.0,2,,0.0,1513.4285714285713,246.0,Hämeenlinna,Kaupunkimaiset kunnat,Kanta-Häme,Etelä-Suomi,66293.0,10422.5,8114.0,15576.5,19167.5,6543.5,6469.0
2009.0,3,,0.0,1417.2857142857142,172.0,Hämeenlinna,Kaupunkimaiset kunnat,Kanta-Häme,Etelä-Suomi,66293.0,10422.5,8114.0,15576.5,19167.5,6543.5,6469.0
2009.0,1,,0.0,1430.5,36.0,Iisalmi,Taajaan asutut kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,22229.0,3434.0,2727.5,4820.5,7066.5,2067.0,2113.5
2009.0,2,,0.0,1188.6666666666667,63.0,Iisalmi,Taajaan asutut kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,22229.0,3434.0,2727.5,4820.5,7066.5,2067.0,2113.5
2009.0,3,,0.0,1271.5,51.0,Iisalmi,Taajaan asutut kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,22229.0,3434.0,2727.5,4820.5,7066.5,2067.0,2113.5
2009.0,2,,0.0,722.0,7.0,Iitti,Maaseutumaiset kunnat,Päijät-Häme,Etelä-Suomi,7077.0,1048.5,690.5,1366.0,2413.0,795.0,764.0
2009.0,1,,0.0,1358.0,10.0,Ikaalinen,Maaseutumaiset kunnat,Pirkanmaa,Länsi-Suomi,7438.5,1050.5,876.0,1503.5,2329.5,864.5,814.5
2009.0,2,,0.0,1097.0,18.0,Ikaalinen,Maaseutumaiset kunnat,Pirkanmaa,Länsi-Suomi,7438.5,1050.5,876.0,1503.5,2329.5,864.5,814.5
2009.0,3,,0.0,971.0,9.0,Ikaalinen,Maaseutumaiset kunnat,Pirkanmaa,Länsi-Suomi,7438.5,1050.5,876.0,1503.5,2329.5,864.5,814.5
2009.0,1,,0.0,952.75,67.0,Imatra,Kaupunkimaiset kunnat,Etelä-Karjala,Etelä-Suomi,28787.5,3926.5,3154.0,6197.5,9064.5,3472.5,2972.5
2009.0,2,,0.0,889.2,115.0,Imatra,Kaupunkimaiset kunnat,Etelä-Karjala,Etelä-Suomi,28787.5,3926.5,3154.0,6197.5,9064.5,3472.5,2972.5
2009.0,3,,0.0,1208.5,33.0,Imatra,Kaupunkimaiset kunnat,Etelä-Karjala,Etelä-Suomi,28787.5,3926.5,3154.0,6197.5,9064.5,3472.5,2972.5
2009.0,2,,0.0,1349.0,7.0,Inkoo,Maaseutumaiset kunnat,Uusimaa,Helsinki-Uusimaa,5592.0,1044.0,524.0,1381.5,1682.5,542.0,418.0
2009.0,1,,0.0,1096.0,23.0,Janakkala,Taajaan asutut kunnat,Kanta-Häme,Etelä-Suomi,16692.0,3176.5,1652.0,4060.0,4886.5,1607.5,1309.5
2009.0,2,,0.0,1017.0,50.0,Janakkala,Taajaan asutut kunnat,Kanta-Häme,Etelä-Suomi,16692.0,3176.5,1652.0,4060.0,4886.5,1607.5,1309.5
2009.0,3,,0.0,1040.5,16.0,Janakkala,Taajaan asutut kunnat,Kanta-Häme,Etelä-Suomi,16692.0,3176.5,1652.0,4060.0,4886.5,1607.5,1309.5
2009.0,1,,0.0,2122.25,102.0,Joensuu,Kaupunkimaiset kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,72568.5,11017.0,11534.5,17209.0,20944.0,6234.5,5629.5
2009.0,2,,0.0,1718.5,234.0,Joensuu,Kaupunkimaiset kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,72568.5,11017.0,11534.5,17209.0,20944.0,6234.5,5629.5
2009.0,3,,0.0,1661.7142857142858,136.0,Joensuu,Kaupunkimaiset kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,72568.5,11017.0,11534.5,17209.0,20944.0,6234.5,5629.5
2009.0,1,,0.0,798.0,7.0,Joutsa,Maaseutumaiset kunnat,Keski-Suomi,Länsi-Suomi,5107.5,635.5,494.0,860.0,1719.0,720.5,678.5
2009.0,1,,0.0,1046.0,8.0,Juva,Maaseutumaiset kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,7099.5,999.5,695.5,1281.5,2336.5,913.5,873.0
2009.0,2,,0.0,1003.0,7.0,Juva,Maaseutumaiset kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,7099.5,999.5,695.5,1281.5,2336.5,913.5,873.0
2009.0,1,,0.0,1904.6153846153845,248.0,Jyväskylä,Kaupunkimaiset kunnat,Keski-Suomi,Länsi-Suomi,128825.5,21139.5,20471.5,35858.0,33478.5,9658.5,8219.5
2009.0,2,,0.0,1507.05,672.0,Jyväskylä,Kaupunkimaiset kunnat,Keski-Suomi,Länsi-Suomi,128825.5,21139.5,20471.5,35858.0,33478.5,9658.5,8219.5
2009.0,3,,0.0,1500.1875,419.0,Jyväskylä,Kaupunkimaiset kunnat,Keski-Suomi,Länsi-Suomi,128825.5,21139.5,20471.5,35858.0,33478.5,9658.5,8219.5
2009.0,1,,0.0,1110.0,30.0,Jämsä,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,23058.0,3609.5,2449.0,4786.0,7212.0,2622.5,2379.0
2009.0,2,,0.0,974.5,42.0,Jämsä,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,23058.0,3609.5,2449.0,4786.0,7212.0,2622.5,2379.0
2009.0,3,,0.0,1106.0,27.0,Jämsä,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,23058.0,3609.5,2449.0,4786.0,7212.0,2622.5,2379.0
2009.0,1,,0.0,2487.3333333333335,55.0,Järvenpää,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,38498.0,7022.0,5144.5,10581.0,11444.0,2584.0,1722.5
2009.0,2,,0.0,1996.25,157.0,Järvenpää,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,38498.0,7022.0,5144.5,10581.0,11444.0,2584.0,1722.5
2009.0,3,,0.0,2106.3333333333335,98.0,Järvenpää,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,38498.0,7022.0,5144.5,10581.0,11444.0,2584.0,1722.5
2009.0,1,,0.0,1689.5,37.0,Kaarina,Kaupunkimaiset kunnat,Varsinais-Suomi,Etelä-Suomi,30553.5,6104.5,3113.0,8184.0,8720.0,2576.0,1856.0
2009.0,2,,0.0,1642.25,107.0,Kaarina,Kaupunkimaiset kunnat,Varsinais-Suomi,Etelä-Suomi,30553.5,6104.5,3113.0,8184.0,8720.0,2576.0,1856.0
2009.0,3,,0.0,1533.0,54.0,Kaarina,Kaupunkimaiset kunnat,Varsinais-Suomi,Etelä-Suomi,30553.5,6104.5,3113.0,8184.0,8720.0,2576.0,1856.0
2009.0,1,,0.0,1376.0,69.0,Kajaani,Kaupunkimaiset kunnat,Kainuu,Pohjois- ja Itä-Suomi,38171.5,6369.5,5187.5,8651.0,11489.0,3451.5,3023.0
2009.0,2,,0.0,1125.6,154.0,Kajaani,Kaupunkimaiset kunnat,Kainuu,Pohjois- ja Itä-Suomi,38171.5,6369.5,5187.5,8651.0,11489.0,3451.5,3023.0
2009.0,3,,0.0,1115.0,125.0,Kajaani,Kaupunkimaiset kunnat,Kainuu,Pohjois- ja Itä-Suomi,38171.5,6369.5,5187.5,8651.0,11489.0,3451.5,3023.0
2009.0,1,,0.0,1648.6666666666667,31.0,Kangasala,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,29402.0,6003.0,2963.0,7809.5,8180.5,2504.0,1942.0
2009.0,2,,0.0,1601.0,82.0,Kangasala,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,29402.0,6003.0,2963.0,7809.5,8180.5,2504.0,1942.0
2009.0,3,,0.0,1543.0,61.0,Kangasala,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,29402.0,6003.0,2963.0,7809.5,8180.5,2504.0,1942.0
2009.0,1,,0.0,918.0,6.0,Kangasniemi,Maaseutumaiset kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,6057.5,790.5,588.5,1020.5,2000.0,842.0,816.0
2009.0,2,,0.0,1042.0,15.0,Kangasniemi,Maaseutumaiset kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,6057.5,790.5,588.5,1020.5,2000.0,842.0,816.0
2009.0,1,,0.0,1274.0,7.0,Kankaanpää,Taajaan asutut kunnat,Satakunta,Länsi-Suomi,14172.5,2159.5,1735.0,2955.5,4625.0,1408.5,1289.0
2009.0,2,,0.0,1056.0,9.0,Kankaanpää,Taajaan asutut kunnat,Satakunta,Länsi-Suomi,14172.5,2159.5,1735.0,2955.5,4625.0,1408.5,1289.0
2009.0,2,,0.0,1132.0,8.0,Kannus,Maaseutumaiset kunnat,Keski-Pohjanmaa,Pohjois- ja Itä-Suomi,5769.0,1128.0,775.5,1211.0,1665.5,477.0,512.0
2009.0,3,,0.0,1034.0,6.0,Kannus,Maaseutumaiset kunnat,Keski-Pohjanmaa,Pohjois- ja Itä-Suomi,5769.0,1128.0,775.5,1211.0,1665.5,477.0,512.0
2009.0,1,,0.0,1551.0,8.0,Karkkila,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,9092.5,1543.5,961.5,2151.5,2797.0,805.5,833.5
2009.0,2,,0.0,1372.0,21.0,Karkkila,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,9092.5,1543.5,961.5,2151.5,2797.0,805.5,833.5
2009.0,3,,0.0,1401.0,7.0,Karkkila,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,9092.5,1543.5,961.5,2151.5,2797.0,805.5,833.5
2009.0,2,,0.0,3431.0,13.0,Kauniainen,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,8581.0,1639.5,1195.0,1816.5,2368.5,827.5,734.0
2009.0,3,,0.0,2859.0,38.0,Kauniainen,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,8581.0,1639.5,1195.0,1816.5,2368.5,827.5,734.0
2009.0,1,,0.0,844.0,33.0,Kemi,Kaupunkimaiset kunnat,Lappi,Pohjois- ja Itä-Suomi,22587.0,3213.5,2987.5,4896.0,7106.0,2257.0,2127.0
2009.0,2,,0.0,810.5,117.0,Kemi,Kaupunkimaiset kunnat,Lappi,Pohjois- ja Itä-Suomi,22587.0,3213.5,2987.5,4896.0,7106.0,2257.0,2127.0
2009.0,3,,0.0,662.0,55.0,Kemi,Kaupunkimaiset kunnat,Lappi,Pohjois- ja Itä-Suomi,22587.0,3213.5,2987.5,4896.0,7106.0,2257.0,2127.0
2009.0,2,,0.0,426.0,18.0,Kemijärvi,Maaseutumaiset kunnat,Lappi,Pohjois- ja Itä-Suomi,8588.5,949.5,856.5,1328.0,3111.5,1291.5,1051.5
2009.0,2,,0.0,644.0,12.0,Keminmaa,Taajaan asutut kunnat,Lappi,Pohjois- ja Itä-Suomi,8621.0,1622.5,952.0,1884.0,2799.5,722.5,640.5
2009.0,2,,0.0,1694.0,18.0,Kempele,Kaupunkimaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,15486.0,3969.0,1832.5,4513.0,3700.5,990.0,481.0
2009.0,3,,0.0,1509.0,16.0,Kempele,Kaupunkimaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,15486.0,3969.0,1832.5,4513.0,3700.5,990.0,481.0
2009.0,1,,0.0,2369.3333333333335,58.0,Kerava,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,33689.5,5911.0,4415.0,9085.5,10142.0,2552.5,1583.5
2009.0,2,,0.0,2077.2,198.0,Kerava,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,33689.5,5911.0,4415.0,9085.5,10142.0,2552.5,1583.5
2009.0,3,,0.0,1927.2,151.0,Kerava,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,33689.5,5911.0,4415.0,9085.5,10142.0,2552.5,1583.5
2009.0,1,,0.0,1068.0,21.0,Keuruu,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,10826.5,1585.0,1081.0,2107.0,3545.5,1239.0,1269.0
2009.0,2,,0.0,1062.0,37.0,Keuruu,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,10826.5,1585.0,1081.0,2107.0,3545.5,1239.0,1269.0
2009.0,3,,0.0,1080.0,23.0,Keuruu,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,10826.5,1585.0,1081.0,2107.0,3545.5,1239.0,1269.0
2009.0,1,,0.0,1912.6666666666667,49.0,Kirkkonummi,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,36245.0,8412.5,3712.5,10510.5,10004.5,2304.5,1300.5
2009.0,2,,0.0,1569.5,112.0,Kirkkonummi,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,36245.0,8412.5,3712.5,10510.5,10004.5,2304.5,1300.5
2009.0,3,,0.0,1593.6666666666667,72.0,Kirkkonummi,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,36245.0,8412.5,3712.5,10510.5,10004.5,2304.5,1300.5
2009.0,1,,0.0,982.0,12.0,Kitee,Maaseutumaiset kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,11935.5,1617.0,1217.5,2094.0,4222.5,1455.0,1329.5
2009.0,2,,0.0,1135.0,11.0,Kitee,Maaseutumaiset kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,11935.5,1617.0,1217.5,2094.0,4222.5,1455.0,1329.5
2009.0,1,,0.0,704.0,18.0,Kiuruvesi,Maaseutumaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,9359.0,1500.0,1032.5,1765.0,2914.0,996.0,1151.5
2009.0,2,,0.0,929.0,10.0,Kiuruvesi,Maaseutumaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,9359.0,1500.0,1032.5,1765.0,2914.0,996.0,1151.5
2009.0,2,,0.0,833.0,12.0,Kokemäki,Maaseutumaiset kunnat,Satakunta,Länsi-Suomi,8114.0,1154.0,879.0,1591.5,2577.5,970.0,942.0
2009.0,1,,0.0,1499.6666666666667,51.0,Kokkola,Kaupunkimaiset kunnat,Keski-Pohjanmaa,Pohjois- ja Itä-Suomi,45770.0,8600.5,5985.5,11009.5,12690.0,3969.5,3515.0
2009.0,2,,0.0,1184.0,125.0,Kokkola,Kaupunkimaiset kunnat,Keski-Pohjanmaa,Pohjois- ja Itä-Suomi,45770.0,8600.5,5985.5,11009.5,12690.0,3969.5,3515.0
2009.0,3,,0.0,1182.6666666666667,99.0,Kokkola,Kaupunkimaiset kunnat,Keski-Pohjanmaa,Pohjois- ja Itä-Suomi,45770.0,8600.5,5985.5,11009.5,12690.0,3969.5,3515.0
2009.0,1,,0.0,1069.5,164.0,Kotka,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,54734.5,8132.0,6096.0,12902.5,16751.5,5540.0,5312.5
2009.0,2,,0.0,1040.7142857142858,301.0,Kotka,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,54734.5,8132.0,6096.0,12902.5,16751.5,5540.0,5312.5
2009.0,3,,0.0,1108.6666666666667,166.0,Kotka,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,54734.5,8132.0,6096.0,12902.5,16751.5,5540.0,5312.5
2009.0,1,,0.0,1077.1666666666667,120.0,Kouvola,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,88305.0,13223.0,9932.0,19614.5,27885.0,9266.5,8384.0
2009.0,2,,0.0,1057.875,266.0,Kouvola,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,88305.0,13223.0,9932.0,19614.5,27885.0,9266.5,8384.0
2009.0,3,,0.0,952.25,175.0,Kouvola,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,88305.0,13223.0,9932.0,19614.5,27885.0,9266.5,8384.0
2009.0,2,,0.0,881.0,14.0,Kuhmo,Taajaan asutut kunnat,Kainuu,Pohjois- ja Itä-Suomi,9717.0,1261.5,983.5,1731.0,3427.5,1261.5,1052.0
2009.0,1,,0.0,1837.0,186.0,Kuopio,Kaupunkimaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,111508.5,17428.5,15800.5,27767.0,32100.0,9559.5,8853.0
2009.0,2,,0.0,1527.3333333333333,615.0,Kuopio,Kaupunkimaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,111508.5,17428.5,15800.5,27767.0,32100.0,9559.5,8853.0
2009.0,3,,0.0,1583.8666666666666,410.0,Kuopio,Kaupunkimaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,111508.5,17428.5,15800.5,27767.0,32100.0,9559.5,8853.0
2009.0,3,,0.0,591.0,8.0,Kurikka,Taajaan asutut kunnat,Etelä-Pohjanmaa,Länsi-Suomi,22997.5,3581.0,2802.0,4626.0,7172.5,2377.5,2438.5
2009.0,1,,0.0,1308.0,15.0,Kuusamo,Taajaan asutut kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,16722.0,2868.5,2069.0,3409.5,5298.5,1745.0,1331.5
2009.0,2,,0.0,1331.0,28.0,Kuusamo,Taajaan asutut kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,16722.0,2868.5,2069.0,3409.5,5298.5,1745.0,1331.5
2009.0,3,,0.0,1447.0,8.0,Kuusamo,Taajaan asutut kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,16722.0,2868.5,2069.0,3409.5,5298.5,1745.0,1331.5
2009.0,1,,0.0,1628.6666666666667,299.0,Lahti,Kaupunkimaiset kunnat,Päijät-Häme,Etelä-Suomi,115521.5,17469.0,14803.0,28732.5,34001.5,11285.0,9230.5
2009.0,2,,0.0,1306.157894736842,768.0,Lahti,Kaupunkimaiset kunnat,Päijät-Häme,Etelä-Suomi,115521.5,17469.0,14803.0,28732.5,34001.5,11285.0,9230.5
2009.0,3,,0.0,1397.4736842105262,493.0,Lahti,Kaupunkimaiset kunnat,Päijät-Häme,Etelä-Suomi,115521.5,17469.0,14803.0,28732.5,34001.5,11285.0,9230.5
2009.0,2,,0.0,1253.0,6.0,Laihia,Taajaan asutut kunnat,Pohjanmaa,Länsi-Suomi,7743.0,1408.5,810.0,1893.5,2287.5,671.0,672.5
2009.0,2,,0.0,926.0,23.0,Laitila,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,8456.0,1434.0,897.0,1874.5,2556.5,889.0,805.0
2009.0,3,,0.0,934.0,10.0,Laitila,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,8456.0,1434.0,897.0,1874.5,2556.5,889.0,805.0
2009.0,1,,0.0,1475.0,158.0,Lappeenranta,Kaupunkimaiset kunnat,Etelä-Karjala,Etelä-Suomi,71777.0,10751.0,9266.0,17657.0,21073.0,6797.5,6232.5
2009.0,2,,0.0,1477.4,326.0,Lappeenranta,Kaupunkimaiset kunnat,Etelä-Karjala,Etelä-Suomi,71777.0,10751.0,9266.0,17657.0,21073.0,6797.5,6232.5
2009.0,3,,0.0,1476.7,153.0,Lappeenranta,Kaupunkimaiset kunnat,Etelä-Karjala,Etelä-Suomi,71777.0,10751.0,9266.0,17657.0,21073.0,6797.5,6232.5
2009.0,2,,0.0,839.0,9.0,Lapua,Taajaan asutut kunnat,Etelä-Pohjanmaa,Länsi-Suomi,14280.0,2627.0,1580.0,3347.0,3967.0,1303.0,1456.0
2009.0,2,,0.0,1385.0,12.0,Laukaa,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,17869.0,3841.0,1854.5,4358.5,5249.5,1395.0,1170.5
2009.0,1,,0.0,1338.0,6.0,Lempäälä,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,19965.5,4549.5,2150.0,5505.5,5291.5,1361.0,1108.0
