Year,Rooms,Rent per m2,Rental apartment count,Sales price per m2,Sold apartments count,Municipality name,Municipality group name,Region name,Area name,Total population,0 - 14,15 - 24,25 - 44,45 - 64,65 - 74,75 -
2012.0,2,,0.0,1994.0,6.0,Kontiolahti,Taajaan asutut kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,14122.5,3238.0,1405.0,3736.0,3947.5,1066.5,729.5
2012.0,2,,0.0,991.0,6.0,Koski Tl,Maaseutumaiset kunnat,Varsinais-Suomi,Etelä-Suomi,2445.5,356.0,230.0,463.0,730.5,337.0,329.0
2012.0,1,,0.0,1202.25,144.0,Kotka,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,54852.0,8004.5,6244.0,12524.5,16070.5,6534.0,5474.5
2012.0,2,,0.0,1363.1666666666667,270.0,Kotka,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,54852.0,8004.5,6244.0,12524.5,16070.5,6534.0,5474.5
2012.0,3,,0.0,1213.0,170.0,Kotka,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,54852.0,8004.5,6244.0,12524.5,16070.5,6534.0,5474.5
2012.0,1,,0.0,1113.375,137.0,Kouvola,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,87431.5,12636.5,9707.0,18787.5,27026.5,10403.5,8870.5
2012.0,2,,0.0,1104.5,354.0,Kouvola,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,87431.5,12636.5,9707.0,18787.5,27026.5,10403.5,8870.5
2012.0,3,,0.0,1156.7142857142858,160.0,Kouvola,Kaupunkimaiset kunnat,Kymenlaakso,Etelä-Suomi,87431.5,12636.5,9707.0,18787.5,27026.5,10403.5,8870.5
2012.0,1,,0.0,1127.0,10.0,Kuhmo,Taajaan asutut kunnat,Kainuu,Pohjois- ja Itä-Suomi,9287.0,1156.0,832.0,1546.5,3259.5,1361.0,1132.0
2012.0,3,,0.0,941.0,11.0,Kuhmo,Taajaan asutut kunnat,Kainuu,Pohjois- ja Itä-Suomi,9287.0,1156.0,832.0,1546.5,3259.5,1361.0,1132.0
2012.0,1,,0.0,2103.0,173.0,Kuopio,Kaupunkimaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,113487.0,17383.0,16047.5,27821.5,31978.5,10945.0,9311.5
2012.0,2,,0.0,1725.9333333333334,671.0,Kuopio,Kaupunkimaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,113487.0,17383.0,16047.5,27821.5,31978.5,10945.0,9311.5
2012.0,3,,0.0,1766.7142857142858,458.0,Kuopio,Kaupunkimaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,113487.0,17383.0,16047.5,27821.5,31978.5,10945.0,9311.5
2012.0,3,,0.0,1154.0,6.0,Kurikka,Taajaan asutut kunnat,Etelä-Pohjanmaa,Länsi-Suomi,22545.5,3484.0,2621.0,4444.5,6848.0,2658.0,2490.0
2012.0,1,,0.0,1731.0,17.0,Kuusamo,Taajaan asutut kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,16270.0,2639.0,1828.5,3094.0,5385.0,1809.5,1514.0
2012.0,2,,0.0,1393.0,25.0,Kuusamo,Taajaan asutut kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,16270.0,2639.0,1828.5,3094.0,5385.0,1809.5,1514.0
2012.0,3,,0.0,1361.0,6.0,Kuusamo,Taajaan asutut kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,16270.0,2639.0,1828.5,3094.0,5385.0,1809.5,1514.0
2012.0,1,,0.0,1819.4285714285713,287.0,Lahti,Kaupunkimaiset kunnat,Päijät-Häme,Etelä-Suomi,117716.5,17560.0,15226.0,28619.5,33134.0,13302.0,9875.0
2012.0,2,,0.0,1514.15,809.0,Lahti,Kaupunkimaiset kunnat,Päijät-Häme,Etelä-Suomi,117716.5,17560.0,15226.0,28619.5,33134.0,13302.0,9875.0
2012.0,3,,0.0,1547.3333333333333,529.0,Lahti,Kaupunkimaiset kunnat,Päijät-Häme,Etelä-Suomi,117716.5,17560.0,15226.0,28619.5,33134.0,13302.0,9875.0
2012.0,2,,0.0,1103.0,10.0,Laihia,Taajaan asutut kunnat,Pohjanmaa,Länsi-Suomi,7963.0,1539.0,740.0,2000.0,2194.5,785.5,704.0
2012.0,1,,0.0,1329.0,9.0,Laitila,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,8434.0,1438.5,853.0,1851.5,2451.0,959.0,881.0
2012.0,2,,0.0,1029.0,22.0,Laitila,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,8434.0,1438.5,853.0,1851.5,2451.0,959.0,881.0
2012.0,3,,0.0,1153.0,7.0,Laitila,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,8434.0,1438.5,853.0,1851.5,2451.0,959.0,881.0
2012.0,1,,0.0,1076.0,14.0,Lapinlahti,Maaseutumaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,10337.5,1709.5,1048.0,2067.5,3246.5,1125.5,1140.5
2012.0,2,,0.0,994.0,6.0,Lapinlahti,Maaseutumaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,10337.5,1709.5,1048.0,2067.5,3246.5,1125.5,1140.5
2012.0,1,,0.0,1768.125,157.0,Lappeenranta,Kaupunkimaiset kunnat,Etelä-Karjala,Etelä-Suomi,72278.5,10655.0,9199.0,17440.5,20681.5,7678.5,6624.0
2012.0,2,,0.0,1591.8,343.0,Lappeenranta,Kaupunkimaiset kunnat,Etelä-Karjala,Etelä-Suomi,72278.5,10655.0,9199.0,17440.5,20681.5,7678.5,6624.0
2012.0,3,,0.0,1630.1,188.0,Lappeenranta,Kaupunkimaiset kunnat,Etelä-Karjala,Etelä-Suomi,72278.5,10655.0,9199.0,17440.5,20681.5,7678.5,6624.0
2012.0,1,,0.0,1190.0,6.0,Lapua,Taajaan asutut kunnat,Etelä-Pohjanmaa,Länsi-Suomi,14590.0,2730.0,1602.5,3365.5,3967.5,1457.0,1467.5
2012.0,2,,0.0,996.0,16.0,Lapua,Taajaan asutut kunnat,Etelä-Pohjanmaa,Länsi-Suomi,14590.0,2730.0,1602.5,3365.5,3967.5,1457.0,1467.5
2012.0,3,,0.0,989.0,11.0,Lapua,Taajaan asutut kunnat,Etelä-Pohjanmaa,Länsi-Suomi,14590.0,2730.0,1602.5,3365.5,3967.5,1457.0,1467.5
2012.0,1,,0.0,1407.0,8.0,Laukaa,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,18383.5,4050.0,1765.5,4521.0,5178.5,1612.5,1256.0
2012.0,2,,0.0,1721.0,14.0,Laukaa,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,18383.5,4050.0,1765.5,4521.0,5178.5,1612.5,1256.0
2012.0,3,,0.0,1100.0,10.0,Laukaa,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,18383.5,4050.0,1765.5,4521.0,5178.5,1612.5,1256.0
2012.0,1,,0.0,1763.5,16.0,Lempäälä,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,21164.0,4974.5,2148.0,5795.5,5381.0,1658.0,1207.0
2012.0,2,,0.0,1486.6666666666667,55.0,Lempäälä,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,21164.0,4974.5,2148.0,5795.5,5381.0,1658.0,1207.0
2012.0,3,,0.0,1736.0,27.0,Lempäälä,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,21164.0,4974.5,2148.0,5795.5,5381.0,1658.0,1207.0
2012.0,1,,0.0,1140.0,14.0,Leppävirta,Maaseutumaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,10339.5,1553.5,885.0,2001.5,3376.0,1345.5,1178.0
2012.0,2,,0.0,1359.0,22.0,Leppävirta,Maaseutumaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,10339.5,1553.5,885.0,2001.5,3376.0,1345.5,1178.0
2012.0,1,,0.0,873.0,13.0,Lieksa,Taajaan asutut kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,12492.0,1390.0,1122.0,1904.0,4548.0,1859.5,1668.5
2012.0,2,,0.0,935.0,23.0,Lieksa,Taajaan asutut kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,12492.0,1390.0,1122.0,1904.0,4548.0,1859.5,1668.5
2012.0,3,,0.0,790.0,9.0,Lieksa,Taajaan asutut kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,12492.0,1390.0,1122.0,1904.0,4548.0,1859.5,1668.5
2012.0,2,,0.0,1541.0,20.0,Lieto,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,18808.0,3996.0,1907.5,4800.5,5183.0,1673.5,1247.5
2012.0,3,,0.0,1513.0,10.0,Lieto,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,18808.0,3996.0,1907.5,4800.5,5183.0,1673.5,1247.5
2012.0,1,,0.0,1987.6666666666667,49.0,Lohja,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,47445.0,8662.0,5212.5,11032.0,13959.5,5056.0,3523.0
2012.0,2,,0.0,1793.0,153.0,Lohja,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,47445.0,8662.0,5212.5,11032.0,13959.5,5056.0,3523.0
2012.0,3,,0.0,1568.5,96.0,Lohja,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,47445.0,8662.0,5212.5,11032.0,13959.5,5056.0,3523.0
2012.0,1,,0.0,1027.5,32.0,Loimaa,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,16792.5,2464.5,1828.5,3314.0,5043.0,2061.5,2081.0
2012.0,2,,0.0,1051.5,55.0,Loimaa,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,16792.5,2464.5,1828.5,3314.0,5043.0,2061.5,2081.0
2012.0,3,,0.0,1205.0,17.0,Loimaa,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,16792.5,2464.5,1828.5,3314.0,5043.0,2061.5,2081.0
2012.0,1,,0.0,1304.0,9.0,Loppi,Maaseutumaiset kunnat,Kanta-Häme,Etelä-Suomi,8356.5,1626.5,761.5,1881.0,2463.5,926.5,697.5
2012.0,2,,0.0,1230.0,9.0,Loppi,Maaseutumaiset kunnat,Kanta-Häme,Etelä-Suomi,8356.5,1626.5,761.5,1881.0,2463.5,926.5,697.5
2012.0,1,,0.0,1813.0,9.0,Loviisa,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,15535.5,2368.0,1449.5,3238.0,4890.0,1944.0,1646.0
2012.0,2,,0.0,1310.5,33.0,Loviisa,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,15535.5,2368.0,1449.5,3238.0,4890.0,1944.0,1646.0
2012.0,3,,0.0,1299.6666666666667,30.0,Loviisa,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,15535.5,2368.0,1449.5,3238.0,4890.0,1944.0,1646.0
2012.0,1,,0.0,1191.0,6.0,Masku,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,9628.0,2159.0,964.0,2488.5,2655.5,844.5,516.5
2012.0,2,,0.0,1275.0,7.0,Masku,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,9628.0,2159.0,964.0,2488.5,2655.5,844.5,516.5
2012.0,1,,0.0,1781.0,94.0,Mikkeli,Kaupunkimaiset kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,54524.5,8105.5,6766.0,11929.0,16164.5,6345.5,5214.0
2012.0,2,,0.0,1748.25,224.0,Mikkeli,Kaupunkimaiset kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,54524.5,8105.5,6766.0,11929.0,16164.5,6345.5,5214.0
2012.0,3,,0.0,1593.1666666666667,137.0,Mikkeli,Kaupunkimaiset kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,54524.5,8105.5,6766.0,11929.0,16164.5,6345.5,5214.0
2012.0,2,,0.0,1755.0,22.0,Mustasaari,Taajaan asutut kunnat,Pohjanmaa,Länsi-Suomi,18940.0,3694.5,1909.5,4897.0,4955.0,1876.5,1607.5
2012.0,3,,0.0,1746.0,16.0,Mustasaari,Taajaan asutut kunnat,Pohjanmaa,Länsi-Suomi,18940.0,3694.5,1909.5,4897.0,4955.0,1876.5,1607.5
2012.0,2,,0.0,1612.0,18.0,Muurame,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,9503.5,2169.0,999.0,2475.0,2598.5,799.0,463.0
2012.0,3,,0.0,1569.0,7.0,Muurame,Taajaan asutut kunnat,Keski-Suomi,Länsi-Suomi,9503.5,2169.0,999.0,2475.0,2598.5,799.0,463.0
2012.0,2,,0.0,1258.0,7.0,Mynämäki,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,8011.0,1330.0,849.5,1727.5,2409.5,877.5,817.0
2012.0,3,,0.0,1092.0,6.0,Mynämäki,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,8011.0,1330.0,849.5,1727.5,2409.5,877.5,817.0
2012.0,2,,0.0,2283.0,23.0,Mäntsälä,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,20304.5,4449.0,2173.5,5081.0,5653.0,1709.5,1238.5
2012.0,3,,0.0,1890.0,10.0,Mäntsälä,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,20304.5,4449.0,2173.5,5081.0,5653.0,1709.5,1238.5
2012.0,1,,0.0,680.0,12.0,Mänttä-Vilppula,Taajaan asutut kunnat,Pirkanmaa,Länsi-Suomi,11215.0,1546.5,994.5,2116.0,3579.5,1521.0,1457.5
2012.0,2,,0.0,625.0,33.0,Mänttä-Vilppula,Taajaan asutut kunnat,Pirkanmaa,Länsi-Suomi,11215.0,1546.5,994.5,2116.0,3579.5,1521.0,1457.5
2012.0,3,,0.0,849.0,17.0,Mänttä-Vilppula,Taajaan asutut kunnat,Pirkanmaa,Länsi-Suomi,11215.0,1546.5,994.5,2116.0,3579.5,1521.0,1457.5
2012.0,2,,0.0,1012.0,9.0,Mäntyharju,Maaseutumaiset kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,6374.5,809.0,547.0,1049.5,2182.0,940.5,846.5
2012.0,1,,0.0,1936.0,10.0,Naantali,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,18847.5,3138.5,1989.5,4178.0,5941.0,2115.5,1485.0
2012.0,2,,0.0,1375.0,85.0,Naantali,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,18847.5,3138.5,1989.5,4178.0,5941.0,2115.5,1485.0
2012.0,3,,0.0,1637.0,41.0,Naantali,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,18847.5,3138.5,1989.5,4178.0,5941.0,2115.5,1485.0
2012.0,2,,0.0,1056.0,9.0,Nakkila,Maaseutumaiset kunnat,Satakunta,Länsi-Suomi,5763.5,979.5,619.5,1175.5,1682.5,737.0,569.5
2012.0,2,,0.0,1390.0,8.0,Nivala,Taajaan asutut kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,11018.0,2606.5,1380.0,2386.0,2718.0,966.0,961.5
2012.0,1,,0.0,1337.0,55.0,Nokia,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,32205.0,6454.0,3156.0,8610.5,8750.0,2956.5,2278.0
2012.0,2,,0.0,1359.8,171.0,Nokia,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,32205.0,6454.0,3156.0,8610.5,8750.0,2956.5,2278.0
2012.0,3,,0.0,1317.8,117.0,Nokia,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,32205.0,6454.0,3156.0,8610.5,8750.0,2956.5,2278.0
2012.0,2,,0.0,1788.0,6.0,Nousiainen,Maaseutumaiset kunnat,Varsinais-Suomi,Etelä-Suomi,4830.0,1027.5,490.5,1204.5,1383.0,385.0,339.5
2012.0,3,,0.0,1445.0,6.0,Nousiainen,Maaseutumaiset kunnat,Varsinais-Suomi,Etelä-Suomi,4830.0,1027.5,490.5,1204.5,1383.0,385.0,339.5
2012.0,1,,0.0,806.0,7.0,Nurmes,Taajaan asutut kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,10762.5,1360.0,1015.0,1716.0,3729.5,1487.5,1454.5
2012.0,2,,0.0,866.5,21.0,Nurmes,Taajaan asutut kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,10762.5,1360.0,1015.0,1716.0,3729.5,1487.5,1454.5
2012.0,1,,0.0,2183.6666666666665,36.0,Nurmijärvi,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,40534.0,9283.0,4551.0,10434.5,11140.5,3314.0,1811.0
2012.0,2,,0.0,2008.3333333333333,76.0,Nurmijärvi,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,40534.0,9283.0,4551.0,10434.5,11140.5,3314.0,1811.0
2012.0,3,,0.0,1968.0,47.0,Nurmijärvi,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,40534.0,9283.0,4551.0,10434.5,11140.5,3314.0,1811.0
2012.0,1,,0.0,1203.0,16.0,Orimattila,Taajaan asutut kunnat,Päijät-Häme,Etelä-Suomi,16334.5,2882.0,1635.0,3692.0,4864.0,1793.5,1468.0
2012.0,2,,0.0,1304.0,33.0,Orimattila,Taajaan asutut kunnat,Päijät-Häme,Etelä-Suomi,16334.5,2882.0,1635.0,3692.0,4864.0,1793.5,1468.0
2012.0,3,,0.0,1256.0,16.0,Orimattila,Taajaan asutut kunnat,Päijät-Häme,Etelä-Suomi,16334.5,2882.0,1635.0,3692.0,4864.0,1793.5,1468.0
2012.0,1,,0.0,1194.0,9.0,Orivesi,Taajaan asutut kunnat,Pirkanmaa,Länsi-Suomi,9580.5,1503.0,933.0,1910.5,2891.0,1220.5,1122.5
2012.0,2,,0.0,1274.0,30.0,Orivesi,Taajaan asutut kunnat,Pirkanmaa,Länsi-Suomi,9580.5,1503.0,933.0,1910.5,2891.0,1220.5,1122.5
2012.0,3,,0.0,1266.0,6.0,Orivesi,Taajaan asutut kunnat,Pirkanmaa,Länsi-Suomi,9580.5,1503.0,933.0,1910.5,2891.0,1220.5,1122.5
2012.0,2,,0.0,959.0,8.0,Oulainen,Taajaan asutut kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,7881.5,1567.0,961.0,1541.5,2205.5,807.5,799.0
2012.0,1,,0.0,1822.7142857142858,299.0,Oulu,Kaupunkimaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,189480.5,36856.5,28453.5,54237.0,45490.5,13920.5,10522.5
2012.0,2,,0.0,1709.6818181818182,849.0,Oulu,Kaupunkimaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,189480.5,36856.5,28453.5,54237.0,45490.5,13920.5,10522.5
2012.0,3,,0.0,1708.5,536.0,Oulu,Kaupunkimaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,189480.5,36856.5,28453.5,54237.0,45490.5,13920.5,10522.5
2012.0,1,,0.0,909.0,8.0,Outokumpu,Taajaan asutut kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,7360.0,1019.0,797.5,1356.0,2381.0,964.5,842.0
2012.0,2,,0.0,926.0,18.0,Outokumpu,Taajaan asutut kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,7360.0,1019.0,797.5,1356.0,2381.0,964.5,842.0
2012.0,3,,0.0,829.0,15.0,Outokumpu,Taajaan asutut kunnat,Pohjois-Karjala,Pohjois- ja Itä-Suomi,7360.0,1019.0,797.5,1356.0,2381.0,964.5,842.0
2012.0,2,,0.0,906.0,6.0,Padasjoki,Maaseutumaiset kunnat,Päijät-Häme,Etelä-Suomi,3351.0,422.0,288.0,494.5,1117.5,540.0,489.0
2012.0,1,,0.0,1098.0,15.0,Paimio,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,10531.0,1979.0,1101.5,2608.5,3011.0,1041.5,789.5
2012.0,2,,0.0,1435.0,29.0,Paimio,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,10531.0,1979.0,1101.5,2608.5,3011.0,1041.5,789.5
2012.0,3,,0.0,1027.0,15.0,Paimio,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,10531.0,1979.0,1101.5,2608.5,3011.0,1041.5,789.5
2012.0,1,,0.0,1349.0,6.0,Parainen,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,15533.0,2651.0,1530.0,3316.0,4662.5,1839.0,1534.5
2012.0,2,,0.0,1446.0,39.0,Parainen,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,15533.0,2651.0,1530.0,3316.0,4662.5,1839.0,1534.5
2012.0,3,,0.0,1358.0,24.0,Parainen,Taajaan asutut kunnat,Varsinais-Suomi,Etelä-Suomi,15533.0,2651.0,1530.0,3316.0,4662.5,1839.0,1534.5
2012.0,2,,0.0,982.0,15.0,Parkano,Taajaan asutut kunnat,Pirkanmaa,Länsi-Suomi,6950.0,1028.0,685.5,1269.5,2213.0,947.5,806.5
2012.0,1,,0.0,867.5,25.0,Pieksämäki,Taajaan asutut kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,19553.5,2560.5,2010.5,3451.0,6572.0,2559.5,2400.0
2012.0,2,,0.0,795.5,75.0,Pieksämäki,Taajaan asutut kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,19553.5,2560.5,2010.5,3451.0,6572.0,2559.5,2400.0
2012.0,3,,0.0,990.0,33.0,Pieksämäki,Taajaan asutut kunnat,Etelä-Savo,Pohjois- ja Itä-Suomi,19553.5,2560.5,2010.5,3451.0,6572.0,2559.5,2400.0
2012.0,1,,0.0,808.0,7.0,Pielavesi,Maaseutumaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,4966.0,720.5,451.0,700.0,1642.5,687.0,765.0
2012.0,2,,0.0,1030.0,6.0,Pielavesi,Maaseutumaiset kunnat,Pohjois-Savo,Pohjois- ja Itä-Suomi,4966.0,720.5,451.0,700.0,1642.5,687.0,765.0
2012.0,1,,0.0,1063.5,28.0,Pietarsaari,Kaupunkimaiset kunnat,Pohjanmaa,Länsi-Suomi,19651.5,3216.5,2520.5,4395.0,5191.0,2300.5,2028.0
2012.0,2,,0.0,1108.6666666666667,83.0,Pietarsaari,Kaupunkimaiset kunnat,Pohjanmaa,Länsi-Suomi,19651.5,3216.5,2520.5,4395.0,5191.0,2300.5,2028.0
2012.0,3,,0.0,991.6666666666666,79.0,Pietarsaari,Kaupunkimaiset kunnat,Pohjanmaa,Länsi-Suomi,19651.5,3216.5,2520.5,4395.0,5191.0,2300.5,2028.0
2012.0,1,,0.0,2239.0,16.0,Pirkkala,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,17945.5,3844.0,1859.0,5087.5,4646.0,1623.5,885.5
2012.0,2,,0.0,2113.0,91.0,Pirkkala,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,17945.5,3844.0,1859.0,5087.5,4646.0,1623.5,885.5
2012.0,3,,0.0,2058.5,61.0,Pirkkala,Kaupunkimaiset kunnat,Pirkanmaa,Länsi-Suomi,17945.5,3844.0,1859.0,5087.5,4646.0,1623.5,885.5
2012.0,1,,0.0,1308.5555555555557,200.0,Pori,Kaupunkimaiset kunnat,Satakunta,Länsi-Suomi,85139.5,12522.0,10525.5,19467.0,24255.0,9895.0,8475.0
2012.0,2,,0.0,1178.8,458.0,Pori,Kaupunkimaiset kunnat,Satakunta,Länsi-Suomi,85139.5,12522.0,10525.5,19467.0,24255.0,9895.0,8475.0
2012.0,3,,0.0,1124.3,259.0,Pori,Kaupunkimaiset kunnat,Satakunta,Länsi-Suomi,85139.5,12522.0,10525.5,19467.0,24255.0,9895.0,8475.0
2012.0,1,,0.0,2861.5,65.0,Porvoo,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,48930.5,8711.0,5959.0,11811.5,14219.0,4858.5,3371.5
2012.0,2,,0.0,2118.75,175.0,Porvoo,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,48930.5,8711.0,5959.0,11811.5,14219.0,4858.5,3371.5
2012.0,3,,0.0,2032.6666666666667,92.0,Porvoo,Kaupunkimaiset kunnat,Uusimaa,Helsinki-Uusimaa,48930.5,8711.0,5959.0,11811.5,14219.0,4858.5,3371.5
2012.0,2,,0.0,686.0,6.0,Pudasjärvi,Maaseutumaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,8657.5,1422.0,967.5,1393.5,2789.0,1071.5,1014.0
2012.0,1,,0.0,1013.0,6.0,Pyhäjärvi,Maaseutumaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,5868.0,852.0,653.5,980.0,1833.5,782.0,767.0
2012.0,2,,0.0,909.0,11.0,Pyhäjärvi,Maaseutumaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,5868.0,852.0,653.5,980.0,1833.5,782.0,767.0
2012.0,3,,0.0,835.0,7.0,Pyhäjärvi,Maaseutumaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,5868.0,852.0,653.5,980.0,1833.5,782.0,767.0
2012.0,1,,0.0,1765.0,6.0,Pälkäne,Maaseutumaiset kunnat,Pirkanmaa,Länsi-Suomi,6860.0,1124.0,618.0,1343.0,2102.0,879.0,794.0
2012.0,2,,0.0,1685.0,7.0,Pälkäne,Maaseutumaiset kunnat,Pirkanmaa,Länsi-Suomi,6860.0,1124.0,618.0,1343.0,2102.0,879.0,794.0
2012.0,1,,0.0,1454.0,10.0,Raahe,Kaupunkimaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,25655.5,4978.5,2965.0,5898.0,7294.0,2708.0,1812.0
2012.0,2,,0.0,1304.5,27.0,Raahe,Kaupunkimaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,25655.5,4978.5,2965.0,5898.0,7294.0,2708.0,1812.0
2012.0,3,,0.0,1366.0,17.0,Raahe,Kaupunkimaiset kunnat,Pohjois-Pohjanmaa,Pohjois- ja Itä-Suomi,25655.5,4978.5,2965.0,5898.0,7294.0,2708.0,1812.0
2012.0,1,,0.0,1689.0,51.0,Raasepori,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,28894.0,4596.5,3249.5,6336.5,8277.0,3512.5,2922.0
2012.0,2,,0.0,1370.6,101.0,Raasepori,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,28894.0,4596.5,3249.5,6336.5,8277.0,3512.5,2922.0
2012.0,3,,0.0,1524.75,65.0,Raasepori,Taajaan asutut kunnat,Uusimaa,Helsinki-Uusimaa,28894.0,4596.5,3249.5,6336.5,8277.0,3512.5,2922.0
2012.0,1,,0.0,1622.0,39.0,Raisio,Kaupunkimaiset kunnat,Varsinais-Suomi,Etelä-Suomi,24560.5,4023.5,2835.5,5861.0,7363.5,2493.5,1983.5
2012.0,2,,0.0,1368.5,137.0,Raisio,Kaupunkimaiset kunnat,Varsinais-Suomi,Etelä-Suomi,24560.5,4023.5,2835.5,5861.0,7363.5,2493.5,1983.5
2012.0,3,,0.0,1267.5,63.0,Raisio,Kaupunkimaiset kunnat,Varsinais-Suomi,Etelä-Suomi,24560.5,4023.5,2835.5,5861.0,7363.5,2493.5,1983.5
