Municipality name,Year,Total population,0 - 14,15 - 24,25 - 44,45 - 64,65 - 74,75 -
Kalajoki,2030,11844,1794,1263,2299,2780,1630,2078
Kalajoki,2031,11775,1768,1238,2278,2758,1624,2109
Kalajoki,2032,11706,1740,1212,2262,2735,1624,2133
Kalajoki,2033,11638,1728,1174,2252,2729,1577,2178
Kalajoki,2034,11569,1719,1133,2235,2703,1574,2205
Kalajoki,2035,11504,1701,1105,2221,2700,1550,2227
Kalajoki,2036,11437,1685,1078,2203,2712,1522,2237
Kalajoki,2037,11370,1671,1050,2193,2705,1473,2278
Kalajoki,2038,11305,1659,1027,2185,2713,1426,2295
Kalajoki,2039,11240,1649,1002,2174,2711,1389,2315
Kalajoki,2040,11172,1638,986,2158,2702,1364,2324
Kangasala,2021,32488,6021,3195,7777,8590,3770,3135
Kangasala,2022,32746,5948,3252,7808,8654,3765,3319
Kangasala,2023,32992,5908,3282,7868,8696,3709,3529
Kangasala,2024,33227,5839,3343,7930,8703,3724,3688
Kangasala,2025,33456,5785,3377,7978,8752,3729,3835
Kangasala,2026,33672,5760,3374,8002,8810,3740,3986
Kangasala,2027,33878,5708,3395,8020,8887,3707,4161
Kangasala,2028,34075,5668,3401,8023,8917,3760,4306
Kangasala,2029,34267,5653,3375,8057,8958,3776,4448
Kangasala,2030,34456,5633,3356,8111,8994,3824,4538
Kangasala,2031,34640,5597,3351,8170,9022,3861,4639
Kangasala,2032,34817,5621,3285,8229,9036,3898,4748
Kangasala,2033,34995,5672,3200,8247,9099,3943,4834
Kangasala,2034,35166,5703,3130,8246,9198,3953,4936
Kangasala,2035,35331,5754,3041,8266,9265,3989,5016
Kangasala,2036,35494,5768,3003,8277,9356,3987,5103
Kangasala,2037,35661,5778,2971,8272,9466,3996,5178
Kangasala,2038,35827,5788,2951,8273,9593,3930,5292
Kangasala,2039,35989,5796,2942,8255,9683,3936,5377
Kangasala,2040,36140,5803,2934,8253,9732,3975,5443
Kangasniemi,2021,5248,613,357,841,1468,1045,924
Kangasniemi,2022,5185,582,360,825,1446,1020,952
Kangasniemi,2023,5127,565,346,821,1411,989,995
Kangasniemi,2024,5067,545,341,809,1383,970,1019
Kangasniemi,2025,5011,526,338,802,1332,966,1047
Kangasniemi,2026,4957,503,340,787,1291,968,1068
Kangasniemi,2027,4904,482,340,771,1245,986,1080
Kangasniemi,2028,4853,466,334,756,1234,962,1101
Kangasniemi,2029,4804,447,333,737,1205,977,1105
Kangasniemi,2030,4756,430,329,735,1168,973,1121
Kangasniemi,2031,4708,422,317,721,1149,964,1135
Kangasniemi,2032,4663,412,307,710,1132,962,1140
Kangasniemi,2033,4617,406,293,702,1117,949,1150
Kangasniemi,2034,4573,404,277,700,1111,927,1154
Kangasniemi,2035,4534,400,265,694,1116,885,1174
Kangasniemi,2036,4497,394,257,690,1123,842,1191
Kangasniemi,2037,4463,389,250,679,1136,794,1215
Kangasniemi,2038,4431,385,244,674,1134,780,1214
Kangasniemi,2039,4398,381,238,666,1135,751,1227
Kangasniemi,2040,4368,378,233,660,1139,722,1236
Kankaanpää,2021,12591,1781,1151,2537,3424,2108,1590
Kankaanpää,2022,12433,1744,1125,2463,3353,2082,1666
Kankaanpää,2023,12282,1707,1104,2420,3244,2063,1744
Kankaanpää,2024,12137,1669,1081,2379,3140,2048,1820
Kankaanpää,2025,11998,1627,1065,2329,3054,2029,1894
Kankaanpää,2026,11866,1579,1066,2280,2979,1992,1970
Kankaanpää,2027,11741,1520,1080,2235,2909,1977,2020
Kankaanpää,2028,11619,1484,1072,2178,2858,1943,2084
Kankaanpää,2029,11501,1441,1070,2144,2798,1898,2150
Kankaanpää,2030,11383,1389,1076,2102,2754,1853,2209
Kankaanpää,2031,11268,1356,1059,2072,2716,1814,2251
Kankaanpää,2032,11153,1328,1039,2048,2695,1757,2286
Kankaanpää,2033,11041,1313,1008,2030,2634,1729,2327
Kankaanpää,2034,10931,1304,969,2002,2629,1661,2366
Kankaanpää,2035,10822,1295,931,1981,2608,1607,2400
Kankaanpää,2036,10717,1279,904,1964,2609,1542,2419
Kankaanpää,2037,10615,1265,876,1943,2616,1480,2435
Kankaanpää,2038,10519,1253,855,1934,2610,1419,2448
Kankaanpää,2039,10426,1243,835,1918,2614,1362,2454
Kankaanpää,2040,10335,1234,816,1910,2585,1337,2453
Kannonkoski,2021,1303,150,105,164,383,276,225
Kannonkoski,2022,1281,148,97,156,379,265,236
Kannonkoski,2023,1262,143,90,154,355,274,246
Kannonkoski,2024,1242,136,89,149,349,260,259
Kannonkoski,2025,1224,129,88,144,345,256,262
Kannonkoski,2026,1210,125,85,144,332,246,278
Kannonkoski,2027,1194,121,82,141,323,248,279
Kannonkoski,2028,1179,114,83,134,315,254,279
Kannonkoski,2029,1165,115,75,130,303,256,286
Kannonkoski,2030,1151,111,73,127,297,249,294
Kannonkoski,2031,1139,108,72,124,285,248,302
Kannonkoski,2032,1126,107,68,123,278,246,304
Kannonkoski,2033,1117,106,66,121,268,237,319
Kannonkoski,2034,1106,104,64,121,265,233,319
Kannonkoski,2035,1095,101,63,118,266,228,319
Kannonkoski,2036,1085,101,60,118,262,221,323
Kannonkoski,2037,1075,99,59,116,259,217,325
Kannonkoski,2038,1065,98,57,115,257,208,330
Kannonkoski,2039,1055,97,56,115,254,198,335
Kannonkoski,2040,1044,96,55,113,251,196,333
Kannus,2021,5389,974,577,1107,1382,786,563
Kannus,2022,5352,960,559,1100,1351,765,617
Kannus,2023,5317,957,540,1086,1323,760,651
Kannus,2024,5279,935,537,1071,1296,753,687
Kannus,2025,5245,903,547,1069,1266,748,712
Kannus,2026,5214,885,543,1058,1250,744,734
Kannus,2027,5185,851,557,1046,1218,751,762
Kannus,2028,5155,833,555,1031,1201,737,798
Kannus,2029,5122,798,568,1016,1196,729,815
Kannus,2030,5087,780,559,1004,1176,722,846
Kannus,2031,5052,762,553,995,1164,710,868
Kannus,2032,5017,744,545,983,1158,694,893
Kannus,2033,4980,725,540,967,1155,680,913
Kannus,2034,4944,724,513,950,1166,656,935
Kannus,2035,4908,721,490,933,1166,651,947
Kannus,2036,4873,713,473,924,1175,631,957
Kannus,2037,4837,705,457,922,1162,612,979
Kannus,2038,4802,698,445,917,1169,585,988
Kannus,2039,4769,690,434,914,1164,579,988
Kannus,2040,4736,684,425,905,1154,568,1000
Karijoki,2021,1180,137,74,201,327,233,208
Karijoki,2022,1153,135,70,200,314,225,209
Karijoki,2023,1129,134,68,194,299,222,212
Karijoki,2024,1107,131,68,182,300,216,210
Karijoki,2025,1088,130,66,179,290,204,219
Karijoki,2026,1071,130,64,172,279,208,218
Karijoki,2027,1052,123,69,166,269,212,213
Karijoki,2028,1039,117,73,160,267,199,223
Karijoki,2029,1023,118,69,156,259,195,226
Karijoki,2030,1010,113,71,151,257,183,235
Karijoki,2031,995,110,71,147,250,177,240
Karijoki,2032,981,105,72,146,236,182,240
Karijoki,2033,968,105,69,143,234,173,244
Karijoki,2034,955,104,66,142,232,172,239
Karijoki,2035,944,103,64,139,232,165,241
Karijoki,2036,932,102,61,137,234,154,244
Karijoki,2037,921,100,59,134,237,145,246
Karijoki,2038,910,99,58,132,235,143,243
Karijoki,2039,902,98,57,131,235,136,245
Karijoki,2040,892,97,56,129,233,135,242
Karkkila,2021,8630,1256,811,1748,2440,1355,1020
Karkkila,2022,8572,1204,809,1722,2426,1336,1075
Karkkila,2023,8517,1164,800,1675,2443,1298,1137
Karkkila,2024,8469,1109,806,1629,2462,1273,1190
Karkkila,2025,8424,1068,802,1613,2433,1264,1244
Karkkila,2026,8386,1026,802,1591,2419,1247,1301
Karkkila,2027,8349,1002,782,1560,2434,1220,1351
Karkkila,2028,8315,969,775,1547,2439,1208,1377
Karkkila,2029,8285,948,755,1526,2430,1226,1400
Karkkila,2030,8260,922,744,1513,2428,1215,1438
Karkkila,2031,8236,904,726,1504,2422,1201,1479
Karkkila,2032,8215,886,710,1506,2402,1203,1508
Karkkila,2033,8195,884,681,1497,2388,1220,1525
Karkkila,2034,8182,884,653,1493,2388,1218,1546
Karkkila,2035,8168,885,626,1485,2388,1208,1576
Karkkila,2036,8157,879,610,1482,2395,1191,1600
Karkkila,2037,8149,874,597,1471,2409,1186,1612
Karkkila,2038,8146,869,589,1462,2423,1188,1615
Karkkila,2039,8142,864,582,1456,2422,1181,1637
Karkkila,2040,8140,860,577,1451,2417,1187,1648
Karstula,2021,3782,445,298,587,1080,720,652
Karstula,2022,3707,423,290,574,1027,729,664
Karstula,2023,3636,400,286,555,993,708,694
Karstula,2024,3564,382,277,545,957,691,712
Karstula,2025,3499,371,264,529,927,670,738
Karstula,2026,3436,353,258,520,885,675,745
Karstula,2027,3375,336,253,501,855,660,770
Karstula,2028,3317,327,242,480,843,634,791
Karstula,2029,3264,309,240,471,814,632,798
Karstula,2030,3211,303,228,462,792,629,797
Karstula,2031,3160,290,224,448,768,613,817
Karstula,2032,3111,287,210,436,756,590,832
Karstula,2033,3064,287,195,428,738,578,838
Karstula,2034,3019,278,191,420,730,560,840
Karstula,2035,2977,279,178,418,712,546,844
Karstula,2036,2937,275,172,417,697,523,853
Karstula,2037,2897,271,167,413,690,497,859
Karstula,2038,2860,267,165,408,677,489,854
Karstula,2039,2822,264,160,404,670,470,854
Karstula,2040,2789,261,158,401,658,461,850
Karvia,2021,2292,275,193,404,601,460,359
Karvia,2022,2264,271,191,388,585,462,367
Karvia,2023,2235,269,182,387,570,448,379
Karvia,2024,2209,264,176,367,572,430,400
Karvia,2025,2183,258,175,358,555,418,419
Karvia,2026,2161,263,163,351,557,392,435
Karvia,2027,2140,257,163,346,537,392,445
Karvia,2028,2120,249,168,332,529,388,454
Karvia,2029,2100,243,168,324,527,376,462
Karvia,2030,2082,234,171,313,519,376,469
Karvia,2031,2064,231,171,309,505,364,484
Karvia,2032,2043,225,171,307,500,348,492
Karvia,2033,2025,223,168,305,497,340,492
Karvia,2034,2007,221,163,306,491,331,495
Karvia,2035,1987,224,152,302,488,320,501
Karvia,2036,1969,222,150,300,484,321,492
Karvia,2037,1951,220,147,294,491,300,499
Karvia,2038,1933,218,143,292,493,286,501
Karvia,2039,1916,216,140,288,491,284,497
Karvia,2040,1901,215,137,287,487,274,501
Kaskinen,2021,1285,144,64,231,300,317,229
Kaskinen,2022,1291,144,63,240,295,305,244
Kaskinen,2023,1297,148,59,237,301,296,256
Kaskinen,2024,1302,144,62,237,300,280,279
Kaskinen,2025,1306,144,61,237,305,276,283
Kaskinen,2026,1311,144,62,231,301,262,311
Kaskinen,2027,1314,142,63,230,302,251,326
Kaskinen,2028,1317,143,62,230,298,246,338
Kaskinen,2029,1318,144,59,231,299,236,349
Kaskinen,2030,1319,139,64,225,306,228,357
Kaskinen,2031,1320,134,67,228,308,219,364
Kaskinen,2032,1320,130,70,228,306,223,363
Kaskinen,2033,1319,128,70,224,313,222,362
Kaskinen,2034,1317,131,65,221,314,222,364
Kaskinen,2035,1316,129,64,217,318,226,362
Kaskinen,2036,1312,129,61,216,322,215,369
Kaskinen,2037,1308,127,60,215,326,213,367
Kaskinen,2038,1308,127,60,214,332,204,371
Kaskinen,2039,1305,125,60,214,335,202,369
Kaskinen,2040,1303,125,59,213,334,206,366
Kauhajoki,2021,12845,1936,1230,2548,3428,2095,1608
Kauhajoki,2022,12685,1898,1195,2496,3348,2061,1687
Kauhajoki,2023,12533,1839,1184,2442,3289,2005,1774
Kauhajoki,2024,12386,1761,1198,2390,3227,1963,1847
Kauhajoki,2025,12251,1695,1210,2330,3160,1919,1937
Kauhajoki,2026,12120,1631,1223,2270,3131,1871,1994
Kauhajoki,2027,11989,1585,1212,2228,3071,1823,2070
Kauhajoki,2028,11855,1563,1172,2168,3035,1805,2112
Kauhajoki,2029,11723,1494,1173,2126,2979,1780,2171
Kauhajoki,2030,11592,1447,1160,2075,2933,1759,2218
Kauhajoki,2031,11466,1405,1145,2037,2875,1731,2273
Kauhajoki,2032,11346,1368,1130,2011,2817,1713,2307
Kauhajoki,2033,11226,1347,1094,1984,2772,1702,2327
Kauhajoki,2034,11106,1329,1051,1964,2743,1673,2346
Kauhajoki,2035,10986,1321,1003,1943,2715,1631,2373
Kauhajoki,2036,10867,1302,968,1920,2717,1590,2370
Kauhajoki,2037,10753,1286,936,1901,2692,1559,2379
Kauhajoki,2038,10646,1271,912,1887,2661,1529,2386
Kauhajoki,2039,10540,1257,888,1868,2657,1473,2397
Kauhajoki,2040,10439,1246,868,1857,2632,1432,2404
Kauhava,2021,15286,2272,1427,2906,4055,2440,2186
Kauhava,2022,15057,2181,1404,2825,4014,2373,2260
Kauhava,2023,14832,2102,1375,2750,3937,2303,2365
Kauhava,2024,14615,2001,1366,2673,3870,2273,2432
Kauhava,2025,14412,1922,1344,2598,3819,2201,2528
Kauhava,2026,14215,1829,1340,2534,3748,2192,2572
Kauhava,2027,14026,1760,1318,2454,3689,2174,2631
Kauhava,2028,13842,1688,1294,2367,3655,2178,2660
Kauhava,2029,13663,1632,1255,2324,3605,2137,2710
Kauhava,2030,13491,1571,1227,2278,3536,2130,2749
Kauhava,2031,13329,1524,1190,2240,3494,2070,2811
Kauhava,2032,13174,1487,1148,2214,3420,2085,2820
Kauhava,2033,13024,1460,1100,2183,3384,2048,2849
Kauhava,2034,12880,1442,1047,2161,3358,1993,2879
Kauhava,2035,12742,1425,999,2123,3342,1959,2894
Kauhava,2036,12614,1403,967,2092,3327,1905,2920
Kauhava,2037,12491,1383,937,2068,3321,1837,2945
Kauhava,2038,12373,1366,911,2046,3300,1787,2963
Kauhava,2039,12258,1352,886,2025,3272,1760,2963
Kauhava,2040,12144,1338,866,2011,3234,1717,2978
Kauniainen,2021,10311,1832,1228,2181,2803,1006,1261
Kauniainen,2022,10434,1831,1263,2191,2835,1010,1304
Kauniainen,2023,10555,1841,1282,2213,2849,1019,1351
Kauniainen,2024,10679,1848,1300,2235,2869,1030,1397
Kauniainen,2025,10803,1858,1316,2258,2902,1041,1428
Kauniainen,2026,10924,1874,1322,2271,2941,1050,1466
Kauniainen,2027,11038,1865,1347,2276,2966,1083,1501
Kauniainen,2028,11147,1869,1357,2277,3001,1117,1526
Kauniainen,2029,11256,1862,1375,2285,3035,1142,1557
Kauniainen,2030,11358,1870,1377,2289,3081,1155,1586
Kauniainen,2031,11453,1870,1381,2307,3101,1173,1621
Kauniainen,2032,11541,1879,1373,2314,3127,1200,1648
Kauniainen,2033,11626,1886,1364,2314,3164,1219,1679
Kauniainen,2034,11705,1894,1351,2312,3217,1221,1710
Kauniainen,2035,11778,1904,1334,2308,3280,1221,1731
Kauniainen,2036,11848,1904,1328,2302,3326,1235,1753
Kauniainen,2037,11916,1904,1324,2291,3378,1227,1792
Kauniainen,2038,11980,1902,1321,2284,3438,1208,1827
Kauniainen,2039,12045,1900,1322,2276,3474,1213,1860
Kauniainen,2040,12107,1898,1325,2269,3508,1223,1884
Kaustinen,2021,4202,785,385,1001,1002,549,480
Kaustinen,2022,4177,765,397,984,978,552,501
Kaustinen,2023,4147,754,395,974,959,555,510
Kaustinen,2024,4120,742,397,957,944,546,534
Kaustinen,2025,4089,721,406,924,949,544,545
Kaustinen,2026,4058,696,415,899,952,532,564
Kaustinen,2027,4027,667,428,872,958,517,585
Kaustinen,2028,3996,639,440,857,948,516,596
Kaustinen,2029,3963,619,439,836,956,503,610
Kaustinen,2030,3926,601,435,817,953,497,623
Kaustinen,2031,3890,585,428,809,940,489,639
Kaustinen,2032,3849,578,409,791,941,476,654
Kaustinen,2033,3812,566,396,778,935,474,663
Kaustinen,2034,3779,562,379,767,930,468,673
Kaustinen,2035,3744,553,367,755,938,453,678
Kaustinen,2036,3712,545,357,745,944,441,680
Kaustinen,2037,3682,539,345,739,942,435,682
Kaustinen,2038,3652,535,333,738,942,419,685
Kaustinen,2039,3626,531,324,733,941,413,684
Kaustinen,2040,3600,527,317,727,934,409,686
Keitele,2021,2113,233,137,325,573,487,358
Keitele,2022,2073,225,131,315,545,495,362
Keitele,2023,2037,223,120,306,521,490,377
Keitele,2024,2005,215,120,295,507,469,399
Keitele,2025,1971,205,119,285,486,473,403
Keitele,2026,1943,198,119,279,469,458,420
Keitele,2027,1914,191,120,269,456,436,442
Keitele,2028,1889,186,118,260,446,425,454
Keitele,2029,1862,180,117,253,434,402,476
Keitele,2030,1836,177,112,251,420,378,498
Keitele,2031,1812,172,112,249,401,364,514
Keitele,2032,1789,167,110,247,388,353,524
Keitele,2033,1763,162,109,242,385,336,529
Keitele,2034,1741,161,104,240,377,328,531
Keitele,2035,1719,159,100,239,370,314,537
Keitele,2036,1697,157,97,235,371,299,538
Keitele,2037,1677,155,94,233,370,289,536
Keitele,2038,1656,154,92,231,367,279,533
Keitele,2039,1636,152,90,230,367,266,531
Keitele,2040,1616,151,88,228,368,255,526
Kemi,2021,20150,2860,1944,4200,5235,3346,2565
Kemi,2022,19869,2755,1952,4066,5090,3323,2683
Kemi,2023,19599,2649,1959,3959,4996,3235,2801
Kemi,2024,19342,2553,1962,3867,4854,3208,2898
Kemi,2025,19094,2447,1979,3766,4756,3171,2975
Kemi,2026,18855,2354,1988,3668,4655,3148,3042
Kemi,2027,18624,2264,1990,3604,4543,3100,3123
Kemi,2028,18403,2197,1970,3515,4487,2979,3255
Kemi,2029,18188,2108,1971,3429,4450,2871,3359
Kemi,2030,17979,2062,1925,3382,4405,2772,3433
Kemi,2031,17779,2016,1882,3333,4318,2708,3522
Kemi,2032,17581,1961,1848,3291,4263,2621,3597
Kemi,2033,17391,1921,1800,3250,4215,2582,3623
Kemi,2034,17207,1903,1733,3210,4200,2486,3675
Kemi,2035,17025,1881,1670,3184,4187,2403,3700
Kemi,2036,16849,1858,1616,3151,4186,2310,3728
Kemi,2037,16678,1838,1563,3125,4179,2227,3746
Kemi,2038,16511,1821,1515,3104,4177,2151,3743
Kemi,2039,16351,1805,1473,3087,4165,2094,3727
Kemi,2040,16196,1791,1440,3068,4126,2079,3692
Kemijärvi,2021,7066,666,400,1035,2074,1540,1351
Kemijärvi,2022,6947,656,374,1021,1991,1504,1401
Kemijärvi,2023,6841,637,372,1006,1903,1479,1444
Kemijärvi,2024,6743,625,361,990,1838,1454,1475
Kemijärvi,2025,6651,601,365,970,1751,1445,1519
Kemijärvi,2026,6560,581,364,948,1692,1426,1549
Kemijärvi,2027,6475,570,357,933,1633,1401,1581
Kemijärvi,2028,6395,548,361,918,1577,1379,1612
Kemijärvi,2029,6317,531,361,899,1548,1344,1634
Kemijärvi,2030,6243,520,355,884,1511,1314,1659
Kemijärvi,2031,6170,512,346,868,1489,1284,1671
Kemijärvi,2032,6100,507,336,862,1453,1256,1686
Kemijärvi,2033,6034,505,321,855,1437,1213,1703
Kemijärvi,2034,5970,495,317,850,1435,1164,1709
Kemijärvi,2035,5909,492,306,842,1443,1090,1736
Kemijärvi,2036,5852,487,300,833,1450,1034,1748
Kemijärvi,2037,5798,483,295,824,1459,983,1754
Kemijärvi,2038,5744,481,286,820,1467,930,1760
Kemijärvi,2039,5693,477,282,813,1475,896,1750
Kemijärvi,2040,5642,475,276,809,1474,864,1744
Keminmaa,2021,7917,1316,726,1703,2068,1233,871
Keminmaa,2022,7848,1283,703,1692,2024,1215,931
Keminmaa,2023,7779,1242,701,1662,2003,1185,986
Keminmaa,2024,7712,1209,697,1636,1972,1166,1032
Keminmaa,2025,7645,1181,686,1615,1931,1143,1089
Keminmaa,2026,7578,1134,701,1579,1898,1145,1121
Keminmaa,2027,7506,1098,700,1557,1869,1115,1167
Keminmaa,2028,7438,1061,700,1514,1857,1102,1204
Keminmaa,2029,7367,1031,692,1488,1830,1087,1239
Keminmaa,2030,7294,1001,682,1466,1822,1053,1270
Keminmaa,2031,7223,982,663,1449,1803,1033,1293
Keminmaa,2032,7151,967,639,1430,1791,1002,1322
Keminmaa,2033,7080,949,619,1413,1779,986,1334
Keminmaa,2034,7013,946,586,1399,1777,956,1349
Keminmaa,2035,6948,938,562,1380,1784,916,1368
Keminmaa,2036,6885,927,543,1366,1778,886,1385
Keminmaa,2037,6824,916,528,1352,1782,857,1389
Keminmaa,2038,6764,907,515,1338,1785,822,1397
Keminmaa,2039,6705,898,506,1326,1783,791,1401
Keminmaa,2040,6649,890,496,1320,1766,789,1388
Kemiönsaari,2021,6540,775,477,1148,1819,1244,1077
Kemiönsaari,2022,6475,758,461,1122,1798,1207,1129
Kemiönsaari,2023,6418,742,455,1085,1771,1186,1179
Kemiönsaari,2024,6365,717,450,1071,1753,1153,1221
Kemiönsaari,2025,6320,702,443,1052,1742,1128,1253
Kemiönsaari,2026,6278,674,449,1048,1708,1106,1293
Kemiönsaari,2027,6238,656,447,1021,1719,1073,1322
Kemiönsaari,2028,6200,636,447,996,1713,1057,1351
Kemiönsaari,2029,6164,616,446,973,1699,1049,1381
Kemiönsaari,2030,6129,603,438,962,1669,1045,1412
Kemiönsaari,2031,6094,594,426,955,1637,1048,1434
Kemiönsaari,2032,6060,587,413,943,1611,1059,1447
Kemiönsaari,2033,6028,578,403,934,1586,1057,1470
Kemiönsaari,2034,5999,570,392,927,1572,1060,1478
Kemiönsaari,2035,5970,570,376,915,1567,1061,1481
Kemiönsaari,2036,5945,564,367,902,1575,1045,1492
Kemiönsaari,2037,5919,559,359,891,1581,1045,1484
Kemiönsaari,2038,5896,554,353,884,1582,1033,1490
Kemiönsaari,2039,5872,550,348,875,1589,1011,1499
Kemiönsaari,2040,5851,546,343,866,1590,992,1514
Kempele,2021,19174,4512,2191,4940,4459,1710,1362
Kempele,2022,19521,4520,2276,4987,4533,1741,1464
Kempele,2023,19848,4538,2328,5059,4569,1774,1580
Kempele,2024,20157,4516,2411,5092,4672,1767,1699
Kempele,2025,20443,4468,2503,5163,4720,1771,1818
Kempele,2026,20710,4476,2532,5205,4753,1850,1894
Kempele,2027,20966,4464,2571,5215,4848,1876,1992
Kempele,2028,21203,4485,2564,5244,4920,1915,2075
Kempele,2029,21422,4475,2577,5279,4983,1968,2140
Kempele,2030,21632,4473,2576,5326,5033,2000,2224
Kempele,2031,21836,4496,2548,5392,5040,2046,2314
Kempele,2032,22034,4508,2535,5444,5071,2074,2402
Kempele,2033,22220,4543,2491,5482,5119,2088,2497
Kempele,2034,22399,4603,2419,5515,5193,2104,2565
Kempele,2035,22572,4621,2385,5545,5249,2132,2640
Kempele,2036,22734,4641,2357,5568,5308,2121,2739
Kempele,2037,22896,4660,2329,5576,5388,2129,2814
Kempele,2038,23050,4675,2315,5573,5475,2127,2885
Kempele,2039,23192,4687,2301,5577,5535,2141,2951
Kempele,2040,23320,4695,2292,5570,5584,2167,3012
Kerava,2021,37535,6010,4235,10379,9293,4353,3265
Kerava,2022,37908,5970,4316,10484,9303,4323,3512
Kerava,2023,38263,5932,4403,10578,9331,4229,3790
Kerava,2024,38599,5860,4499,10657,9362,4177,4044
Kerava,2025,38915,5844,4535,10738,9383,4178,4237
Kerava,2026,39218,5789,4598,10793,9427,4185,4426
Kerava,2027,39499,5788,4606,10795,9515,4181,4614
Kerava,2028,39767,5746,4640,10831,9545,4255,4750
Kerava,2029,40022,5713,4648,10838,9636,4306,4881
Kerava,2030,40261,5698,4646,10870,9708,4322,5017
Kerava,2031,40493,5684,4623,10914,9765,4341,5166
Kerava,2032,40712,5678,4594,10959,9841,4346,5294
Kerava,2033,40919,5698,4533,10992,9938,4366,5392
Kerava,2034,41113,5733,4446,11025,10056,4352,5501
Kerava,2035,41291,5746,4384,11030,10208,4321,5602
Kerava,2036,41458,5746,4331,11028,10366,4286,5701
Kerava,2037,41610,5745,4286,11009,10528,4251,5791
Kerava,2038,41752,5742,4242,10990,10697,4182,5899
Kerava,2039,41884,5739,4203,10968,10837,4151,5986
Kerava,2040,42010,5733,4182,10945,10923,4175,6052
Keuruu,2021,9349,1227,700,1589,2527,1805,1501
Keuruu,2022,9220,1192,679,1564,2430,1786,1569
Keuruu,2023,9100,1160,658,1529,2362,1723,1668
Keuruu,2024,8985,1118,659,1483,2326,1671,1728
Keuruu,2025,8880,1072,668,1440,2271,1641,1788
Keuruu,2026,8776,1024,680,1406,2225,1599,1842
Keuruu,2027,8679,990,678,1372,2186,1560,1893
Keuruu,2028,8583,953,677,1349,2128,1543,1933
Keuruu,2029,8490,911,679,1330,2088,1520,1962
Keuruu,2030,8396,887,663,1312,2058,1487,1989
Keuruu,2031,8308,869,642,1302,2023,1453,2019
Keuruu,2032,8223,859,617,1290,1993,1410,2054
Keuruu,2033,8140,848,593,1274,1959,1388,2078
Keuruu,2034,8060,848,560,1265,1942,1365,2080
Keuruu,2035,7987,842,537,1256,1936,1318,2098
Keuruu,2036,7916,833,523,1245,1929,1286,2100
Keuruu,2037,7851,825,511,1238,1925,1248,2104
Keuruu,2038,7788,819,500,1232,1923,1199,2115
Keuruu,2039,7727,813,490,1226,1906,1181,2111
Keuruu,2040,7667,808,482,1216,1887,1177,2097
Kihniö,2021,1780,209,106,308,515,354,288
Kihniö,2022,1741,198,105,299,483,360,296
Kihniö,2023,1704,190,104,287,465,355,303
Kihniö,2024,1670,179,104,284,443,350,310
Kihniö,2025,1638,168,107,271,434,348,310
Kihniö,2026,1607,153,114,264,415,332,329
Kihniö,2027,1578,139,118,251,399,338,333
Kihniö,2028,1547,128,120,241,385,335,338
Kihniö,2029,1518,118,119,237,360,329,355
Kihniö,2030,1487,110,115,225,360,311,366
Kihniö,2031,1459,107,106,222,348,302,374
Kihniö,2032,1433,106,98,220,342,281,386
Kihniö,2033,1408,103,91,219,337,269,389
Kihniö,2034,1385,102,84,218,330,259,392
Kihniö,2035,1364,101,79,217,330,247,390
Kihniö,2036,1343,99,76,214,330,233,391
Kihniö,2037,1326,99,71,214,327,216,399
Kihniö,2038,1307,97,70,212,329,200,399
Kihniö,2039,1290,97,67,211,327,180,408
Kihniö,2040,1275,96,66,209,325,176,403
Kinnula,2021,1571,273,125,218,423,292,240
Kinnula,2022,1547,264,127,219,398,286,253
Kinnula,2023,1522,259,126,217,371,285,264
Kinnula,2024,1496,253,125,215,350,284,269
Kinnula,2025,1474,246,126,209,338,273,282
Kinnula,2026,1450,245,120,199,322,278,286
Kinnula,2027,1428,235,124,197,310,266,296
Kinnula,2028,1409,230,124,193,296,260,306
Kinnula,2029,1388,223,125,192,280,250,318
Kinnula,2030,1368,220,123,189,270,248,318
Kinnula,2031,1349,215,123,187,260,247,317
Kinnula,2032,1331,210,122,187,253,236,323
Kinnula,2033,1311,208,117,188,246,223,329
Kinnula,2034,1292,205,115,186,238,216,332
Kinnula,2035,1276,203,111,186,235,208,333
Kinnula,2036,1257,202,107,185,231,193,339
Kinnula,2037,1241,200,105,183,231,184,338
Kinnula,2038,1224,198,102,182,227,177,338
Kinnula,2039,1208,198,98,180,225,168,339
Kinnula,2040,1191,196,96,178,221,164,336
Kirkkonummi,2021,40483,7504,4514,9872,11555,4199,2839
Kirkkonummi,2022,40828,7366,4579,9928,11668,4209,3078
Kirkkonummi,2023,41152,7249,4641,9987,11781,4168,3326
Kirkkonummi,2024,41463,7173,4638,10055,11882,4181,3534
Kirkkonummi,2025,41761,7068,4669,10102,11977,4202,3743
Kirkkonummi,2026,42041,6986,4680,10159,12032,4261,3923
Kirkkonummi,2027,42305,6912,4680,10166,12141,4304,4102
Kirkkonummi,2028,42561,6873,4639,10214,12185,4362,4288
Kirkkonummi,2029,42810,6819,4615,10268,12193,4463,4452
Kirkkonummi,2030,43050,6824,4533,10311,12216,4547,4619
Kirkkonummi,2031,43279,6825,4449,10377,12206,4643,4779
Kirkkonummi,2032,43508,6833,4368,10430,12198,4756,4923
Kirkkonummi,2033,43732,6859,4272,10443,12233,4890,5035
Kirkkonummi,2034,43954,6912,4159,10449,12311,4967,5156
Kirkkonummi,2035,44175,6944,4070,10449,12415,5019,5278
