Municipality name,Year,Total population,0 - 14,15 - 24,25 - 44,45 - 64,65 - 74,75 -
Akaa,2021,16264,2628,1479,3621,4482,2368,1686
Akaa,2022,16142,2519,1489,3534,4468,2357,1775
Akaa,2023,16023,2438,1473,3448,4478,2283,1903
Akaa,2024,15906,2356,1451,3394,4461,2244,2000
Akaa,2025,15795,2267,1446,3314,4477,2215,2076
Akaa,2026,15692,2183,1438,3262,4476,2170,2163
Akaa,2027,15595,2096,1438,3207,4474,2143,2237
Akaa,2028,15502,2026,1425,3143,4478,2144,2286
Akaa,2029,15414,1973,1392,3113,4443,2142,2351
Akaa,2030,15326,1924,1358,3085,4418,2132,2409
Akaa,2031,15246,1891,1311,3057,4396,2109,2482
Akaa,2032,15171,1870,1257,3047,4355,2104,2538
Akaa,2033,15102,1875,1184,3028,4311,2132,2572
Akaa,2034,15040,1861,1137,3021,4280,2134,2607
Akaa,2035,14987,1853,1092,3002,4264,2141,2635
Akaa,2036,14943,1838,1063,2995,4270,2122,2655
Akaa,2037,14905,1826,1039,2977,4278,2108,2677
Akaa,2038,14871,1815,1021,2962,4289,2083,2701
Akaa,2039,14838,1805,1005,2943,4271,2078,2736
Akaa,2040,14805,1797,990,2932,4249,2079,2758
Alajärvi,2021,9303,1587,920,1633,2443,1525,1195
Alajärvi,2022,9181,1532,916,1594,2386,1519,1234
Alajärvi,2023,9064,1471,913,1577,2311,1501,1291
Alajärvi,2024,8951,1423,900,1545,2258,1489,1336
Alajärvi,2025,8841,1360,913,1502,2194,1484,1388
Alajärvi,2026,8730,1307,907,1479,2152,1438,1447
Alajärvi,2027,8621,1260,899,1463,2096,1407,1496
Alajärvi,2028,8512,1229,873,1435,2028,1422,1525
Alajärvi,2029,8407,1194,854,1408,2000,1385,1566
Alajärvi,2030,8307,1159,838,1397,1948,1383,1582
Alajärvi,2031,8210,1136,810,1389,1910,1335,1630
Alajärvi,2032,8115,1116,781,1370,1865,1324,1659
Alajärvi,2033,8025,1099,753,1358,1845,1279,1691
Alajärvi,2034,7943,1087,725,1349,1833,1231,1718
Alajärvi,2035,7861,1078,696,1342,1823,1167,1755
Alajärvi,2036,7780,1066,673,1332,1820,1127,1762
Alajärvi,2037,7705,1056,653,1317,1814,1094,1771
Alajärvi,2038,7632,1047,638,1309,1808,1029,1801
Alajärvi,2039,7561,1039,623,1301,1794,1006,1798
Alajärvi,2040,7491,1031,611,1295,1773,980,1801
Alavieska,2021,2495,479,270,479,629,342,296
Alavieska,2022,2471,465,273,469,618,345,301
Alavieska,2023,2445,447,277,465,595,351,310
Alavieska,2024,2421,437,276,448,586,356,318
Alavieska,2025,2397,421,279,442,570,354,331
Alavieska,2026,2375,409,278,428,570,346,344
Alavieska,2027,2352,393,281,416,561,351,350
Alavieska,2028,2329,382,277,409,554,348,359
Alavieska,2029,2308,366,281,402,536,356,367
Alavieska,2030,2285,352,282,394,530,348,379
Alavieska,2031,2263,349,271,391,516,347,389
Alavieska,2032,2241,344,261,383,511,346,396
Alavieska,2033,2220,336,255,379,507,333,410
Alavieska,2034,2199,336,241,378,499,325,420
Alavieska,2035,2179,334,230,373,502,311,429
Alavieska,2036,2163,332,221,370,496,310,434
Alavieska,2037,2146,329,213,368,496,297,443
Alavieska,2038,2128,326,207,363,500,284,448
Alavieska,2039,2114,324,202,361,500,268,459
Alavieska,2040,2098,322,197,359,493,265,462
Alavus,2021,11197,1836,1092,2102,2832,1795,1540
Alavus,2022,11068,1795,1081,2047,2768,1795,1582
Alavus,2023,10942,1738,1080,2026,2721,1751,1626
Alavus,2024,10815,1706,1054,1982,2658,1719,1696
Alavus,2025,10686,1655,1046,1933,2627,1689,1736
Alavus,2026,10562,1619,1022,1884,2577,1670,1790
Alavus,2027,10443,1571,1018,1835,2561,1606,1852
Alavus,2028,10325,1540,996,1790,2513,1617,1869
Alavus,2029,10213,1489,993,1737,2468,1588,1938
Alavus,2030,10100,1458,966,1701,2444,1541,1990
Alavus,2031,9992,1424,948,1674,2397,1494,2055
Alavus,2032,9886,1384,941,1644,2365,1467,2085
Alavus,2033,9783,1368,908,1629,2348,1450,2080
Alavus,2034,9683,1347,885,1613,2309,1423,2106
Alavus,2035,9584,1325,861,1595,2275,1419,2109
Alavus,2036,9486,1304,842,1571,2256,1383,2130
Alavus,2037,9390,1285,820,1553,2262,1352,2118
Alavus,2038,9298,1268,803,1537,2260,1297,2133
Alavus,2039,9208,1253,782,1519,2251,1246,2157
Alavus,2040,9117,1241,763,1502,2229,1231,2151
Asikkala,2021,8015,1039,607,1382,2205,1542,1240
Asikkala,2022,7974,997,616,1354,2185,1498,1324
Asikkala,2023,7931,968,607,1338,2166,1477,1375
Asikkala,2024,7886,924,615,1317,2152,1452,1426
Asikkala,2025,7837,902,600,1296,2146,1388,1505
Asikkala,2026,7791,881,583,1270,2140,1362,1555
Asikkala,2027,7743,860,571,1238,2123,1346,1605
Asikkala,2028,7699,830,569,1222,2091,1336,1651
Asikkala,2029,7657,811,555,1221,2043,1336,1691
Asikkala,2030,7618,790,549,1200,2042,1301,1736
Asikkala,2031,7579,775,537,1192,2024,1291,1760
Asikkala,2032,7540,769,516,1187,1991,1292,1785
Asikkala,2033,7500,759,501,1183,1964,1296,1797
Asikkala,2034,7461,761,474,1173,1960,1284,1809
Asikkala,2035,7426,754,460,1163,1954,1283,1812
Asikkala,2036,7392,747,450,1153,1952,1269,1821
Asikkala,2037,7358,740,441,1146,1953,1242,1836
Asikkala,2038,7328,735,435,1137,1950,1217,1854
Asikkala,2039,7299,730,430,1129,1949,1187,1874
Asikkala,2040,7270,726,425,1123,1944,1181,1871
Askola,2021,4834,904,437,1120,1358,604,411
Askola,2022,4795,875,433,1081,1368,611,427
Askola,2023,4763,858,421,1056,1361,604,463
Askola,2024,4734,823,432,1043,1344,603,489
Askola,2025,4709,791,440,1039,1329,591,519
Askola,2026,4686,769,440,1021,1311,605,540
Askola,2027,4665,747,441,1009,1304,597,567
Askola,2028,4642,727,437,1000,1297,597,584
Askola,2029,4619,709,431,984,1299,596,600
Askola,2030,4598,684,432,976,1284,608,614
Askola,2031,4577,671,421,975,1272,605,633
Askola,2032,4557,667,404,968,1253,618,647
Askola,2033,4541,661,390,963,1233,629,665
Askola,2034,4527,664,368,958,1236,619,682
Askola,2035,4516,664,352,956,1230,622,692
Askola,2036,4505,660,344,948,1234,606,713
Askola,2037,4499,656,339,940,1245,596,723
Askola,2038,4495,652,336,935,1252,588,732
Askola,2039,4494,650,333,931,1247,593,740
Askola,2040,4491,646,331,928,1247,584,755
Aura,2021,3953,748,332,1012,1007,502,352
Aura,2022,3956,737,333,994,1015,499,378
Aura,2023,3959,730,326,981,1020,511,391
Aura,2024,3962,732,310,979,1025,507,409
Aura,2025,3967,708,323,968,1033,504,431
Aura,2026,3973,691,330,966,1044,490,452
Aura,2027,3982,681,333,950,1059,482,477
Aura,2028,3988,678,327,945,1052,492,494
Aura,2029,3992,672,321,947,1052,491,509
Aura,2030,3995,651,330,950,1052,477,535
Aura,2031,3999,649,322,947,1055,470,556
Aura,2032,4005,648,313,950,1052,472,570
Aura,2033,4010,648,305,944,1056,472,585
Aura,2034,4013,647,295,941,1067,469,594
Aura,2035,4019,643,291,941,1069,471,604
Aura,2036,4024,641,286,937,1076,479,605
Aura,2037,4030,638,284,935,1085,474,614
Aura,2038,4037,636,282,929,1104,456,630
Aura,2039,4042,634,280,923,1117,452,636
Aura,2040,4045,632,276,922,1111,465,639
Brändö,2021,448,39,37,67,149,82,74
Brändö,2022,446,36,34,69,145,85,77
Brändö,2023,447,36,31,68,147,89,76
Brändö,2024,447,36,29,67,142,99,74
Brändö,2025,449,37,27,64,144,94,83
Brändö,2026,450,36,27,63,143,94,87
Brändö,2027,452,37,25,63,136,103,88
Brändö,2028,456,37,25,62,138,101,93
Brändö,2029,458,35,27,59,138,105,94
Brändö,2030,461,35,26,60,138,105,97
Brändö,2031,465,36,24,62,137,101,105
Brändö,2032,469,36,24,61,133,106,109
Brändö,2033,471,36,24,60,134,105,112
Brändö,2034,474,36,24,59,135,102,118
Brändö,2035,476,35,25,59,135,102,120
Brändö,2036,480,35,25,58,134,105,123
Brändö,2037,482,35,25,58,135,99,130
Brändö,2038,484,35,25,58,136,100,130
Brändö,2039,487,35,24,59,136,100,133
Brändö,2040,488,35,24,59,137,98,135
Eckerö,2021,966,134,67,213,290,142,120
Eckerö,2022,970,132,72,210,287,142,127
Eckerö,2023,976,131,73,213,281,147,131
Eckerö,2024,982,134,70,212,278,148,140
Eckerö,2025,987,136,68,214,273,156,140
Eckerö,2026,993,132,71,211,276,153,150
Eckerö,2027,998,128,75,210,279,155,151
Eckerö,2028,1003,131,72,209,280,158,153
Eckerö,2029,1009,130,73,209,273,164,160
Eckerö,2030,1016,127,76,204,276,171,162
Eckerö,2031,1020,126,76,204,279,166,169
Eckerö,2032,1023,123,78,202,278,167,175
Eckerö,2033,1028,124,75,202,280,165,182
Eckerö,2034,1033,126,73,201,282,161,190
Eckerö,2035,1036,124,74,199,290,155,194
Eckerö,2036,1041,124,73,198,290,156,200
Eckerö,2037,1044,123,74,196,295,156,200
Eckerö,2038,1049,123,74,196,296,156,204
Eckerö,2039,1052,123,74,196,297,151,211
Eckerö,2040,1057,123,73,197,295,151,218
Enonkoski,2021,1356,156,84,228,360,270,258
Enonkoski,2022,1342,158,75,227,353,260,269
Enonkoski,2023,1327,154,75,224,349,254,271
Enonkoski,2024,1314,152,72,220,342,242,286
Enonkoski,2025,1300,142,78,212,344,233,291
Enonkoski,2026,1287,135,80,208,338,229,297
Enonkoski,2027,1274,129,83,204,327,227,304
Enonkoski,2028,1259,122,85,201,317,233,301
Enonkoski,2029,1246,119,81,195,314,236,301
Enonkoski,2030,1230,114,80,191,305,237,303
Enonkoski,2031,1214,109,78,189,303,230,305
Enonkoski,2032,1200,107,74,188,293,231,307
Enonkoski,2033,1185,108,67,185,293,228,304
Enonkoski,2034,1172,105,65,181,295,219,307
Enonkoski,2035,1158,103,61,175,291,222,306
Enonkoski,2036,1145,101,59,171,296,211,307
Enonkoski,2037,1134,99,59,167,298,201,310
Enonkoski,2038,1123,97,59,165,301,188,313
Enonkoski,2039,1111,96,56,165,300,181,313
Enonkoski,2040,1099,95,54,162,301,172,315
Enontekiö,2021,1798,226,121,382,522,359,188
Enontekiö,2022,1789,219,124,378,516,350,202
Enontekiö,2023,1781,216,121,383,501,345,215
Enontekiö,2024,1774,210,127,381,484,340,232
Enontekiö,2025,1768,203,132,373,489,323,248
Enontekiö,2026,1761,195,138,366,488,317,257
Enontekiö,2027,1753,188,140,358,486,307,274
Enontekiö,2028,1745,182,142,348,484,304,285
Enontekiö,2029,1735,181,137,343,483,292,299
Enontekiö,2030,1726,179,133,342,479,282,311
Enontekiö,2031,1717,175,132,338,482,267,323
Enontekiö,2032,1710,174,128,335,479,268,326
Enontekiö,2033,1703,174,123,332,480,262,332
Enontekiö,2034,1697,173,119,330,489,246,340
Enontekiö,2035,1690,172,116,325,491,247,339
Enontekiö,2036,1682,171,113,322,496,242,338
Enontekiö,2037,1678,170,111,320,500,233,344
Enontekiö,2038,1672,169,109,318,506,223,347
Enontekiö,2039,1667,168,108,315,511,219,346
Enontekiö,2040,1660,167,107,313,512,216,345
Espoo,2021,297990,55142,34838,91250,71450,25242,20068
Espoo,2022,302449,55299,35605,92363,72590,25027,21565
Espoo,2023,306735,55433,36401,93527,73575,24842,22957
Espoo,2024,310835,55605,37014,94364,74865,24871,24116
Espoo,2025,314747,55559,37831,95134,75916,25126,25181
Espoo,2026,318468,55518,38561,95803,76877,25601,26108
Espoo,2027,322009,55490,39218,96161,78078,26026,27036
Espoo,2028,325376,55403,39778,96651,79198,26447,27899
Espoo,2029,328580,55348,40175,97164,80141,27022,28730
Espoo,2030,331612,55473,40309,97698,81080,27470,29582
Espoo,2031,334475,55608,40253,98267,81985,27982,30380
Espoo,2032,337183,55854,40029,98732,82889,28519,31160
Espoo,2033,339752,56183,39643,99022,84039,29019,31846
Espoo,2034,342197,56560,39152,99270,85465,29249,32501
Espoo,2035,344527,56875,38625,99400,86977,29411,33239
Espoo,2036,346752,56965,38354,99493,88454,29456,34030
Espoo,2037,348864,57028,38124,99386,90176,29374,34776
Espoo,2038,350873,57071,37922,99372,91708,29325,35475
Espoo,2039,352775,57098,37754,99285,93010,29364,36264
Espoo,2040,354571,57115,37704,99185,93912,29677,36978
Eura,2021,11359,1697,1032,2363,3006,1737,1524
Eura,2022,11231,1662,1002,2325,2978,1674,1590
Eura,2023,11102,1620,983,2294,2922,1625,1658
Eura,2024,10981,1563,977,2270,2885,1594,1692
Eura,2025,10865,1511,972,2244,2840,1544,1754
Eura,2026,10754,1466,963,2201,2825,1510,1789
Eura,2027,10650,1431,948,2155,2783,1508,1825
Eura,2028,10549,1385,942,2120,2757,1492,1853
Eura,2029,10449,1337,938,2083,2736,1493,1862
Eura,2030,10353,1312,913,2060,2706,1481,1881
Eura,2031,10261,1265,911,2044,2675,1479,1887
Eura,2032,10171,1247,885,2028,2651,1468,1892
Eura,2033,10082,1229,857,2007,2626,1456,1907
Eura,2034,10001,1225,817,1990,2598,1459,1912
Eura,2035,9918,1225,774,1978,2581,1440,1920
Eura,2036,9841,1210,752,1959,2571,1429,1920
Eura,2037,9771,1198,733,1945,2566,1383,1946
Eura,2038,9704,1187,717,1930,2577,1342,1951
Eura,2039,9643,1178,702,1913,2584,1308,1958
Eura,2040,9581,1168,692,1898,2573,1291,1959
Eurajoki,2021,9496,1588,807,2126,2465,1441,1069
Eurajoki,2022,9525,1556,827,2113,2502,1382,1145
Eurajoki,2023,9545,1524,850,2111,2517,1317,1226
Eurajoki,2024,9561,1472,886,2085,2549,1279,1290
Eurajoki,2025,9568,1446,886,2084,2563,1235,1354
Eurajoki,2026,9565,1411,892,2086,2563,1202,1411
Eurajoki,2027,9559,1385,885,2061,2588,1180,1460
Eurajoki,2028,9548,1358,877,2049,2589,1169,1506
Eurajoki,2029,9530,1334,862,2037,2581,1174,1542
Eurajoki,2030,9513,1305,853,2025,2592,1179,1559
Eurajoki,2031,9496,1283,838,2022,2588,1188,1577
Eurajoki,2032,9479,1272,814,2022,2580,1211,1580
Eurajoki,2033,9463,1258,797,2017,2582,1227,1582
Eurajoki,2034,9445,1254,767,2014,2604,1216,1590
Eurajoki,2035,9429,1249,743,1999,2621,1221,1596
Eurajoki,2036,9411,1238,728,1993,2642,1208,1602
Eurajoki,2037,9395,1228,714,1969,2661,1210,1613
Eurajoki,2038,9379,1218,703,1965,2682,1182,1629
Eurajoki,2039,9364,1211,692,1952,2701,1158,1650
Eurajoki,2040,9347,1204,682,1937,2698,1171,1655
Evijärvi,2021,2378,379,200,479,602,367,351
Evijärvi,2022,2348,371,199,475,584,357,362
Evijärvi,2023,2321,362,196,457,577,363,366
Evijärvi,2024,2294,352,201,444,573,360,364
Evijärvi,2025,2269,334,212,441,553,365,364
Evijärvi,2026,2244,316,219,433,545,362,369
Evijärvi,2027,2219,309,214,423,539,361,373
Evijärvi,2028,2195,293,219,411,531,357,384
Evijärvi,2029,2169,294,207,397,532,338,401
Evijärvi,2030,2142,290,199,390,529,328,406
Evijärvi,2031,2119,284,193,385,516,327,414
Evijärvi,2032,2095,279,185,380,512,323,416
Evijärvi,2033,2075,272,183,376,507,312,425
Evijärvi,2034,2056,270,178,371,500,313,424
Evijärvi,2035,2038,271,168,370,499,301,429
Evijärvi,2036,2019,267,163,371,501,287,430
Evijärvi,2037,2003,265,159,368,502,277,432
Evijärvi,2038,1986,262,155,368,496,268,437
Evijärvi,2039,1970,261,152,364,500,258,435
Evijärvi,2040,1956,259,151,359,503,252,432
Finström,2021,2625,461,251,622,706,323,262
Finström,2022,2636,458,260,628,701,309,280
Finström,2023,2649,455,267,641,687,313,286
Finström,2024,2660,450,271,654,685,291,309
Finström,2025,2671,441,281,655,690,283,321
Finström,2026,2678,436,286,651,690,291,324
Finström,2027,2683,427,295,648,683,302,328
Finström,2028,2689,421,296,650,681,294,347
Finström,2029,2695,417,297,650,675,297,359
Finström,2030,2700,417,295,646,677,305,360
Finström,2031,2704,413,293,656,673,305,364
Finström,2032,2707,409,292,659,662,319,366
Finström,2033,2713,411,288,655,668,319,372
Finström,2034,2718,409,287,657,670,324,371
Finström,2035,2724,412,282,652,671,334,373
Finström,2036,2729,412,280,648,680,330,379
Finström,2037,2736,412,279,652,680,324,389
Finström,2038,2743,412,279,653,681,323,395
Finström,2039,2751,412,278,656,687,313,405
Finström,2040,2758,412,279,657,686,313,411
Forssa,2021,16671,1959,1690,3368,4281,2843,2530
Forssa,2022,16537,1896,1694,3303,4159,2804,2681
Forssa,2023,16410,1832,1684,3236,4091,2726,2841
Forssa,2024,16286,1768,1663,3185,4061,2644,2965
Forssa,2025,16162,1730,1632,3143,4018,2576,3063
Forssa,2026,16044,1669,1632,3072,3958,2564,3149
Forssa,2027,15923,1637,1601,3026,3909,2562,3188
Forssa,2028,15803,1583,1589,2966,3883,2533,3249
Forssa,2029,15688,1553,1558,2929,3827,2495,3326
Forssa,2030,15575,1518,1534,2886,3793,2458,3386
Forssa,2031,15461,1487,1501,2868,3738,2433,3434
Forssa,2032,15349,1466,1462,2855,3690,2368,3508
Forssa,2033,15239,1451,1416,2831,3644,2340,3557
Forssa,2034,15130,1437,1370,2806,3649,2292,3576
Forssa,2035,15022,1430,1323,2789,3629,2269,3582
Forssa,2036,14913,1415,1285,2765,3621,2204,3623
Forssa,2037,14807,1401,1252,2734,3642,2143,3635
Forssa,2038,14701,1388,1220,2720,3642,2087,3644
Forssa,2039,14600,1377,1195,2703,3620,2050,3655
Forssa,2040,14500,1366,1173,2683,3595,2029,3654
Föglö,2021,526,76,44,110,131,88,77
Föglö,2022,528,80,39,116,127,86,80
Föglö,2023,527,81,39,115,126,83,83
Föglö,2024,530,85,36,117,126,82,84
Föglö,2025,532,84,37,113,129,82,87
Föglö,2026,535,84,38,116,129,76,92
Föglö,2027,537,84,40,117,125,76,95
Föglö,2028,542,84,41,118,128,73,98
Föglö,2029,545,83,43,120,132,67,100
Föglö,2030,546,82,45,119,128,70,102
Föglö,2031,549,82,45,119,125,74,104
Föglö,2032,551,82,45,117,127,75,105
Föglö,2033,552,84,44,116,125,76,107
Föglö,2034,555,82,47,113,130,76,107
Föglö,2035,557,81,48,114,130,73,111
Föglö,2036,560,81,48,112,133,76,110
Föglö,2037,561,81,49,113,132,75,111
Föglö,2038,562,81,49,112,134,76,110
Föglö,2039,563,81,49,112,134,80,107
Föglö,2040,563,81,48,114,133,77,110
Geta,2021,519,88,39,119,154,56,63
Geta,2022,524,93,38,119,152,57,65
Geta,2023,531,93,41,116,154,64,63
Geta,2024,535,93,43,113,155,67,64
Geta,2025,542,94,44,113,152,74,65
Geta,2026,548,94,47,113,154,74,66
Geta,2027,553,94,49,109,155,78,68
Geta,2028,557,94,50,104,154,83,72
Geta,2029,562,94,51,105,151,91,70
Geta,2030,565,91,55,100,157,88,74
Geta,2031,570,91,55,100,156,90,78
Geta,2032,574,92,54,100,161,85,82
Geta,2033,577,93,53,99,162,84,86
Geta,2034,579,91,55,99,162,84,88
Geta,2035,583,91,54,97,168,79,94
Geta,2036,587,90,56,96,168,82,95
Geta,2037,589,89,56,97,167,81,99
Geta,2038,592,89,56,97,167,77,106
Geta,2039,594,89,55,97,168,76,109
Geta,2040,597,89,55,96,169,77,111
Haapajärvi,2021,6781,1220,729,1272,1791,1014,755
Haapajärvi,2022,6674,1180,724,1234,1733,1010,793
Haapajärvi,2023,6568,1162,703,1195,1677,1007,824
Haapajärvi,2024,6466,1107,711,1158,1632,1007,851
Haapajärvi,2025,6369,1067,709,1117,1593,1002,881
Haapajärvi,2026,6274,1040,692,1081,1549,1004,908
Haapajärvi,2027,6184,1005,688,1046,1522,992,931
Haapajärvi,2028,6095,979,674,1011,1496,961,974
Haapajärvi,2029,6009,942,668,997,1445,946,1011
Haapajärvi,2030,5926,922,649,979,1413,938,1025
Haapajärvi,2031,5850,896,637,968,1379,928,1042
Haapajärvi,2032,5773,877,621,944,1363,901,1067
Haapajärvi,2033,5702,862,603,934,1329,884,1090
Haapajärvi,2034,5630,847,585,927,1307,854,1110
Haapajärvi,2035,5561,842,558,912,1290,832,1127
Haapajärvi,2036,5494,828,544,901,1268,807,1146
Haapajärvi,2037,5430,817,527,892,1255,787,1152
Haapajärvi,2038,5367,807,513,884,1252,753,1158
Haapajärvi,2039,5307,798,500,877,1244,717,1171
Haapajärvi,2040,5250,790,490,867,1228,703,1172
Haapavesi,2021,6573,1301,724,1381,1519,950,698
Haapavesi,2022,6476,1254,714,1352,1482,950,724
Haapavesi,2023,6383,1221,699,1322,1450,935,756
Haapavesi,2024,6297,1194,686,1283,1427,908,799
Haapavesi,2025,6214,1157,678,1260,1406,883,830
Haapavesi,2026,6135,1123,675,1232,1396,853,856
Haapavesi,2027,6060,1089,671,1207,1368,844,881
Haapavesi,2028,5990,1054,671,1182,1355,828,900
Haapavesi,2029,5920,1011,678,1158,1346,802,925
Haapavesi,2030,5851,991,663,1148,1322,766,961
Haapavesi,2031,5784,968,651,1144,1292,742,987
Haapavesi,2032,5722,953,632,1124,1286,719,1008
Haapavesi,2033,5660,955,598,1107,1282,697,1021
Haapavesi,2034,5601,952,570,1092,1281,674,1032
Haapavesi,2035,5543,941,552,1076,1282,657,1035
Haapavesi,2036,5492,932,538,1064,1287,640,1031
Haapavesi,2037,5444,924,527,1060,1279,614,1040
Haapavesi,2038,5399,918,516,1055,1276,596,1038
Haapavesi,2039,5352,911,504,1052,1271,582,1032
Haapavesi,2040,5306,905,496,1042,1270,564,1029
Hailuoto,2021,941,114,46,135,274,192,180
Hailuoto,2022,936,113,44,135,265,189,190
Hailuoto,2023,932,107,49,130,264,181,201
Hailuoto,2024,926,102,51,128,252,187,206
Hailuoto,2025,920,98,50,127,253,181,211
Hailuoto,2026,914,91,54,123,258,170,218
Hailuoto,2027,908,91,50,122,253,168,224
Hailuoto,2028,901,86,51,120,250,164,230
Hailuoto,2029,895,84,49,118,246,169,229
Hailuoto,2030,889,79,50,118,244,167,231
Hailuoto,2031,884,79,47,115,246,163,234
Hailuoto,2032,878,77,45,115,239,166,236
Hailuoto,2033,872,73,47,112,243,162,235
Hailuoto,2034,868,74,42,113,243,154,242
Hailuoto,2035,863,74,40,112,244,154,239
Hailuoto,2036,859,74,37,113,244,156,235
Hailuoto,2037,856,74,36,111,245,153,237
Hailuoto,2038,851,73,35,112,247,147,237
Hailuoto,2039,849,73,34,111,248,144,239
Hailuoto,2040,847,73,34,110,249,144,237
Halsua,2021,1074,139,90,183,277,202,183
Halsua,2022,1047,132,86,174,271,195,189
Halsua,2023,1023,128,80,170,267,182,196
Halsua,2024,1001,122,77,162,260,180,200
Halsua,2025,979,116,76,159,245,175,208
Halsua,2026,959,112,71,159,233,171,213
Halsua,2027,940,106,73,153,227,156,225
Halsua,2028,922,103,69,149,224,149,228
Halsua,2029,905,97,70,143,220,151,224
Halsua,2030,888,93,68,141,215,145,226
Halsua,2031,870,93,62,139,209,139,228
Halsua,2032,857,87,64,139,201,137,229
Halsua,2033,842,86,60,138,197,137,224
Halsua,2034,827,83,60,135,195,129,225
Halsua,2035,815,84,55,135,190,122,229
Halsua,2036,803,82,54,133,188,116,230
Halsua,2037,790,80,52,132,185,114,227
Halsua,2038,779,80,50,130,184,110,225
Halsua,2039,767,80,46,131,180,107,223
Halsua,2040,755,78,46,128,177,107,219
Hamina,2021,19677,2483,1644,3846,5659,3169,2876
Hamina,2022,19479,2380,1640,3775,5566,3102,3016
Hamina,2023,19286,2323,1597,3689,5481,3054,3142
Hamina,2024,19098,2220,1603,3612,5378,3021,3264
Hamina,2025,18914,2129,1592,3507,5324,2995,3367
Hamina,2026,18734,2048,1581,3455,5197,3032,3421
Hamina,2027,18558,1976,1563,3375,5124,2993,3527
Hamina,2028,18377,1906,1541,3301,5056,2991,3582
Hamina,2029,18201,1833,1524,3227,4996,2994,3627
Hamina,2030,18025,1779,1486,3181,4919,2983,3677
Hamina,2031,17855,1732,1450,3143,4833,2955,3742
Hamina,2032,17685,1704,1387,3116,4737,2950,3791
Hamina,2033,17520,1676,1339,3075,4668,2920,3842
Hamina,2034,17359,1656,1280,3050,4611,2862,3900
Hamina,2035,17203,1637,1224,3016,4590,2787,3949
Hamina,2036,17051,1614,1184,2985,4549,2716,4003
Hamina,2037,16907,1592,1149,2944,4549,2633,4040
Hamina,2038,16765,1573,1116,2914,4535,2560,4067
Hamina,2039,16626,1555,1087,2890,4494,2513,4087
Hamina,2040,16488,1540,1059,2859,4436,2496,4098
Hammarland,2021,1616,285,141,377,453,195,165
Hammarland,2022,1628,287,142,384,456,187,172
Hammarland,2023,1638,287,143,390,450,186,182
Hammarland,2024,1645,287,144,394,442,197,181
Hammarland,2025,1653,291,141,392,445,194,190
Hammarland,2026,1661,283,150,390,449,201,188
Hammarland,2027,1667,282,152,391,447,198,197
Hammarland,2028,1673,284,149,391,447,197,205
Hammarland,2029,1679,281,153,390,449,201,205
Hammarland,2030,1686,279,154,391,450,202,210
Hammarland,2031,1693,281,151,397,444,205,215
Hammarland,2032,1699,283,149,395,443,215,214
Hammarland,2033,1705,279,153,392,441,219,221
Hammarland,2034,1711,281,151,393,442,216,228
Hammarland,2035,1716,283,150,392,444,216,231
Hammarland,2036,1722,284,149,392,443,222,232
Hammarland,2037,1728,284,150,392,438,227,237
Hammarland,2038,1733,284,150,392,442,224,241
Hammarland,2039,1741,284,151,394,442,227,243
Hammarland,2040,1746,285,151,396,442,226,246
Hankasalmi,2021,4696,670,339,819,1327,821,720
Hankasalmi,2022,4615,639,339,792,1276,827,742
Hankasalmi,2023,4540,611,342,763,1246,811,767
Hankasalmi,2024,4471,579,348,757,1209,798,780
Hankasalmi,2025,4404,546,358,740,1187,770,803
Hankasalmi,2026,4340,525,357,711,1171,771,805
Hankasalmi,2027,4279,500,356,690,1139,783,811
Hankasalmi,2028,4217,466,362,675,1123,770,821
Hankasalmi,2029,4158,449,352,651,1115,755,836
Hankasalmi,2030,4100,434,340,637,1093,737,859
Hankasalmi,2031,4044,416,331,630,1072,725,870
Hankasalmi,2032,3993,411,309,624,1064,691,894
Hankasalmi,2033,3944,404,292,614,1061,668,905
Hankasalmi,2034,3899,399,275,607,1061,649,908
Hankasalmi,2035,3859,393,264,601,1060,634,907
Hankasalmi,2036,3822,388,254,595,1056,616,913
Hankasalmi,2037,3788,383,246,591,1049,591,928
Hankasalmi,2038,3754,379,238,589,1049,573,926
Hankasalmi,2039,3726,376,232,584,1051,557,926
Hankasalmi,2040,3698,372,227,580,1049,540,930
Hanko,2021,7883,930,574,1377,2326,1424,1252
Hanko,2022,7732,882,560,1314,2288,1346,1342
Hanko,2023,7596,841,545,1276,2229,1295,1410
Hanko,2024,7467,787,544,1239,2182,1248,1467
Hanko,2025,7348,743,542,1200,2153,1214,1496
Hanko,2026,7236,705,536,1183,2073,1218,1521
Hanko,2027,7126,672,528,1143,2051,1184,1548
Hanko,2028,7024,653,508,1116,2021,1169,1557
Hanko,2029,6924,633,488,1096,1978,1161,1568
Hanko,2030,6829,624,460,1084,1930,1160,1571
Hanko,2031,6744,602,451,1067,1902,1142,1580
Hanko,2032,6665,591,435,1061,1858,1141,1579
Hanko,2033,6589,583,418,1049,1829,1129,1581
Hanko,2034,6521,578,402,1042,1799,1122,1578
Hanko,2035,6456,576,384,1032,1767,1132,1565
Hanko,2036,6395,570,373,1021,1755,1099,1577
Hanko,2037,6338,565,364,1018,1741,1085,1565
Hanko,2038,6288,560,358,1014,1735,1065,1556
Hanko,2039,6239,557,352,1006,1723,1048,1553
Hanko,2040,6197,553,348,1003,1704,1035,1554
