Year,City,Rooms,Rent per m2,Rental apartment count,Sales price per m2,Sold apartments count,Rent €/mo vs. sales price k€ per m2
2018,Hämeenlinna,1,18.12,1967,2059,130,8.800388538125304
2018,Hämeenlinna,2,13.32,2523,1880,328,7.085106382978723
2018,Hämeenlinna,3,11.71,855,1787,198,6.552881925013991
2018,Tampere,1,17.68,20627,3374,643,5.240071132187315
2018,Tampere,2,13.59,18017,2759,1364,4.925697716563973
2018,Tampere,3,12.18,5839,2599,991,4.686417853020393
2018,Lahti,1,16.01,6498,2325,280,6.886021505376345
2018,Lahti,2,12.68,7765,1886,718,6.7232237539766695
2018,Lahti,3,11.14,2413,1747,470,6.376645678305667
2018,Kotka,1,13.7,2126,1268,111,10.804416403785488
2018,Kotka,2,10.76,1631,1208,219,8.907284768211921
2018,Kotka,3,9.69,532,1265,116,7.6600790513833985
2018,Kouvola,1,12.7,2367,1033,101,12.294288480154888
2018,Kouvola,2,10.23,2144,1080,227,9.472222222222221
2018,Kouvola,3,9.25,753,1187,133,7.792754844144903
2018,Lappeenranta,1,15.86,2145,2052,141,7.729044834307992
2018,Lappeenranta,2,12.65,2006,1801,354,7.0238756246529706
2018,Lappeenranta,3,11.24,662,1813,203,6.199669056811914
2018,Mikkeli,1,15.73,1623,1865,85,8.434316353887398
2018,Mikkeli,2,11.76,1176,1723,226,6.825304701102728
2018,Mikkeli,3,10.42,321,1629,126,6.396562308164518
2018,Kuopio,1,17.11,6181,2657,253,6.4395935265336846
2018,Kuopio,2,13.61,6567,2085,628,6.52757793764988
2018,Kuopio,3,11.9,1855,1926,578,6.178608515057114
2018,Joensuu,1,16.02,4345,2549,113,6.284817575519812
2018,Joensuu,2,12.63,2954,2108,239,5.991461100569261
2018,Joensuu,3,10.4,575,1949,126,5.336069779374038
2018,Jyväskylä,1,16.92,8143,2712,380,6.238938053097345
2018,Jyväskylä,2,13.25,9954,2149,743,6.165658445788739
2018,Jyväskylä,3,11.57,3289,1968,474,5.879065040650407
2018,Seinäjoki,1,14.48,1734,2400,61,6.033333333333333
2018,Seinäjoki,2,11.39,2261,1937,130,5.880227155394941
2018,Seinäjoki,3,10.35,831,1801,120,5.746807329261522
2018,Vaasa,1,15.43,2876,2401,189,6.426488962932112
2018,Vaasa,2,11.79,2230,1985,331,5.9395465994962215
2018,Vaasa,3,9.87,618,1885,245,5.236074270557029
2018,Oulu,1,15.49,11572,2447,394,6.330200245198203
2018,Oulu,2,12.12,11059,2008,862,6.035856573705179
2018,Oulu,3,10.85,3856,1979,693,5.482566953006569
2018,Rovaniemi,1,15.81,2935,2092,120,7.5573613766730405
2018,Rovaniemi,2,12.49,2860,1758,340,7.104664391353811
2018,Rovaniemi,3,10.8,1051,1600,208,6.750000000000001
2019,Helsinki,1,25.4,39629,6445,2411,3.9410395655546937
2019,Helsinki,2,19.21,33078,5149,4350,3.7308215187415033
2019,Helsinki,3,17.23,17271,4979,3753,3.460534243824061
2019,Espoo-Kauniainen,1,21.81,8597,4296,394,5.0768156424581
2019,Espoo-Kauniainen,2,17.16,14180,3751,1148,4.574780058651027
2019,Espoo-Kauniainen,3,15.35,8910,3487,1187,4.402064812159449
2019,Vantaa,1,21.49,8702,3474,352,6.185952792170408
2019,Vantaa,2,16.71,17562,2764,1032,6.0455861070911725
2019,Vantaa,3,15.29,10246,2400,906,6.370833333333334
2019,Porvoo,1,17.61,1052,3106,72,5.669671603348358
2019,Porvoo,2,13.15,944,2434,164,5.4026294165981925
2019,Porvoo,3,11.96,358,2557,122,4.677356276886978
2019,Turku,1,16.84,15362,3370,603,4.997032640949555
2019,Turku,2,13.14,13175,2496,1327,5.2644230769230775
2019,Turku,3,11.27,4241,2189,1050,5.14846962083143
2019,Pori,1,13.61,3021,1640,136,8.298780487804878
2019,Pori,2,10.38,3098,1402,301,7.403708987161198
2019,Pori,3,9.44,730,1494,195,6.318607764390896
2019,Hämeenlinna,1,18.98,2563,1973,197,9.619868220983275
2019,Hämeenlinna,2,13.57,2995,1810,248,7.497237569060774
2019,Hämeenlinna,3,11.9,981,1851,171,6.428957320367369
2019,Tampere,1,18.08,21459,3365,802,5.372956909361069
2019,Tampere,2,13.87,17901,2849,1605,4.868374868374868
2019,Tampere,3,12.47,5827,2677,1072,4.658199477026522
2019,Lahti,1,16.17,6483,2220,291,7.283783783783785
2019,Lahti,2,12.81,7837,1792,564,7.1484375
2019,Lahti,3,11.33,2370,1814,460,6.245865490628446
2019,Kotka,1,13.84,2132,1208,121,11.456953642384107
2019,Kotka,2,11.03,1530,1190,225,9.26890756302521
2019,Kotka,3,10.05,462,1170,116,8.589743589743591
2019,Kouvola,1,12.92,2356,1003,96,12.88135593220339
2019,Kouvola,2,10.3,2023,1001,255,10.28971028971029
2019,Kouvola,3,9.24,716,1079,138,8.56348470806302
2019,Lappeenranta,1,16.1,2270,2013,126,7.998012916045703
2019,Lappeenranta,2,12.83,1975,1774,288,7.232243517474633
2019,Lappeenranta,3,11.41,652,1702,228,6.703877790834312
2019,Mikkeli,1,15.91,1681,1861,102,8.549167114454596
2019,Mikkeli,2,11.82,1138,1721,167,6.868099941894247
2019,Mikkeli,3,10.48,295,1610,114,6.509316770186336
2019,Kuopio,1,17.51,6340,2684,218,6.523845007451566
2019,Kuopio,2,13.79,6592,2063,574,6.684440135724673
2019,Kuopio,3,12.04,1810,1880,420,6.404255319148936
2019,Joensuu,1,16.17,4578,2497,125,6.475770925110133
2019,Joensuu,2,12.68,2998,2029,227,6.249383932971907
2019,Joensuu,3,10.36,525,1871,162,5.537145911277391
2019,Jyväskylä,1,17.48,8601,2517,307,6.944775526420342
2019,Jyväskylä,2,13.41,10366,2033,803,6.596163305459911
2019,Jyväskylä,3,11.72,3460,2053,449,5.70871894788115
2019,Seinäjoki,1,14.66,1873,2268,57,6.4638447971781305
2019,Seinäjoki,2,11.35,2173,1965,142,5.776081424936386
2019,Seinäjoki,3,10.31,762,1849,127,5.575987020010817
2019,Vaasa,1,15.6,2880,2498,164,6.244995996797438
2019,Vaasa,2,11.82,2156,1984,291,5.957661290322581
2019,Vaasa,3,9.7,550,1940,280,4.999999999999999
2019,Oulu,1,15.88,11894,2500,415,6.352
2019,Oulu,2,12.29,11122,2024,767,6.072134387351778
2019,Oulu,3,11.06,3768,2054,629,5.384615384615385
2019,Rovaniemi,1,16.18,2864,2119,121,7.635677206229354
2019,Rovaniemi,2,12.7,2711,1797,343,7.0673344462993875
2019,Rovaniemi,3,11.01,944,1555,168,7.080385852090032
2020,Helsinki,1,26.33,40419,6833,2633,3.8533587004244105
2020,Helsinki,2,19.98,33846,5490,4583,3.639344262295082
2020,Helsinki,3,18.04,17180,5306,4092,3.39992461364493
2020,Espoo-Kauniainen,1,22.67,9116,4590,375,4.938997821350763
2020,Espoo-Kauniainen,2,18.02,14328,4063,1176,4.435146443514644
2020,Espoo-Kauniainen,3,16.13,8942,3640,1341,4.431318681318682
2020,Vantaa,1,22.53,9179,3889,433,5.7932630496271535
2020,Vantaa,2,17.41,18132,2982,1113,5.838363514419853
2020,Vantaa,3,15.88,10924,2567,957,6.186209583171017
2020,Porvoo,1,18.17,988,2903,90,6.259042369962109
2020,Porvoo,2,13.58,825,2552,172,5.321316614420063
2020,Porvoo,3,12.6,285,2554,142,4.9334377447141735
2020,Turku,1,17.54,15248,3628,504,4.834619625137816
2020,Turku,2,13.64,13036,2690,1358,5.070631970260224
2020,Turku,3,11.57,4219,2356,1097,4.910865874363328
2020,Pori,1,13.7,2896,1734,159,7.90080738177624
2020,Pori,2,10.72,2808,1408,284,7.613636363636364
2020,Pori,3,9.51,631,1518,212,6.264822134387352
2020,Hämeenlinna,1,17.64,2664,1948,126,9.055441478439427
2020,Hämeenlinna,2,13.29,3077,1783,285,7.453729669097027
2020,Hämeenlinna,3,11.88,1021,1753,166,6.7769537934968636
2020,Tampere,1,18.67,21643,3654,1033,5.1094690749863165
2020,Tampere,2,14.29,17682,3034,1748,4.70995385629532
2020,Tampere,3,12.92,5929,2818,1253,4.584811923349894
2020,Lahti,1,16.48,6167,2081,487,7.919269581931765
2020,Lahti,2,13.04,7805,1685,767,7.738872403560831
2020,Lahti,3,11.63,2302,1706,517,6.817116060961313
2020,Kotka,1,14.19,2061,1125,127,12.613333333333332
2020,Kotka,2,11.93,1478,1183,324,10.084530853761624
2020,Kotka,3,10.89,480,1253,167,8.691141260973664
2020,Kouvola,1,13.19,2266,1039,143,12.6948989412897
2020,Kouvola,2,10.44,1825,1088,264,9.595588235294118
2020,Kouvola,3,9.19,605,991,153,9.273461150353178
2020,Lappeenranta,1,16.7,2170,2113,188,7.903454803596782
2020,Lappeenranta,2,13.14,2066,1888,402,6.959745762711865
2020,Lappeenranta,3,11.49,579,1900,224,6.047368421052632
2020,Mikkeli,1,16.02,1620,1999,86,8.014007003501751
2020,Mikkeli,2,12.01,992,1671,198,7.187312986235787
2020,Mikkeli,3,10.44,246,1602,126,6.51685393258427
2020,Kuopio,1,17.88,6100,2639,216,6.775293671845395
2020,Kuopio,2,14.09,6079,2122,585,6.639962299717248
2020,Kuopio,3,12.19,1712,1887,433,6.459989401165871
2020,Joensuu,1,16.76,4289,2669,141,6.2795054327463475
2020,Joensuu,2,13.0,2770,2048,223,6.34765625
2020,Joensuu,3,10.93,461,1773,174,6.164692611393119
2020,Jyväskylä,1,18.29,8294,2548,343,7.17817896389325
2020,Jyväskylä,2,13.58,10095,2059,785,6.595434677027684
2020,Jyväskylä,3,11.85,3446,2034,503,5.825958702064897
2020,Seinäjoki,1,14.92,1798,2367,106,6.303337558090409
2020,Seinäjoki,2,11.74,2064,2038,193,5.760549558390578
2020,Seinäjoki,3,10.42,671,1871,118,5.569214323890967
2020,Vaasa,1,15.73,2592,2490,206,6.317269076305221
2020,Vaasa,2,12.06,1993,2067,333,5.834542815674891
2020,Vaasa,3,10.0,450,1900,291,5.263157894736842
2020,Oulu,1,16.45,11437,2844,554,5.784106891701828
2020,Oulu,2,12.64,10596,2138,987,5.912067352666043
2020,Oulu,3,11.38,3549,2131,766,5.340215861098076
2020,Rovaniemi,1,16.54,2642,2137,147,7.739822180627047
2020,Rovaniemi,2,13.05,2506,1926,258,6.77570093457944
2020,Rovaniemi,3,11.36,759,1711,159,6.639392168322618
2021,Helsinki,1,26.69,45934,7125,3008,3.745964912280702
2021,Helsinki,2,20.14,37045,5802,5080,3.4712168217855917
2021,Helsinki,3,18.26,19121,5729,4365,3.1872927212428
2021,Espoo-Kauniainen,1,23.25,9698,4952,502,4.695072697899838
2021,Espoo-Kauniainen,2,18.19,15555,4265,1472,4.264947245017585
2021,Espoo-Kauniainen,3,16.34,9439,3867,1599,4.225497801913629
2021,Vantaa,1,23.11,10314,3971,530,5.81969277260136
2021,Vantaa,2,17.54,19698,3095,1168,5.667205169628432
2021,Vantaa,3,15.99,12084,2613,1048,6.119402985074627
2021,Porvoo,1,18.44,1117,3248,94,5.677339901477833
2021,Porvoo,2,13.75,887,2641,233,5.206361226808027
2021,Porvoo,3,12.81,278,2744,165,4.668367346938776
2021,Turku,1,17.9,19294,3947,700,4.535089941727894
2021,Turku,2,13.89,14848,2893,1477,4.801244382993433
2021,Turku,3,11.87,4635,2511,1166,4.727200318598168
2021,Pori,1,13.75,4036,1691,228,8.131283264340627
2021,Pori,2,10.78,3814,1350,358,7.985185185185186
2021,Pori,3,9.68,998,1480,257,6.54054054054054
2021,Hämeenlinna,1,17.54,3252,2121,188,8.26968411126827
2021,Hämeenlinna,2,13.38,3482,1861,310,7.189682966147233
2021,Hämeenlinna,3,12.0,1103,1739,210,6.900517538815411
2021,Tampere,1,19.12,23602,3928,1171,4.867617107942974
2021,Tampere,2,14.51,19311,3201,2127,4.532958450484224
2021,Tampere,3,13.02,6200,3008,1449,4.32845744680851
2021,Lahti,1,16.57,6376,2104,470,7.875475285171103
2021,Lahti,2,13.12,8756,1731,824,7.579433853264009
2021,Lahti,3,11.63,2685,1789,597,6.5008384572386815
2021,Kotka,1,14.16,2181,1293,187,10.951276102088167
2021,Kotka,2,12.08,1817,1243,331,9.718423169750602
2021,Kotka,3,10.75,476,1286,212,8.359253499222396
2021,Kouvola,1,13.34,2592,1005,168,13.273631840796021
2021,Kouvola,2,10.44,2121,1045,321,9.990430622009569
2021,Kouvola,3,9.17,651,1077,186,8.51439182915506
2021,Lappeenranta,1,17.08,3129,2239,288,7.62840553818669
2021,Lappeenranta,2,13.24,2776,1889,399,7.008999470619375
2021,Lappeenranta,3,11.35,779,1907,216,5.9517566858940745
2021,Mikkeli,1,16.12,1801,1987,91,8.112732762959235
2021,Mikkeli,2,11.95,1338,1731,231,6.903523974581167
2021,Mikkeli,3,10.36,292,1549,140,6.688185926404132
2021,Kuopio,1,18.18,6686,2659,282,6.837156825874389
2021,Kuopio,2,14.13,6779,2140,767,6.602803738317758
2021,Kuopio,3,12.1,1874,2068,505,5.8510638297872335
2021,Joensuu,1,16.99,5111,2568,144,6.6160436137071645
2021,Joensuu,2,13.03,3487,2094,337,6.222540592168099
2021,Joensuu,3,11.04,613,1841,197,5.996740901683867
2021,Jyväskylä,1,18.34,9639,2650,479,6.920754716981132
2021,Jyväskylä,2,13.61,10845,2060,940,6.606796116504854
2021,Jyväskylä,3,11.93,3661,1976,602,6.03744939271255
2021,Seinäjoki,1,15.29,2185,2580,102,5.926356589147287
2021,Seinäjoki,2,11.92,2476,2030,239,5.87192118226601
2021,Seinäjoki,3,10.49,860,1772,142,5.9198645598194135
2021,Vaasa,1,15.76,3501,2538,258,6.2096138691883365
2021,Vaasa,2,12.05,2818,2087,443,5.773838045040729
2021,Vaasa,3,10.14,689,1991,298,5.092918131592165
2021,Oulu,1,16.76,13304,2858,696,5.864240727781667
2021,Oulu,2,12.92,11818,2284,1100,5.656742556917688
2021,Oulu,3,11.56,3957,2139,850,5.404394576905096
2021,Rovaniemi,1,16.88,3011,2235,163,7.5525727069351225
2021,Rovaniemi,2,13.19,2763,2019,286,6.532937097573056
2021,Rovaniemi,3,11.54,804,1756,224,6.571753986332573
2022,Helsinki,1,26.83,44793,6945,2564,3.86321094312455
2022,Helsinki,2,20.48,37118,5827,4407,3.5146730736227902
2022,Helsinki,3,18.84,19878,5809,3864,3.243243243243243
2022,Espoo-Kauniainen,1,23.6,10790,4784,451,4.933110367892977
2022,Espoo-Kauniainen,2,18.52,15973,4312,1056,4.294990723562153
2022,Espoo-Kauniainen,3,16.95,9779,3991,1200,4.2470558757203705
2022,Vantaa,1,23.64,10803,4015,435,5.887920298879203
2022,Vantaa,2,17.81,20085,3165,1009,5.627172195892575
2022,Vantaa,3,16.4,12130,2710,945,6.051660516605165
2022,Porvoo,1,18.75,1037,3239,60,5.78882371102192
2022,Porvoo,2,13.76,793,2783,193,4.944304707150557
2022,Porvoo,3,12.93,293,2724,152,4.746696035242291
2022,Turku,1,18.36,18180,3975,648,4.618867924528302
2022,Turku,2,14.3,14676,3016,1201,4.741379310344827
2022,Turku,3,12.64,4408,2613,1048,4.837351703023345
2022,Pori,1,14.06,3446,1752,162,8.025114155251142
2022,Pori,2,10.73,3605,1324,288,8.104229607250756
2022,Pori,3,9.61,961,1487,234,6.462676529926026
2022,Hämeenlinna,1,17.79,3236,2061,203,8.631732168850073
2022,Hämeenlinna,2,13.65,3378,1878,377,7.268370607028754
2022,Hämeenlinna,3,12.22,1092,1880,246,6.500000000000001
2022,Tampere,1,19.65,22845,4011,1005,4.899027673896783
2022,Tampere,2,14.9,19373,3330,1802,4.474474474474475
2022,Tampere,3,13.38,6135,3131,1190,4.273395081443629
2022,Lahti,1,16.77,5959,2055,328,8.16058394160584
2022,Lahti,2,13.28,7960,1661,743,7.9951836243226975
2022,Lahti,3,11.88,2564,1760,549,6.750000000000001
2022,Kotka,1,14.16,2103,1289,140,10.985259891388674
2022,Kotka,2,12.19,1787,1231,282,9.902518277822908
2022,Kotka,3,10.93,464,1352,156,8.084319526627219
2022,Kouvola,1,13.49,2334,1018,107,13.25147347740668
2022,Kouvola,2,10.46,2025,1148,249,9.111498257839722
2022,Kouvola,3,9.14,568,1104,153,8.278985507246377
2022,Lappeenranta,1,17.28,3262,2186,158,7.904849039341263
2022,Lappeenranta,2,13.49,2784,1934,299,6.9751809720785936
2022,Lappeenranta,3,11.69,772,1864,187,6.271459227467811
2022,Mikkeli,1,16.18,1645,1844,91,8.774403470715834
2022,Mikkeli,2,12.09,1153,1535,167,7.876221498371335
2022,Mikkeli,3,10.41,308,1492,144,6.977211796246649
2022,Kuopio,1,18.62,6640,2691,228,6.919360832404311
2022,Kuopio,2,14.44,6956,2202,613,6.557674841053587
2022,Kuopio,3,12.5,1992,2052,421,6.091617933723197
2022,Joensuu,1,17.33,5026,2644,147,6.554462934947049
2022,Joensuu,2,13.2,3179,2092,293,6.309751434034417
2022,Joensuu,3,11.15,629,1795,201,6.211699164345404
2022,Jyväskylä,1,18.45,9173,2508,461,7.35645933014354
2022,Jyväskylä,2,13.7,9667,2045,927,6.699266503667482
2022,Jyväskylä,3,12.12,3237,1999,587,6.063031515757878
2022,Seinäjoki,1,15.36,2126,2733,85,5.620197585071351
2022,Seinäjoki,2,12.17,2316,2223,231,5.474583895636528
2022,Seinäjoki,3,10.59,799,2069,166,5.118414693088448
2022,Vaasa,1,15.93,3356,2546,194,6.256873527101336
2022,Vaasa,2,12.13,2684,2087,341,5.812170579779588
2022,Vaasa,3,10.21,616,2014,318,5.069513406156902
2022,Oulu,1,17.05,12974,2960,760,5.760135135135135
2022,Oulu,2,13.28,11293,2333,1231,5.69224174882126
2022,Oulu,3,11.87,3629,2232,850,5.318100358422939
2022,Rovaniemi,1,17.26,2877,2141,144,8.061653432975247
2022,Rovaniemi,2,13.63,2687,1873,259,7.277095568606514
2022,Rovaniemi,3,11.87,769,1769,199,6.710005652911249
