Year,City,Rooms,Rent per m2,Rental apartment count,Sales price per m2,Sold apartments count,Total population
2019,Joensuu,2,12.68,2998,2029,227,76700.5
2019,Joensuu,3,10.36,525,1871,162,76700.5
2019,Jyväskylä,1,17.48,8601,2517,307,141852.5
2019,Jyväskylä,2,13.41,10366,2033,803,141852.5
2019,Jyväskylä,3,11.72,3460,2053,449,141852.5
2019,Seinäjoki,1,14.66,1873,2268,57,63534.5
2019,Seinäjoki,2,11.35,2173,1965,142,63534.5
2019,Seinäjoki,3,10.31,762,1849,127,63534.5
2019,Vaasa,1,15.6,2880,2498,164,67594.0
2019,Vaasa,2,11.82,2156,1984,291,67594.0
2019,Vaasa,3,9.7,550,1940,280,67594.0
2019,Oulu,1,15.88,11894,2500,415,204528.0
2019,Oulu,2,12.29,11122,2024,767,204528.0
2019,Oulu,3,11.06,3768,2054,629,204528.0
2019,Rovaniemi,1,16.18,2864,2119,121,62982.0
2019,Rovaniemi,2,12.7,2711,1797,343,62982.0
2019,Rovaniemi,3,11.01,944,1555,168,62982.0
2020,Helsinki,1,26.33,40419,6833,2633,655377.5
2020,Helsinki,2,19.98,33846,5490,4583,655377.5
2020,Helsinki,3,18.04,17180,5306,4092,655377.5
2020,Espoo-Kauniainen,1,22.67,9116,4590,375,301251.0
2020,Espoo-Kauniainen,2,18.02,14328,4063,1176,301251.0
2020,Espoo-Kauniainen,3,16.13,8942,3640,1341,301251.0
2020,Vantaa,1,22.53,9179,3889,433,235503.0
2020,Vantaa,2,17.41,18132,2982,1113,235503.0
2020,Vantaa,3,15.88,10924,2567,957,235503.0
2020,Porvoo,1,18.17,988,2903,90,50499.5
2020,Porvoo,2,13.58,825,2552,172,50499.5
2020,Porvoo,3,12.6,285,2554,142,50499.5
2020,Turku,1,17.54,15248,3628,504,193676.5
2020,Turku,2,13.64,13036,2690,1358,193676.5
2020,Turku,3,11.57,4219,2356,1097,193676.5
2020,Pori,1,13.7,2896,1734,159,83809.0
2020,Pori,2,10.72,2808,1408,284,83809.0
2020,Pori,3,9.51,631,1518,212,83809.0
2020,Hämeenlinna,1,17.64,2664,1948,126,67740.5
2020,Hämeenlinna,2,13.29,3077,1783,285,67740.5
2020,Hämeenlinna,3,11.88,1021,1753,166,67740.5
2020,Tampere,1,18.67,21643,3654,1033,239574.5
2020,Tampere,2,14.29,17682,3034,1748,239574.5
2020,Tampere,3,12.92,5929,2818,1253,239574.5
2020,Lahti,1,16.48,6167,2081,487,119903.5
2020,Lahti,2,13.04,7805,1685,767,119903.5
2020,Lahti,3,11.63,2302,1706,517,119903.5
2020,Kotka,1,14.19,2061,1125,127,51897.0
2020,Kotka,2,11.93,1478,1183,324,51897.0
2020,Kotka,3,10.89,480,1253,167,51897.0
2020,Kouvola,1,13.19,2266,1039,143,81650.0
2020,Kouvola,2,10.44,1825,1088,264,81650.0
2020,Kouvola,3,9.19,605,991,153,81650.0
2020,Lappeenranta,1,16.7,2170,2113,188,72648.0
2020,Lappeenranta,2,13.14,2066,1888,402,72648.0
2020,Lappeenranta,3,11.49,579,1900,224,72648.0
2020,Mikkeli,1,16.02,1620,1999,86,52858.5
2020,Mikkeli,2,12.01,992,1671,198,52858.5
2020,Mikkeli,3,10.44,246,1602,126,52858.5
2020,Kuopio,1,17.88,6100,2639,216,119746.0
2020,Kuopio,2,14.09,6079,2122,585,119746.0
2020,Kuopio,3,12.19,1712,1887,433,119746.0
2020,Joensuu,1,16.76,4289,2669,141,76892.5
2020,Joensuu,2,13.0,2770,2048,223,76892.5
2020,Joensuu,3,10.93,461,1773,174,76892.5
2020,Jyväskylä,1,18.29,8294,2548,343,142910.0
2020,Jyväskylä,2,13.58,10095,2059,785,142910.0
2020,Jyväskylä,3,11.85,3446,2034,503,142910.0
2020,Seinäjoki,1,14.92,1798,2367,106,63955.5
2020,Seinäjoki,2,11.74,2064,2038,193,63955.5
2020,Seinäjoki,3,10.42,671,1871,118,63955.5
2020,Vaasa,1,15.73,2592,2490,206,67593.5
2020,Vaasa,2,12.06,1993,2067,333,67593.5
2020,Vaasa,3,10.0,450,1900,291,67593.5
2020,Oulu,1,16.45,11437,2844,554,206408.0
2020,Oulu,2,12.64,10596,2138,987,206408.0
2020,Oulu,3,11.38,3549,2131,766,206408.0
2020,Rovaniemi,1,16.54,2642,2137,147,63285.0
2020,Rovaniemi,2,13.05,2506,1926,258,63285.0
2020,Rovaniemi,3,11.36,759,1711,159,63285.0
2021,Helsinki,1,26.69,45934,7125,3008,657688.5
2021,Helsinki,2,20.14,37045,5802,5080,657688.5
2021,Helsinki,3,18.26,19121,5729,4365,657688.5
2021,Espoo-Kauniainen,1,23.25,9698,4952,502,305251.0
2021,Espoo-Kauniainen,2,18.19,15555,4265,1472,305251.0
2021,Espoo-Kauniainen,3,16.34,9439,3867,1599,305251.0
2021,Vantaa,1,23.11,10314,3971,530,238218.5
2021,Vantaa,2,17.54,19698,3095,1168,238218.5
2021,Vantaa,3,15.99,12084,2613,1048,238218.5
2021,Porvoo,1,18.44,1117,3248,94,50884.0
2021,Porvoo,2,13.75,887,2641,233,50884.0
2021,Porvoo,3,12.81,278,2744,165,50884.0
2021,Turku,1,17.9,19294,3947,700,194764.0
2021,Turku,2,13.89,14848,2893,1477,194764.0
2021,Turku,3,11.87,4635,2511,1166,194764.0
2021,Pori,1,13.75,4036,1691,228,83583.0
2021,Pori,2,10.78,3814,1350,358,83583.0
2021,Pori,3,9.68,998,1480,257,83583.0
2021,Hämeenlinna,1,17.54,3252,2121,188,67909.5
2021,Hämeenlinna,2,13.38,3482,1861,310,67909.5
2021,Hämeenlinna,3,12.0,1103,1739,210,67909.5
2021,Tampere,1,19.12,23602,3928,1171,242616.0
2021,Tampere,2,14.51,19311,3201,2127,242616.0
2021,Tampere,3,13.02,6200,3008,1449,242616.0
2021,Lahti,1,16.57,6376,2104,470,120005.5
2021,Lahti,2,13.12,8756,1731,824,120005.5
2021,Lahti,3,11.63,2685,1789,597,120005.5
2021,Kotka,1,14.16,2181,1293,187,51454.5
2021,Kotka,2,12.08,1817,1243,331,51454.5
2021,Kotka,3,10.75,476,1286,212,51454.5
2021,Kouvola,1,13.34,2592,1005,168,80820.5
2021,Kouvola,2,10.44,2121,1045,321,80820.5
2021,Kouvola,3,9.17,651,1077,186,80820.5
2021,Lappeenranta,1,17.08,3129,2239,288,72648.0
2021,Lappeenranta,2,13.24,2776,1889,399,72648.0
2021,Lappeenranta,3,11.35,779,1907,216,72648.0
2021,Mikkeli,1,16.12,1801,1987,91,52352.5
2021,Mikkeli,2,11.95,1338,1731,231,52352.5
2021,Mikkeli,3,10.36,292,1549,140,52352.5
2021,Kuopio,1,18.18,6686,2659,282,120876.5
2021,Kuopio,2,14.13,6779,2140,767,120876.5
2021,Kuopio,3,12.1,1874,2068,505,120876.5
2021,Joensuu,1,16.99,5111,2568,144,77098.0
2021,Joensuu,2,13.03,3487,2094,337,77098.0
2021,Joensuu,3,11.04,613,1841,197,77098.0
2021,Jyväskylä,1,18.34,9639,2650,479,143946.5
2021,Jyväskylä,2,13.61,10845,2060,940,143946.5
2021,Jyväskylä,3,11.93,3661,1976,602,143946.5
2021,Seinäjoki,1,15.29,2185,2580,102,64433.0
2021,Seinäjoki,2,11.92,2476,2030,239,64433.0
2021,Seinäjoki,3,10.49,860,1772,142,64433.0
2021,Vaasa,1,15.76,3501,2538,258,67583.0
2021,Vaasa,2,12.05,2818,2087,443,67583.0
2021,Vaasa,3,10.14,689,1991,298,67583.0
2021,Oulu,1,16.76,13304,2858,696,208439.0
2021,Oulu,2,12.92,11818,2284,1100,208439.0
2021,Oulu,3,11.56,3957,2139,850,208439.0
2021,Rovaniemi,1,16.88,3011,2235,163,63854.0
2021,Rovaniemi,2,13.19,2763,2019,286,63854.0
2021,Rovaniemi,3,11.54,804,1756,224,63854.0
2022,Helsinki,1,26.83,44793,6945,2564,661242.5
2022,Helsinki,2,20.48,37118,5827,4407,661242.5
2022,Helsinki,3,18.84,19878,5809,3864,661242.5
2022,Espoo-Kauniainen,1,23.6,10790,4784,451,311543.0
2022,Espoo-Kauniainen,2,18.52,15973,4312,1056,311543.0
2022,Espoo-Kauniainen,3,16.95,9779,3991,1200,311543.0
2022,Vantaa,1,23.64,10803,4015,435,241012.5
2022,Vantaa,2,17.81,20085,3165,1009,241012.5
2022,Vantaa,3,16.4,12130,2710,945,241012.5
2022,Porvoo,1,18.75,1037,3239,60,51190.5
2022,Porvoo,2,13.76,793,2783,193,51190.5
2022,Porvoo,3,12.93,293,2724,152,51190.5
2022,Turku,1,18.36,18180,3975,648,196518.5
2022,Turku,2,14.3,14676,3016,1201,196518.5
2022,Turku,3,12.64,4408,2613,1048,196518.5
2022,Pori,1,14.06,3446,1752,162,83343.5
2022,Pori,2,10.73,3605,1324,288,83343.5
2022,Pori,3,9.61,961,1487,234,83343.5
2022,Hämeenlinna,1,17.79,3236,2061,203,68007.0
2022,Hämeenlinna,2,13.65,3378,1878,377,68007.0
2022,Hämeenlinna,3,12.22,1092,1880,246,68007.0
2022,Tampere,1,19.65,22845,4011,1005,246616.0
2022,Tampere,2,14.9,19373,3330,1802,246616.0
2022,Tampere,3,13.38,6135,3131,1190,246616.0
2022,Lahti,1,16.77,5959,2055,328,120101.0
2022,Lahti,2,13.28,7960,1661,743,120101.0
2022,Lahti,3,11.88,2564,1760,549,120101.0
2022,Kotka,1,14.16,2103,1289,140,50929.0
2022,Kotka,2,12.19,1787,1231,282,50929.0
2022,Kotka,3,10.93,464,1352,156,50929.0
2022,Kouvola,1,13.49,2334,1018,107,79941.5
2022,Kouvola,2,10.46,2025,1148,249,79941.5
2022,Kouvola,3,9.14,568,1104,153,79941.5
2022,Lappeenranta,1,17.28,3262,2186,158,72642.0
2022,Lappeenranta,2,13.49,2784,1934,299,72642.0
2022,Lappeenranta,3,11.69,772,1864,187,72642.0
2022,Mikkeli,1,16.18,1645,1844,91,52051.0
2022,Mikkeli,2,12.09,1153,1535,167,52051.0
2022,Mikkeli,3,10.41,308,1492,144,52051.0
2022,Kuopio,1,18.62,6640,2691,228,122068.5
2022,Kuopio,2,14.44,6956,2202,613,122068.5
2022,Kuopio,3,12.5,1992,2052,421,122068.5
2022,Joensuu,1,17.33,5026,2644,147,77387.0
2022,Joensuu,2,13.2,3179,2092,293,77387.0
2022,Joensuu,3,11.15,629,1795,201,77387.0
2022,Jyväskylä,1,18.45,9173,2508,461,145180.0
2022,Jyväskylä,2,13.7,9667,2045,927,145180.0
2022,Jyväskylä,3,12.12,3237,1999,587,145180.0
2022,Seinäjoki,1,15.36,2126,2733,85,65029.5
2022,Seinäjoki,2,12.17,2316,2223,231,65029.5
2022,Seinäjoki,3,10.59,799,2069,166,65029.5
2022,Vaasa,1,15.93,3356,2546,194,67801.5
2022,Vaasa,2,12.13,2684,2087,341,67801.5
2022,Vaasa,3,10.21,616,2014,318,67801.5
2022,Oulu,1,17.05,12974,2960,760,210699.5
2022,Oulu,2,13.28,11293,2333,1231,210699.5
2022,Oulu,3,11.87,3629,2232,850,210699.5
2022,Rovaniemi,1,17.26,2877,2141,144,64357.5
2022,Rovaniemi,2,13.63,2687,1873,259,64357.5
2022,Rovaniemi,3,11.87,769,1769,199,64357.5
