"Vuosi";"Alue";"Huoneluku";"Rahoitusmuoto";"Lukumäärä";"Neliövuokra (eur/m2)"
"2019";"Koko maa";"Yksiöt";"Vapaarahoitteinen";185567;18.54
"2019";"Koko maa";"Kaksiot";"Vapaarahoitteinen";190365;14.01
"2019";"Koko maa";"Kolmiot+";"Vapaarahoitteinen";78662;12.83
"2019";"Pääkaupunkiseutu (PKS)";"Yksiöt";"Vapaarahoitteinen";56928;24.37
"2019";"Pääkaupunkiseutu (PKS)";"Kaksiot";"Vapaarahoitteinen";64820;18.32
"2019";"Pääkaupunkiseutu (PKS)";"Kolmiot+";"Vapaarahoitteinen";36427;16.39
"2019";"Muu Suomi (koko maa pl. PKS)";"Yksiöt";"Vapaarahoitteinen";128639;15.89
"2019";"Muu Suomi (koko maa pl. PKS)";"Kaksiot";"Vapaarahoitteinen";125545;12.27
"2019";"Muu Suomi (koko maa pl. PKS)";"Kolmiot+";"Vapaarahoitteinen";42235;10.95
"2019";"Uusimaa";"Yksiöt";"Vapaarahoitteinen";65366;23.35
"2019";"Uusimaa";"Kaksiot";"Vapaarahoitteinen";76052;17.42
"2019";"Uusimaa";"Kolmiot+";"Vapaarahoitteinen";41201;15.68
"2019";"Helsinki";"Yksiöt";"Vapaarahoitteinen";39629;25.40
"2019";"Helsinki";"Kaksiot";"Vapaarahoitteinen";33078;19.21
"2019";"Helsinki";"Kolmiot+";"Vapaarahoitteinen";17271;17.23
"2019";"Helsinki 1";"Yksiöt";"Vapaarahoitteinen";6708;27.21
"2019";"Helsinki 1";"Kaksiot";"Vapaarahoitteinen";3752;21.12
"2019";"Helsinki 1";"Kolmiot+";"Vapaarahoitteinen";1264;18.65
"2019";"Helsinki 2";"Yksiöt";"Vapaarahoitteinen";19176;25.64
"2019";"Helsinki 2";"Kaksiot";"Vapaarahoitteinen";11942;19.88
"2019";"Helsinki 2";"Kolmiot+";"Vapaarahoitteinen";4280;17.93
"2019";"Helsinki 3";"Yksiöt";"Vapaarahoitteinen";4376;25.20
"2019";"Helsinki 3";"Kaksiot";"Vapaarahoitteinen";4391;18.27
"2019";"Helsinki 3";"Kolmiot+";"Vapaarahoitteinen";2495;16.33
"2019";"Helsinki 4";"Yksiöt";"Vapaarahoitteinen";9369;22.80
"2019";"Helsinki 4";"Kaksiot";"Vapaarahoitteinen";12993;17.43
"2019";"Helsinki 4";"Kolmiot+";"Vapaarahoitteinen";9232;16.13
"2019";"Espoo-Kauniainen";"Yksiöt";"Vapaarahoitteinen";8597;21.81
"2019";"Espoo-Kauniainen";"Kaksiot";"Vapaarahoitteinen";14180;17.16
"2019";"Espoo-Kauniainen";"Kolmiot+";"Vapaarahoitteinen";8910;15.35
"2019";"Espoo-Kauniainen 1";"Yksiöt";"Vapaarahoitteinen";2323;23.42
"2019";"Espoo-Kauniainen 1";"Kaksiot";"Vapaarahoitteinen";2882;17.63
"2019";"Espoo-Kauniainen 1";"Kolmiot+";"Vapaarahoitteinen";1604;16.07
"2019";"Espoo-Kauniainen 2";"Yksiöt";"Vapaarahoitteinen";2523;21.72
"2019";"Espoo-Kauniainen 2";"Kaksiot";"Vapaarahoitteinen";5001;17.68
"2019";"Espoo-Kauniainen 2";"Kolmiot+";"Vapaarahoitteinen";3118;15.82
"2019";"Espoo-Kauniainen 3";"Yksiöt";"Vapaarahoitteinen";3751;20.91
"2019";"Espoo-Kauniainen 3";"Kaksiot";"Vapaarahoitteinen";6297;16.22
"2019";"Espoo-Kauniainen 3";"Kolmiot+";"Vapaarahoitteinen";4188;14.56
"2019";"Vantaa";"Yksiöt";"Vapaarahoitteinen";8702;21.49
"2019";"Vantaa";"Kaksiot";"Vapaarahoitteinen";17562;16.71
"2019";"Vantaa";"Kolmiot+";"Vapaarahoitteinen";10246;15.29
"2019";"Vantaa 1";"Yksiöt";"Vapaarahoitteinen";2132;22.28
"2019";"Vantaa 1";"Kaksiot";"Vapaarahoitteinen";6145;17.87
"2019";"Vantaa 1";"Kolmiot+";"Vapaarahoitteinen";3416;16.23
"2019";"Vantaa 2";"Yksiöt";"Vapaarahoitteinen";6570;21.06
"2019";"Vantaa 2";"Kaksiot";"Vapaarahoitteinen";11417;15.93
"2019";"Vantaa 2";"Kolmiot+";"Vapaarahoitteinen";6830;14.65
"2019";"Kehyskunnat";"Yksiöt";"Vapaarahoitteinen";6955;17.79
"2019";"Kehyskunnat";"Kaksiot";"Vapaarahoitteinen";9277;14.02
"2019";"Kehyskunnat";"Kolmiot+";"Vapaarahoitteinen";3983;12.79
"2019";"Porvoo";"Yksiöt";"Vapaarahoitteinen";1052;17.61
"2019";"Porvoo";"Kaksiot";"Vapaarahoitteinen";944;13.15
"2019";"Porvoo";"Kolmiot+";"Vapaarahoitteinen";358;11.96
"2019";"Hyvinkää";"Yksiöt";"Vapaarahoitteinen";1241;18.21
"2019";"Hyvinkää";"Kaksiot";"Vapaarahoitteinen";1092;14.44
"2019";"Hyvinkää";"Kolmiot+";"Vapaarahoitteinen";285;13.39
"2019";"Järvenpää";"Yksiöt";"Vapaarahoitteinen";1331;19.09
"2019";"Järvenpää";"Kaksiot";"Vapaarahoitteinen";1908;14.75
"2019";"Järvenpää";"Kolmiot+";"Vapaarahoitteinen";762;13.40
"2019";"Kerava";"Yksiöt";"Vapaarahoitteinen";1227;18.98
"2019";"Kerava";"Kaksiot";"Vapaarahoitteinen";2442;14.70
"2019";"Kerava";"Kolmiot+";"Vapaarahoitteinen";1202;13.08
"2019";"Varsinais-Suomi";"Yksiöt";"Vapaarahoitteinen";17982;16.06
"2019";"Varsinais-Suomi";"Kaksiot";"Vapaarahoitteinen";15502;12.51
"2019";"Varsinais-Suomi";"Kolmiot+";"Vapaarahoitteinen";5222;10.90
"2019";"Turku";"Yksiöt";"Vapaarahoitteinen";15362;16.84
"2019";"Turku";"Kaksiot";"Vapaarahoitteinen";13175;13.14
"2019";"Turku";"Kolmiot+";"Vapaarahoitteinen";4241;11.27
"2019";"Turku 1";"Yksiöt";"Vapaarahoitteinen";9247;17.40
"2019";"Turku 1";"Kaksiot";"Vapaarahoitteinen";7271;13.90
"2019";"Turku 1";"Kolmiot+";"Vapaarahoitteinen";1744;12.03
"2019";"Turku 2";"Yksiöt";"Vapaarahoitteinen";2532;17.26
"2019";"Turku 2";"Kaksiot";"Vapaarahoitteinen";1737;13.21
"2019";"Turku 2";"Kolmiot+";"Vapaarahoitteinen";432;10.79
"2019";"Turku 3";"Yksiöt";"Vapaarahoitteinen";3583;15.52
"2019";"Turku 3";"Kaksiot";"Vapaarahoitteinen";4167;11.71
"2019";"Turku 3";"Kolmiot+";"Vapaarahoitteinen";2065;10.65
"2019";"Satakunta";"Yksiöt";"Vapaarahoitteinen";4630;13.09
"2019";"Satakunta";"Kaksiot";"Vapaarahoitteinen";4704;9.97
"2019";"Satakunta";"Kolmiot+";"Vapaarahoitteinen";1333;8.96
"2019";"Pori";"Yksiöt";"Vapaarahoitteinen";3021;13.61
"2019";"Pori";"Kaksiot";"Vapaarahoitteinen";3098;10.38
"2019";"Pori";"Kolmiot+";"Vapaarahoitteinen";730;9.44
"2019";"Pori 1";"Yksiöt";"Vapaarahoitteinen";1951;14.50
"2019";"Pori 1";"Kaksiot";"Vapaarahoitteinen";1558;11.43
"2019";"Pori 1";"Kolmiot+";"Vapaarahoitteinen";328;10.08
"2019";"Pori 2";"Yksiöt";"Vapaarahoitteinen";1070;11.89
"2019";"Pori 2";"Kaksiot";"Vapaarahoitteinen";1540;9.28
"2019";"Pori 2";"Kolmiot+";"Vapaarahoitteinen";402;8.71
"2019";"Rauma";"Yksiöt";"Vapaarahoitteinen";866;13.53
"2019";"Rauma";"Kaksiot";"Vapaarahoitteinen";717;10.27
"2019";"Rauma";"Kolmiot+";"Vapaarahoitteinen";225;9.05
"2019";"Kanta-Häme";"Yksiöt";"Vapaarahoitteinen";4801;17.21
"2019";"Kanta-Häme";"Kaksiot";"Vapaarahoitteinen";4996;12.51
"2019";"Kanta-Häme";"Kolmiot+";"Vapaarahoitteinen";1645;11.37
"2019";"Hämeenlinna";"Yksiöt";"Vapaarahoitteinen";2563;18.98
"2019";"Hämeenlinna";"Kaksiot";"Vapaarahoitteinen";2995;13.57
"2019";"Hämeenlinna";"Kolmiot+";"Vapaarahoitteinen";981;11.90
"2019";"Hämeenlinna 1";"Yksiöt";"Vapaarahoitteinen";1976;19.79
"2019";"Hämeenlinna 1";"Kaksiot";"Vapaarahoitteinen";1762;14.37
"2019";"Hämeenlinna 1";"Kolmiot+";"Vapaarahoitteinen";463;12.68
"2019";"Hämeenlinna 2";"Yksiöt";"Vapaarahoitteinen";587;15.38
"2019";"Hämeenlinna 2";"Kaksiot";"Vapaarahoitteinen";1233;12.23
"2019";"Hämeenlinna 2";"Kolmiot+";"Vapaarahoitteinen";518;11.12
"2019";"Riihimäki";"Yksiöt";"Vapaarahoitteinen";1139;15.12
"2019";"Riihimäki";"Kaksiot";"Vapaarahoitteinen";1073;11.82
"2019";"Riihimäki";"Kolmiot+";"Vapaarahoitteinen";356;11.05
"2019";"Pirkanmaa";"Yksiöt";"Vapaarahoitteinen";24835;17.27
"2019";"Pirkanmaa";"Kaksiot";"Vapaarahoitteinen";21197;13.13
"2019";"Pirkanmaa";"Kolmiot+";"Vapaarahoitteinen";7367;11.72
"2019";"Tampere";"Yksiöt";"Vapaarahoitteinen";21459;18.08
"2019";"Tampere";"Kaksiot";"Vapaarahoitteinen";17901;13.87
"2019";"Tampere";"Kolmiot+";"Vapaarahoitteinen";5827;12.47
"2019";"Tampere 1";"Yksiöt";"Vapaarahoitteinen";10926;18.48
"2019";"Tampere 1";"Kaksiot";"Vapaarahoitteinen";5575;14.51
"2019";"Tampere 1";"Kolmiot+";"Vapaarahoitteinen";1366;13.31
"2019";"Tampere 2";"Yksiöt";"Vapaarahoitteinen";3081;18.02
"2019";"Tampere 2";"Kaksiot";"Vapaarahoitteinen";4713;14.18
"2019";"Tampere 2";"Kolmiot+";"Vapaarahoitteinen";1469;12.51
"2019";"Tampere 3";"Yksiöt";"Vapaarahoitteinen";7452;17.32
"2019";"Tampere 3";"Kaksiot";"Vapaarahoitteinen";7613;12.77
"2019";"Tampere 3";"Kolmiot+";"Vapaarahoitteinen";2992;11.72
"2019";"Päijät-Häme";"Yksiöt";"Vapaarahoitteinen";7776;15.28
"2019";"Päijät-Häme";"Kaksiot";"Vapaarahoitteinen";9153;12.23
"2019";"Päijät-Häme";"Kolmiot+";"Vapaarahoitteinen";2818;10.81
"2019";"Lahti";"Yksiöt";"Vapaarahoitteinen";6483;16.17
"2019";"Lahti";"Kaksiot";"Vapaarahoitteinen";7837;12.81
"2019";"Lahti";"Kolmiot+";"Vapaarahoitteinen";2370;11.33
"2019";"Lahti 1";"Yksiöt";"Vapaarahoitteinen";3102;16.90
"2019";"Lahti 1";"Kaksiot";"Vapaarahoitteinen";2867;14.02
"2019";"Lahti 1";"Kolmiot+";"Vapaarahoitteinen";1075;12.10
"2019";"Lahti 2";"Yksiöt";"Vapaarahoitteinen";3381;15.33
"2019";"Lahti 2";"Kaksiot";"Vapaarahoitteinen";4970;11.79
"2019";"Lahti 2";"Kolmiot+";"Vapaarahoitteinen";1295;10.58
"2019";"Kymenlaakso";"Yksiöt";"Vapaarahoitteinen";4862;13.24
"2019";"Kymenlaakso";"Kaksiot";"Vapaarahoitteinen";3903;10.56
"2019";"Kymenlaakso";"Kolmiot+";"Vapaarahoitteinen";1348;9.55
"2019";"Kotka";"Yksiöt";"Vapaarahoitteinen";2132;13.84
"2019";"Kotka";"Kaksiot";"Vapaarahoitteinen";1530;11.03
"2019";"Kotka";"Kolmiot+";"Vapaarahoitteinen";462;10.05
"2019";"Kotka 1";"Yksiöt";"Vapaarahoitteinen";1018;15.05
"2019";"Kotka 1";"Kaksiot";"Vapaarahoitteinen";729;12.07
"2019";"Kotka 1";"Kolmiot+";"Vapaarahoitteinen";94;10.82
"2019";"Kotka 2";"Yksiöt";"Vapaarahoitteinen";1114;12.57
"2019";"Kotka 2";"Kaksiot";"Vapaarahoitteinen";801;9.76
"2019";"Kotka 2";"Kolmiot+";"Vapaarahoitteinen";368;9.56
"2019";"Kouvola";"Yksiöt";"Vapaarahoitteinen";2356;12.92
"2019";"Kouvola";"Kaksiot";"Vapaarahoitteinen";2023;10.30
"2019";"Kouvola";"Kolmiot+";"Vapaarahoitteinen";716;9.24
"2019";"Etelä-Karjala";"Yksiöt";"Vapaarahoitteinen";3033;15.26
"2019";"Etelä-Karjala";"Kaksiot";"Vapaarahoitteinen";2540;12.18
"2019";"Etelä-Karjala";"Kolmiot+";"Vapaarahoitteinen";829;10.87
"2019";"Lappeenranta";"Yksiöt";"Vapaarahoitteinen";2270;16.10
"2019";"Lappeenranta";"Kaksiot";"Vapaarahoitteinen";1975;12.83
"2019";"Lappeenranta";"Kolmiot+";"Vapaarahoitteinen";652;11.41
"2019";"Lappeenranta 1";"Yksiöt";"Vapaarahoitteinen";1165;17.22
"2019";"Lappeenranta 1";"Kaksiot";"Vapaarahoitteinen";898;14.35
"2019";"Lappeenranta 1";"Kolmiot+";"Vapaarahoitteinen";277;12.46
"2019";"Lappeenranta 2";"Yksiöt";"Vapaarahoitteinen";1105;14.23
"2019";"Lappeenranta 2";"Kaksiot";"Vapaarahoitteinen";1077;11.38
"2019";"Lappeenranta 2";"Kolmiot+";"Vapaarahoitteinen";375;10.58
"2019";"Etelä-Savo";"Yksiöt";"Vapaarahoitteinen";3287;14.09
"2019";"Etelä-Savo";"Kaksiot";"Vapaarahoitteinen";2601;10.72
"2019";"Etelä-Savo";"Kolmiot+";"Vapaarahoitteinen";657;9.59
"2019";"Mikkeli";"Yksiöt";"Vapaarahoitteinen";1681;15.91
"2019";"Mikkeli";"Kaksiot";"Vapaarahoitteinen";1138;11.82
"2019";"Mikkeli";"Kolmiot+";"Vapaarahoitteinen";295;10.48
"2019";"Pohjois-Savo";"Yksiöt";"Vapaarahoitteinen";8152;15.91
"2019";"Pohjois-Savo";"Kaksiot";"Vapaarahoitteinen";8564;12.74
"2019";"Pohjois-Savo";"Kolmiot+";"Vapaarahoitteinen";2369;11.37
"2019";"Kuopio";"Yksiöt";"Vapaarahoitteinen";6340;17.51
"2019";"Kuopio";"Kaksiot";"Vapaarahoitteinen";6592;13.79
"2019";"Kuopio";"Kolmiot+";"Vapaarahoitteinen";1810;12.04
"2019";"Kuopio 1";"Yksiöt";"Vapaarahoitteinen";3479;18.73
"2019";"Kuopio 1";"Kaksiot";"Vapaarahoitteinen";2613;14.73
"2019";"Kuopio 1";"Kolmiot+";"Vapaarahoitteinen";776;12.39
"2019";"Kuopio 2";"Yksiöt";"Vapaarahoitteinen";2861;16.12
"2019";"Kuopio 2";"Kaksiot";"Vapaarahoitteinen";3979;12.90
"2019";"Kuopio 2";"Kolmiot+";"Vapaarahoitteinen";1034;11.70
"2019";"Pohjois-Karjala";"Yksiöt";"Vapaarahoitteinen";5320;15.07
"2019";"Pohjois-Karjala";"Kaksiot";"Vapaarahoitteinen";3803;11.78
"2019";"Pohjois-Karjala";"Kolmiot+";"Vapaarahoitteinen";779;9.81
"2019";"Joensuu";"Yksiöt";"Vapaarahoitteinen";4578;16.17
"2019";"Joensuu";"Kaksiot";"Vapaarahoitteinen";2998;12.68
"2019";"Joensuu";"Kolmiot+";"Vapaarahoitteinen";525;10.36
"2019";"Joensuu 1";"Yksiöt";"Vapaarahoitteinen";3510;16.92
"2019";"Joensuu 1";"Kaksiot";"Vapaarahoitteinen";1964;13.24
"2019";"Joensuu 1";"Kolmiot+";"Vapaarahoitteinen";223;10.58
"2019";"Joensuu 2";"Yksiöt";"Vapaarahoitteinen";1068;14.48
"2019";"Joensuu 2";"Kaksiot";"Vapaarahoitteinen";1034;11.67
"2019";"Joensuu 2";"Kolmiot+";"Vapaarahoitteinen";302;10.11
"2019";"Keski-Suomi";"Yksiöt";"Vapaarahoitteinen";9887;16.44
"2019";"Keski-Suomi";"Kaksiot";"Vapaarahoitteinen";11817;12.61
"2019";"Keski-Suomi";"Kolmiot+";"Vapaarahoitteinen";3905;11.15
"2019";"Jyväskylä";"Yksiöt";"Vapaarahoitteinen";8601;17.48
"2019";"Jyväskylä";"Kaksiot";"Vapaarahoitteinen";10366;13.41
"2019";"Jyväskylä";"Kolmiot+";"Vapaarahoitteinen";3460;11.72
"2019";"Jyväskylä 1";"Yksiöt";"Vapaarahoitteinen";5259;18.32
"2019";"Jyväskylä 1";"Kaksiot";"Vapaarahoitteinen";6008;14.13
"2019";"Jyväskylä 1";"Kolmiot+";"Vapaarahoitteinen";1788;12.29
"2019";"Jyväskylä 2";"Yksiöt";"Vapaarahoitteinen";3342;16.06
"2019";"Jyväskylä 2";"Kaksiot";"Vapaarahoitteinen";4358;12.39
"2019";"Jyväskylä 2";"Kolmiot+";"Vapaarahoitteinen";1672;11.24
"2019";"Etelä-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";2471;13.12
"2019";"Etelä-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";3331;10.67
"2019";"Etelä-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";1189;9.70
"2019";"Seinäjoki";"Yksiöt";"Vapaarahoitteinen";1873;14.66
"2019";"Seinäjoki";"Kaksiot";"Vapaarahoitteinen";2173;11.35
"2019";"Seinäjoki";"Kolmiot+";"Vapaarahoitteinen";762;10.31
"2019";"Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";3392;15.03
"2019";"Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";2877;11.14
"2019";"Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";954;9.52
"2019";"Vaasa";"Yksiöt";"Vapaarahoitteinen";2880;15.60
"2019";"Vaasa";"Kaksiot";"Vapaarahoitteinen";2156;11.82
"2019";"Vaasa";"Kolmiot+";"Vapaarahoitteinen";550;9.70
"2019";"Vaasa 1";"Yksiöt";"Vapaarahoitteinen";2416;15.98
"2019";"Vaasa 1";"Kaksiot";"Vapaarahoitteinen";1775;12.20
"2019";"Vaasa 1";"Kolmiot+";"Vapaarahoitteinen";344;9.80
"2019";"Vaasa 2";"Yksiöt";"Vapaarahoitteinen";464;13.12
"2019";"Vaasa 2";"Kaksiot";"Vapaarahoitteinen";381;10.24
"2019";"Vaasa 2";"Kolmiot+";"Vapaarahoitteinen";206;9.45
"2019";"Keski-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";597;14.21
"2019";"Keski-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";719;10.76
"2019";"Keski-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";269;9.49
"2019";"Kokkola";"Yksiöt";"Vapaarahoitteinen";528;14.92
"2019";"Kokkola";"Kaksiot";"Vapaarahoitteinen";597;11.17
"2019";"Kokkola";"Kolmiot+";"Vapaarahoitteinen";236;9.58
"2019";"Pohjois-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";13346;15.29
"2019";"Pohjois-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";12854;11.87
"2019";"Pohjois-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";4709;10.69
"2019";"Oulu";"Yksiöt";"Vapaarahoitteinen";11894;15.88
"2019";"Oulu";"Kaksiot";"Vapaarahoitteinen";11122;12.29
"2019";"Oulu";"Kolmiot+";"Vapaarahoitteinen";3768;11.06
"2019";"Oulu 1";"Yksiöt";"Vapaarahoitteinen";5256;16.72
"2019";"Oulu 1";"Kaksiot";"Vapaarahoitteinen";5438;13.24
"2019";"Oulu 1";"Kolmiot+";"Vapaarahoitteinen";1449;12.17
"2019";"Oulu 2";"Yksiöt";"Vapaarahoitteinen";6638;15.14
"2019";"Oulu 2";"Kaksiot";"Vapaarahoitteinen";5684;11.47
"2019";"Oulu 2";"Kolmiot+";"Vapaarahoitteinen";2319;10.38
"2019";"Kainuu";"Yksiöt";"Vapaarahoitteinen";1689;14.13
"2019";"Kainuu";"Kaksiot";"Vapaarahoitteinen";1357;11.07
"2019";"Kainuu";"Kolmiot+";"Vapaarahoitteinen";482;10.00
"2019";"Kajaani";"Yksiöt";"Vapaarahoitteinen";1425;14.94
"2019";"Kajaani";"Kaksiot";"Vapaarahoitteinen";1078;11.60
"2019";"Kajaani";"Kolmiot+";"Vapaarahoitteinen";384;10.26
"2019";"Lappi";"Yksiöt";"Vapaarahoitteinen";4141;15.14
"2019";"Lappi";"Kaksiot";"Vapaarahoitteinen";4395;11.60
"2019";"Lappi";"Kolmiot+";"Vapaarahoitteinen";1586;10.12
"2019";"Rovaniemi";"Yksiöt";"Vapaarahoitteinen";2864;16.18
"2019";"Rovaniemi";"Kaksiot";"Vapaarahoitteinen";2711;12.70
"2019";"Rovaniemi";"Kolmiot+";"Vapaarahoitteinen";944;11.01
"2020";"Koko maa";"Yksiöt";"Vapaarahoitteinen";182705;18.97
"2020";"Koko maa";"Kaksiot";"Vapaarahoitteinen";185698;14.29
"2020";"Koko maa";"Kolmiot+";"Vapaarahoitteinen";76474;13.05
"2020";"Pääkaupunkiseutu (PKS)";"Yksiöt";"Vapaarahoitteinen";58714;25.28
"2020";"Pääkaupunkiseutu (PKS)";"Kaksiot";"Vapaarahoitteinen";66306;19.12
"2020";"Pääkaupunkiseutu (PKS)";"Kolmiot+";"Vapaarahoitteinen";37046;17.16
"2020";"Muu Suomi (koko maa pl. PKS)";"Yksiöt";"Vapaarahoitteinen";123991;16.15
"2020";"Muu Suomi (koko maa pl. PKS)";"Kaksiot";"Vapaarahoitteinen";119392;12.45
"2020";"Muu Suomi (koko maa pl. PKS)";"Kolmiot+";"Vapaarahoitteinen";39428;11.08
"2020";"Uusimaa";"Yksiöt";"Vapaarahoitteinen";66797;24.11
"2020";"Uusimaa";"Kaksiot";"Vapaarahoitteinen";76921;18.12
"2020";"Uusimaa";"Kolmiot+";"Vapaarahoitteinen";41587;16.35
"2020";"Helsinki";"Yksiöt";"Vapaarahoitteinen";40419;26.33
"2020";"Helsinki";"Kaksiot";"Vapaarahoitteinen";33846;19.98
"2020";"Helsinki";"Kolmiot+";"Vapaarahoitteinen";17180;18.04
"2020";"Helsinki 1";"Yksiöt";"Vapaarahoitteinen";6805;27.96
"2020";"Helsinki 1";"Kaksiot";"Vapaarahoitteinen";3647;22.01
"2020";"Helsinki 1";"Kolmiot+";"Vapaarahoitteinen";1217;19.09
"2020";"Helsinki 2";"Yksiöt";"Vapaarahoitteinen";19646;26.58
"2020";"Helsinki 2";"Kaksiot";"Vapaarahoitteinen";12559;20.71
"2020";"Helsinki 2";"Kolmiot+";"Vapaarahoitteinen";4437;18.85
"2020";"Helsinki 3";"Yksiöt";"Vapaarahoitteinen";4489;26.12
"2020";"Helsinki 3";"Kaksiot";"Vapaarahoitteinen";4306;18.53
"2020";"Helsinki 3";"Kolmiot+";"Vapaarahoitteinen";2395;17.18
"2020";"Helsinki 4";"Yksiöt";"Vapaarahoitteinen";9479;23.49
"2020";"Helsinki 4";"Kaksiot";"Vapaarahoitteinen";13334;17.87
"2020";"Helsinki 4";"Kolmiot+";"Vapaarahoitteinen";9131;16.72
"2020";"Espoo-Kauniainen";"Yksiöt";"Vapaarahoitteinen";9116;22.67
"2020";"Espoo-Kauniainen";"Kaksiot";"Vapaarahoitteinen";14328;18.02
"2020";"Espoo-Kauniainen";"Kolmiot+";"Vapaarahoitteinen";8942;16.13
"2020";"Espoo-Kauniainen 1";"Yksiöt";"Vapaarahoitteinen";2559;24.49
"2020";"Espoo-Kauniainen 1";"Kaksiot";"Vapaarahoitteinen";2803;18.84
"2020";"Espoo-Kauniainen 1";"Kolmiot+";"Vapaarahoitteinen";1594;16.71
"2020";"Espoo-Kauniainen 2";"Yksiöt";"Vapaarahoitteinen";2775;23.04
"2020";"Espoo-Kauniainen 2";"Kaksiot";"Vapaarahoitteinen";5442;18.62
"2020";"Espoo-Kauniainen 2";"Kolmiot+";"Vapaarahoitteinen";3257;16.85
"2020";"Espoo-Kauniainen 3";"Yksiöt";"Vapaarahoitteinen";3782;21.48
"2020";"Espoo-Kauniainen 3";"Kaksiot";"Vapaarahoitteinen";6083;16.78
"2020";"Espoo-Kauniainen 3";"Kolmiot+";"Vapaarahoitteinen";4091;15.07
"2020";"Vantaa";"Yksiöt";"Vapaarahoitteinen";9179;22.53
"2020";"Vantaa";"Kaksiot";"Vapaarahoitteinen";18132;17.41
"2020";"Vantaa";"Kolmiot+";"Vapaarahoitteinen";10924;15.88
"2020";"Vantaa 1";"Yksiöt";"Vapaarahoitteinen";2138;23.27
"2020";"Vantaa 1";"Kaksiot";"Vapaarahoitteinen";6574;18.44
"2020";"Vantaa 1";"Kolmiot+";"Vapaarahoitteinen";3792;16.75
"2020";"Vantaa 2";"Yksiöt";"Vapaarahoitteinen";7041;22.14
"2020";"Vantaa 2";"Kaksiot";"Vapaarahoitteinen";11558;16.66
"2020";"Vantaa 2";"Kolmiot+";"Vapaarahoitteinen";7132;15.30
"2020";"Kehyskunnat";"Yksiöt";"Vapaarahoitteinen";6659;18.30
"2020";"Kehyskunnat";"Kaksiot";"Vapaarahoitteinen";8835;14.27
"2020";"Kehyskunnat";"Kolmiot+";"Vapaarahoitteinen";3957;13.17
"2020";"Porvoo";"Yksiöt";"Vapaarahoitteinen";988;18.17
"2020";"Porvoo";"Kaksiot";"Vapaarahoitteinen";825;13.58
"2020";"Porvoo";"Kolmiot+";"Vapaarahoitteinen";285;12.60
"2020";"Hyvinkää";"Yksiöt";"Vapaarahoitteinen";1254;18.31
"2020";"Hyvinkää";"Kaksiot";"Vapaarahoitteinen";1100;14.19
"2020";"Hyvinkää";"Kolmiot+";"Vapaarahoitteinen";372;13.41
"2020";"Järvenpää";"Yksiöt";"Vapaarahoitteinen";1267;19.52
"2020";"Järvenpää";"Kaksiot";"Vapaarahoitteinen";1872;15.13
"2020";"Järvenpää";"Kolmiot+";"Vapaarahoitteinen";745;13.85
"2020";"Kerava";"Yksiöt";"Vapaarahoitteinen";1251;19.88
"2020";"Kerava";"Kaksiot";"Vapaarahoitteinen";2393;15.35
"2020";"Kerava";"Kolmiot+";"Vapaarahoitteinen";1223;13.82
"2020";"Varsinais-Suomi";"Yksiöt";"Vapaarahoitteinen";17642;16.56
"2020";"Varsinais-Suomi";"Kaksiot";"Vapaarahoitteinen";15144;12.72
"2020";"Varsinais-Suomi";"Kolmiot+";"Vapaarahoitteinen";5003;11.11
"2020";"Turku";"Yksiöt";"Vapaarahoitteinen";15248;17.54
"2020";"Turku";"Kaksiot";"Vapaarahoitteinen";13036;13.64
"2020";"Turku";"Kolmiot+";"Vapaarahoitteinen";4219;11.57
"2020";"Turku 1";"Yksiöt";"Vapaarahoitteinen";9417;18.11
"2020";"Turku 1";"Kaksiot";"Vapaarahoitteinen";7425;14.42
"2020";"Turku 1";"Kolmiot+";"Vapaarahoitteinen";1777;12.25
"2020";"Turku 2";"Yksiöt";"Vapaarahoitteinen";2468;17.99
"2020";"Turku 2";"Kaksiot";"Vapaarahoitteinen";1719;13.91
"2020";"Turku 2";"Kolmiot+";"Vapaarahoitteinen";480;11.06
"2020";"Turku 3";"Yksiöt";"Vapaarahoitteinen";3363;16.01
"2020";"Turku 3";"Kaksiot";"Vapaarahoitteinen";3892;12.12
"2020";"Turku 3";"Kolmiot+";"Vapaarahoitteinen";1962;11.00
"2020";"Satakunta";"Yksiöt";"Vapaarahoitteinen";4450;13.20
"2020";"Satakunta";"Kaksiot";"Vapaarahoitteinen";4326;10.17
"2020";"Satakunta";"Kolmiot+";"Vapaarahoitteinen";1148;9.03
"2020";"Pori";"Yksiöt";"Vapaarahoitteinen";2896;13.70
"2020";"Pori";"Kaksiot";"Vapaarahoitteinen";2808;10.72
