"Vuosi";"Alue";"Rahoitusmuoto";"Luokka";"Neliövuokra, euroa/m2/kk";"Lukumäärä"
"2016";"Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.46;1597
"2016";"Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.96;716
"2016";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";12.96;261
"2016";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.45;442
"2016";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.88;238
"2016";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";13.69;4379
"2016";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";11.01;5198
"2016";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";9.63;2147
"2016";"Kainuun maakunta";"Vapaarahoitteinen";"1h";12.88;660
"2016";"Kainuun maakunta";"Vapaarahoitteinen";"2h";10.28;737
"2016";"Kainuun maakunta";"Vapaarahoitteinen";"3h+";8.87;364
"2016";"Lapin maakunta";"Vapaarahoitteinen";"1h";13.26;1826
"2016";"Lapin maakunta";"Vapaarahoitteinen";"2h";10.39;2435
"2016";"Lapin maakunta";"Vapaarahoitteinen";"3h+";8.75;1095
"2016";"Helsinki";"Vapaarahoitteinen";"1h";23.11;11904
"2016";"Helsinki";"Vapaarahoitteinen";"2h";17.59;8289
"2016";"Helsinki";"Vapaarahoitteinen";"3h+";15.54;3414
"2016";"Helsinki 1";"Vapaarahoitteinen";"1h";25.12;1792
"2016";"Helsinki 1";"Vapaarahoitteinen";"2h";19.41;1070
"2016";"Helsinki 1";"Vapaarahoitteinen";"3h+";16.81;426
"2016";"Helsinki 2";"Vapaarahoitteinen";"1h";23.76;5667
"2016";"Helsinki 2";"Vapaarahoitteinen";"2h";18.27;3166
"2016";"Helsinki 2";"Vapaarahoitteinen";"3h+";16.25;822
"2016";"Helsinki 3";"Vapaarahoitteinen";"1h";20.52;1353
"2016";"Helsinki 3";"Vapaarahoitteinen";"2h";15.94;1200
"2016";"Helsinki 3";"Vapaarahoitteinen";"3h+";13.75;514
"2016";"Helsinki 4";"Vapaarahoitteinen";"1h";18.58;3092
"2016";"Helsinki 4";"Vapaarahoitteinen";"2h";15.50;2853
"2016";"Helsinki 4";"Vapaarahoitteinen";"3h+";14.27;1652
"2016";"Espoo-Kauniainen";"Vapaarahoitteinen";"1h";19.53;1957
"2016";"Espoo-Kauniainen";"Vapaarahoitteinen";"2h";16.18;2456
"2016";"Espoo-Kauniainen";"Vapaarahoitteinen";"3h+";14.49;1289
"2016";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"1h";21.62;348
"2016";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"2h";16.68;343
"2016";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"3h+";15.00;139
"2016";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"1h";19.88;641
"2016";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"2h";16.89;1005
"2016";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"3h+";15.28;502
"2016";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"1h";18.00;968
"2016";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"2h";15.03;1108
"2016";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"3h+";13.32;648
"2016";"Vantaa";"Vapaarahoitteinen";"1h";18.29;2108
"2016";"Vantaa";"Vapaarahoitteinen";"2h";15.40;2641
"2016";"Vantaa";"Vapaarahoitteinen";"3h+";13.77;1464
"2016";"Vantaa 1";"Vapaarahoitteinen";"1h";19.00;447
"2016";"Vantaa 1";"Vapaarahoitteinen";"2h";16.66;726
"2016";"Vantaa 1";"Vapaarahoitteinen";"3h+";14.33;398
"2016";"Vantaa 2";"Vapaarahoitteinen";"1h";18.06;1661
"2016";"Vantaa 2";"Vapaarahoitteinen";"2h";14.78;1915
"2016";"Vantaa 2";"Vapaarahoitteinen";"3h+";13.47;1066
"2016";"Kehyskunnat";"Vapaarahoitteinen";"1h";15.72;2331
"2016";"Kehyskunnat";"Vapaarahoitteinen";"2h";12.96;2580
"2016";"Kehyskunnat";"Vapaarahoitteinen";"3h+";11.59;1130
"2016";"Porvoo";"Vapaarahoitteinen";"1h";15.42;457
"2016";"Porvoo";"Vapaarahoitteinen";"2h";12.43;455
"2016";"Porvoo";"Vapaarahoitteinen";"3h+";10.38;192
"2016";"Tampere";"Vapaarahoitteinen";"1h";16.59;5962
"2016";"Tampere";"Vapaarahoitteinen";"2h";13.10;5175
"2016";"Tampere";"Vapaarahoitteinen";"3h+";11.56;1845
"2016";"Tampere 1";"Vapaarahoitteinen";"1h";17.36;2768
"2016";"Tampere 1";"Vapaarahoitteinen";"2h";13.57;1967
"2016";"Tampere 1";"Vapaarahoitteinen";"3h+";11.93;485
"2016";"Tampere 2";"Vapaarahoitteinen";"1h";15.10;926
"2016";"Tampere 2";"Vapaarahoitteinen";"2h";13.24;958
"2016";"Tampere 2";"Vapaarahoitteinen";"3h+";11.69;338
"2016";"Tampere 3";"Vapaarahoitteinen";"1h";15.42;2268
"2016";"Tampere 3";"Vapaarahoitteinen";"2h";12.17;2250
"2016";"Tampere 3";"Vapaarahoitteinen";"3h+";10.98;1022
"2016";"Turku";"Vapaarahoitteinen";"1h";15.69;4863
"2016";"Turku";"Vapaarahoitteinen";"2h";12.12;3737
"2016";"Turku";"Vapaarahoitteinen";"3h+";10.64;1356
"2016";"Turku 1";"Vapaarahoitteinen";"1h";16.42;2723
"2016";"Turku 1";"Vapaarahoitteinen";"2h";12.89;1908
"2016";"Turku 1";"Vapaarahoitteinen";"3h+";11.23;531
"2016";"Turku 2";"Vapaarahoitteinen";"1h";15.47;713
"2016";"Turku 2";"Vapaarahoitteinen";"2h";12.09;453
"2016";"Turku 2";"Vapaarahoitteinen";"3h+";10.64;137
"2016";"Turku 3";"Vapaarahoitteinen";"1h";13.99;1427
"2016";"Turku 3";"Vapaarahoitteinen";"2h";10.65;1376
"2016";"Turku 3";"Vapaarahoitteinen";"3h+";9.81;688
"2016";"Pori";"Vapaarahoitteinen";"1h";13.28;1250
"2016";"Pori";"Vapaarahoitteinen";"2h";10.31;1570
"2016";"Pori";"Vapaarahoitteinen";"3h+";9.19;562
"2016";"Pori 1";"Vapaarahoitteinen";"1h";14.11;677
"2016";"Pori 1";"Vapaarahoitteinen";"2h";11.17;803
"2016";"Pori 1";"Vapaarahoitteinen";"3h+";9.76;254
"2016";"Pori 2";"Vapaarahoitteinen";"1h";11.92;573
"2016";"Pori 2";"Vapaarahoitteinen";"2h";9.29;767
"2016";"Pori 2";"Vapaarahoitteinen";"3h+";8.62;308
"2016";"Rauma";"Vapaarahoitteinen";"1h";12.08;462
"2016";"Rauma";"Vapaarahoitteinen";"2h";9.56;636
"2016";"Rauma";"Vapaarahoitteinen";"3h+";8.53;300
"2016";"Lappeenranta";"Vapaarahoitteinen";"1h";14.63;621
"2016";"Lappeenranta";"Vapaarahoitteinen";"2h";11.81;637
"2016";"Lappeenranta";"Vapaarahoitteinen";"3h+";10.40;230
"2016";"Lappeenranta 1";"Vapaarahoitteinen";"1h";15.64;301
"2016";"Lappeenranta 1";"Vapaarahoitteinen";"2h";12.82;226
"2016";"Lappeenranta 1";"Vapaarahoitteinen";"3h+";10.99;43
"2016";"Lappeenranta 2";"Vapaarahoitteinen";"1h";12.92;320
"2016";"Lappeenranta 2";"Vapaarahoitteinen";"2h";10.73;411
"2016";"Lappeenranta 2";"Vapaarahoitteinen";"3h+";9.92;187
"2016";"Kotka";"Vapaarahoitteinen";"1h";13.45;905
"2016";"Kotka";"Vapaarahoitteinen";"2h";10.62;925
"2016";"Kotka";"Vapaarahoitteinen";"3h+";9.69;344
"2016";"Kotka 1";"Vapaarahoitteinen";"1h";14.83;389
"2016";"Kotka 1";"Vapaarahoitteinen";"2h";11.70;349
"2016";"Kotka 1";"Vapaarahoitteinen";"3h+";10.35;98
"2016";"Kotka 2";"Vapaarahoitteinen";"1h";12.16;516
"2016";"Kotka 2";"Vapaarahoitteinen";"2h";9.65;576
"2016";"Kotka 2";"Vapaarahoitteinen";"3h+";9.22;246
"2016";"Kouvola";"Vapaarahoitteinen";"1h";12.34;1044
"2016";"Kouvola";"Vapaarahoitteinen";"2h";9.99;1143
"2016";"Kouvola";"Vapaarahoitteinen";"3h+";8.85;445
"2016";"Lahti";"Vapaarahoitteinen";"1h";15.49;2123
"2016";"Lahti";"Vapaarahoitteinen";"2h";12.25;2136
"2016";"Lahti";"Vapaarahoitteinen";"3h+";10.82;683
"2016";"Lahti 1";"Vapaarahoitteinen";"1h";16.24;1011
"2016";"Lahti 1";"Vapaarahoitteinen";"2h";12.92;803
"2016";"Lahti 1";"Vapaarahoitteinen";"3h+";11.24;271
"2016";"Lahti 2";"Vapaarahoitteinen";"1h";14.60;1112
"2016";"Lahti 2";"Vapaarahoitteinen";"2h";11.54;1333
"2016";"Lahti 2";"Vapaarahoitteinen";"3h+";10.35;412
"2016";"Hämeenlinna";"Vapaarahoitteinen";"1h";14.86;791
"2016";"Hämeenlinna";"Vapaarahoitteinen";"2h";12.06;852
"2016";"Hämeenlinna";"Vapaarahoitteinen";"3h+";10.61;368
"2016";"Hämeenlinna 1";"Vapaarahoitteinen";"1h";15.76;482
"2016";"Hämeenlinna 1";"Vapaarahoitteinen";"2h";12.85;450
"2016";"Hämeenlinna 1";"Vapaarahoitteinen";"3h+";11.21;137
"2016";"Hämeenlinna 2";"Vapaarahoitteinen";"1h";13.13;309
"2016";"Hämeenlinna 2";"Vapaarahoitteinen";"2h";10.94;402
"2016";"Hämeenlinna 2";"Vapaarahoitteinen";"3h+";10.11;231
"2016";"Kuopio";"Vapaarahoitteinen";"1h";16.04;1787
"2016";"Kuopio";"Vapaarahoitteinen";"2h";12.81;2042
"2016";"Kuopio";"Vapaarahoitteinen";"3h+";10.79;601
"2016";"Kuopio 1";"Vapaarahoitteinen";"1h";17.55;935
"2016";"Kuopio 1";"Vapaarahoitteinen";"2h";14.04;884
"2016";"Kuopio 1";"Vapaarahoitteinen";"3h+";11.59;217
"2016";"Kuopio 2";"Vapaarahoitteinen";"1h";14.23;807
"2016";"Kuopio 2";"Vapaarahoitteinen";"2h";12.10;1103
"2016";"Kuopio 2";"Vapaarahoitteinen";"3h+";10.59;352
"2016";"Kuopio 3";"Vapaarahoitteinen";"1h";11.31;45
"2016";"Kuopio 3";"Vapaarahoitteinen";"2h";9.14;55
"2016";"Kuopio 3";"Vapaarahoitteinen";"3h+";8.58;32
"2016";"Jyväskylä";"Vapaarahoitteinen";"1h";16.30;2346
"2016";"Jyväskylä";"Vapaarahoitteinen";"2h";12.72;3067
"2016";"Jyväskylä";"Vapaarahoitteinen";"3h+";11.09;1034
"2016";"Jyväskylä 1";"Vapaarahoitteinen";"1h";17.24;1374
"2016";"Jyväskylä 1";"Vapaarahoitteinen";"2h";13.46;1650
"2016";"Jyväskylä 1";"Vapaarahoitteinen";"3h+";11.82;428
"2016";"Jyväskylä 2";"Vapaarahoitteinen";"1h";14.31;972
"2016";"Jyväskylä 2";"Vapaarahoitteinen";"2h";11.45;1417
"2016";"Jyväskylä 2";"Vapaarahoitteinen";"3h+";10.26;606
"2016";"Vaasa";"Vapaarahoitteinen";"1h";14.81;946
"2016";"Vaasa";"Vapaarahoitteinen";"2h";11.47;1025
"2016";"Vaasa";"Vapaarahoitteinen";"3h+";9.77;388
"2016";"Vaasa 1";"Vapaarahoitteinen";"1h";15.39;709
"2016";"Vaasa 1";"Vapaarahoitteinen";"2h";11.93;757
"2016";"Vaasa 1";"Vapaarahoitteinen";"3h+";9.98;265
"2016";"Vaasa 2";"Vapaarahoitteinen";"1h";12.81;237
"2016";"Vaasa 2";"Vapaarahoitteinen";"2h";10.15;268
"2016";"Vaasa 2";"Vapaarahoitteinen";"3h+";9.38;123
"2016";"Seinäjoki";"Vapaarahoitteinen";"1h";14.06;661
"2016";"Seinäjoki";"Vapaarahoitteinen";"2h";11.29;947
"2016";"Seinäjoki";"Vapaarahoitteinen";"3h+";9.84;356
"2016";"Kokkola";"Vapaarahoitteinen";"1h";13.69;229
"2016";"Kokkola";"Vapaarahoitteinen";"2h";10.85;363
"2016";"Kokkola";"Vapaarahoitteinen";"3h+";9.10;198
"2016";"Mikkeli";"Vapaarahoitteinen";"1h";14.71;642
"2016";"Mikkeli";"Vapaarahoitteinen";"2h";11.41;687
"2016";"Mikkeli";"Vapaarahoitteinen";"3h+";10.03;272
"2016";"Mikkeli 1";"Vapaarahoitteinen";"1h";15.05;487
"2016";"Mikkeli 1";"Vapaarahoitteinen";"2h";11.89;496
"2016";"Mikkeli 1";"Vapaarahoitteinen";"3h+";10.54;185
"2016";"Mikkeli 2";"Vapaarahoitteinen";"1h";13.46;155
"2016";"Mikkeli 2";"Vapaarahoitteinen";"2h";9.96;191
"2016";"Mikkeli 2";"Vapaarahoitteinen";"3h+";9.17;87
"2016";"Joensuu";"Vapaarahoitteinen";"1h";15.58;1418
"2016";"Joensuu";"Vapaarahoitteinen";"2h";11.94;1453
"2016";"Joensuu";"Vapaarahoitteinen";"3h+";10.17;537
"2016";"Joensuu 1";"Vapaarahoitteinen";"1h";16.36;1000
"2016";"Joensuu 1";"Vapaarahoitteinen";"2h";12.68;885
"2016";"Joensuu 1";"Vapaarahoitteinen";"3h+";10.77;259
"2016";"Joensuu 2";"Vapaarahoitteinen";"1h";13.92;373
"2016";"Joensuu 2";"Vapaarahoitteinen";"2h";11.47;453
"2016";"Joensuu 2";"Vapaarahoitteinen";"3h+";10.06;222
"2016";"Joensuu 3";"Vapaarahoitteinen";"1h";10.04;45
"2016";"Joensuu 3";"Vapaarahoitteinen";"2h";8.87;115
"2016";"Joensuu 3";"Vapaarahoitteinen";"3h+";7.73;56
"2016";"Oulu";"Vapaarahoitteinen";"1h";14.65;3292
"2016";"Oulu";"Vapaarahoitteinen";"2h";11.57;3801
"2016";"Oulu";"Vapaarahoitteinen";"3h+";10.26;1421
"2016";"Oulu 1";"Vapaarahoitteinen";"1h";15.52;1428
"2016";"Oulu 1";"Vapaarahoitteinen";"2h";12.62;1524
"2016";"Oulu 1";"Vapaarahoitteinen";"3h+";11.30;409
"2016";"Oulu 2";"Vapaarahoitteinen";"1h";13.76;1864
"2016";"Oulu 2";"Vapaarahoitteinen";"2h";10.65;2277
"2016";"Oulu 2";"Vapaarahoitteinen";"3h+";9.63;1012
"2016";"Kajaani";"Vapaarahoitteinen";"1h";14.15;454
"2016";"Kajaani";"Vapaarahoitteinen";"2h";11.27;450
"2016";"Kajaani";"Vapaarahoitteinen";"3h+";9.71;183
"2016";"Rovaniemi";"Vapaarahoitteinen";"1h";14.63;1054
"2016";"Rovaniemi";"Vapaarahoitteinen";"2h";11.59;1346
"2016";"Rovaniemi";"Vapaarahoitteinen";"3h+";9.77;554
"2016";"Yli 100 000 asukasta";"Vapaarahoitteinen";"1h";17.89;35645
"2016";"Yli 100 000 asukasta";"Vapaarahoitteinen";"2h";13.84;32818
"2016";"Yli 100 000 asukasta";"Vapaarahoitteinen";"3h+";12.46;12903
"2016";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"1h";14.07;7636
"2016";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"2h";11.11;8847
"2016";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"3h+";9.69;3418
"2016";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"1h";13.37;10449
"2016";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"2h";10.81;12097
"2016";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"3h+";9.72;5215
"2016";"Alle 20 000 asukasta";"Vapaarahoitteinen";"1h";10.96;6916
"2016";"Alle 20 000 asukasta";"Vapaarahoitteinen";"2h";9.25;9188
"2016";"Alle 20 000 asukasta";"Vapaarahoitteinen";"3h+";8.34;4653
"2017";"Koko maa";"Vapaarahoitteinen";"1h";17.51;79006
"2017";"Koko maa";"Vapaarahoitteinen";"2h";13.16;74389
"2017";"Koko maa";"Vapaarahoitteinen";"3h+";11.62;29278
"2017";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"1h";22.83;18318
"2017";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"2h";17.32;13561
"2017";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"3h+";15.24;6145
"2017";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"1h";14.44;60688
"2017";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"2h";11.40;60828
"2017";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"3h+";9.84;23133
"2017";"Etelä-Suomi";"Vapaarahoitteinen";"1h";19.46;40920
"2017";"Etelä-Suomi";"Vapaarahoitteinen";"2h";14.60;34853
"2017";"Etelä-Suomi";"Vapaarahoitteinen";"3h+";13.02;14323
"2017";"Länsi-Suomi";"Vapaarahoitteinen";"1h";14.72;20190
"2017";"Länsi-Suomi";"Vapaarahoitteinen";"2h";11.49;20448
"2017";"Länsi-Suomi";"Vapaarahoitteinen";"3h+";9.85;7789
"2017";"Itä-Suomi";"Vapaarahoitteinen";"1h";13.84;9015
"2017";"Itä-Suomi";"Vapaarahoitteinen";"2h";11.08;9293
"2017";"Itä-Suomi";"Vapaarahoitteinen";"3h+";9.46;3251
"2017";"Pohjois-Suomi";"Vapaarahoitteinen";"1h";13.88;8881
"2017";"Pohjois-Suomi";"Vapaarahoitteinen";"2h";10.99;9795
"2017";"Pohjois-Suomi";"Vapaarahoitteinen";"3h+";9.38;3915
"2017";"Uudenmaan maakunta";"Vapaarahoitteinen";"1h";21.79;22777
"2017";"Uudenmaan maakunta";"Vapaarahoitteinen";"2h";16.37;18353
"2017";"Uudenmaan maakunta";"Vapaarahoitteinen";"3h+";14.39;8314
"2017";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"1h";15.03;8426
"2017";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"2h";11.63;6710
"2017";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"3h+";10.00;2370
"2017";"Satakunnan maakunta";"Vapaarahoitteinen";"1h";12.49;3208
"2017";"Satakunnan maakunta";"Vapaarahoitteinen";"2h";9.86;3909
"2017";"Satakunnan maakunta";"Vapaarahoitteinen";"3h+";8.60;1636
"2017";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"1h";13.49;1746
"2017";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"2h";11.21;1858
"2017";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"3h+";9.78;738
"2017";"Pirkanmaan maakunta";"Vapaarahoitteinen";"1h";15.89;9653
"2017";"Pirkanmaan maakunta";"Vapaarahoitteinen";"2h";12.37;7907
"2017";"Pirkanmaan maakunta";"Vapaarahoitteinen";"3h+";10.66;2917
"2017";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"1h";14.66;3511
"2017";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"2h";11.68;3508
"2017";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"3h+";10.13;1257
"2017";"Kymenlaakson maakunta";"Vapaarahoitteinen";"1h";12.93;2642
"2017";"Kymenlaakson maakunta";"Vapaarahoitteinen";"2h";10.33;2702
"2017";"Kymenlaakson maakunta";"Vapaarahoitteinen";"3h+";9.13;1049
"2017";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"1h";14.02;1818
"2017";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"2h";11.16;1722
"2017";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"3h+";9.65;595
"2017";"Etelä-Savon maakunta";"Vapaarahoitteinen";"1h";12.81;1916
"2017";"Etelä-Savon maakunta";"Vapaarahoitteinen";"2h";10.32;1917
"2017";"Etelä-Savon maakunta";"Vapaarahoitteinen";"3h+";8.93;713
"2017";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"1h";14.28;3707
"2017";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"2h";11.66;3883
"2017";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"3h+";9.94;1227
"2017";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"1h";14.23;2496
"2017";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"2h";11.06;2507
"2017";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"3h+";9.44;864
"2017";"Keski-Suomen maakunta";"Vapaarahoitteinen";"1h";14.84;4248
"2017";"Keski-Suomen maakunta";"Vapaarahoitteinen";"2h";11.97;4549
"2017";"Keski-Suomen maakunta";"Vapaarahoitteinen";"3h+";10.06;1517
"2017";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";12.27;1379
"2017";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.38;2217
"2017";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";9.03;957
"2017";"Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";13.78;1702
"2017";"Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.66;1866
"2017";"Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";9.48;762
"2017";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";13.04;483
"2017";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.57;687
"2017";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.84;341
"2017";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";14.10;6097
"2017";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";11.21;6290
"2017";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";9.79;2317
"2017";"Kainuun maakunta";"Vapaarahoitteinen";"1h";13.20;896
"2017";"Kainuun maakunta";"Vapaarahoitteinen";"2h";10.35;986
"2017";"Kainuun maakunta";"Vapaarahoitteinen";"3h+";8.91;447
"2017";"Lapin maakunta";"Vapaarahoitteinen";"1h";13.57;2301
"2017";"Lapin maakunta";"Vapaarahoitteinen";"2h";10.60;2818
"2017";"Lapin maakunta";"Vapaarahoitteinen";"3h+";8.79;1257
"2017";"Helsinki";"Vapaarahoitteinen";"1h";23.53;13533
"2017";"Helsinki";"Vapaarahoitteinen";"2h";17.86;7953
"2017";"Helsinki";"Vapaarahoitteinen";"3h+";15.81;3222
"2017";"Helsinki 1";"Vapaarahoitteinen";"1h";25.34;2001
"2017";"Helsinki 1";"Vapaarahoitteinen";"2h";19.82;940
"2017";"Helsinki 1";"Vapaarahoitteinen";"3h+";17.54;313
"2017";"Helsinki 2";"Vapaarahoitteinen";"1h";24.27;6393
"2017";"Helsinki 2";"Vapaarahoitteinen";"2h";18.48;2882
"2017";"Helsinki 2";"Vapaarahoitteinen";"3h+";16.21;745
"2017";"Helsinki 3";"Vapaarahoitteinen";"1h";20.56;1658
"2017";"Helsinki 3";"Vapaarahoitteinen";"2h";16.24;1253
"2017";"Helsinki 3";"Vapaarahoitteinen";"3h+";13.87;541
"2017";"Helsinki 4";"Vapaarahoitteinen";"1h";19.23;3481
"2017";"Helsinki 4";"Vapaarahoitteinen";"2h";15.74;2878
"2017";"Helsinki 4";"Vapaarahoitteinen";"3h+";14.49;1623
"2017";"Espoo-Kauniainen";"Vapaarahoitteinen";"1h";20.12;2310
"2017";"Espoo-Kauniainen";"Vapaarahoitteinen";"2h";16.28;2659
"2017";"Espoo-Kauniainen";"Vapaarahoitteinen";"3h+";14.27;1374
"2017";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"1h";22.23;458
"2017";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"2h";16.83;366
"2017";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"3h+";14.43;152
"2017";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"1h";20.19;710
"2017";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"2h";16.84;1092
"2017";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"3h+";14.87;547
"2017";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"1h";18.83;1142
"2017";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"2h";15.27;1201
"2017";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"3h+";13.55;675
"2017";"Vantaa";"Vapaarahoitteinen";"1h";18.93;2475
"2017";"Vantaa";"Vapaarahoitteinen";"2h";15.73;2949
"2017";"Vantaa";"Vapaarahoitteinen";"3h+";14.19;1549
"2017";"Vantaa 1";"Vapaarahoitteinen";"1h";19.43;544
"2017";"Vantaa 1";"Vapaarahoitteinen";"2h";16.93;871
"2017";"Vantaa 1";"Vapaarahoitteinen";"3h+";15.02;443
"2017";"Vantaa 2";"Vapaarahoitteinen";"1h";18.76;1931
"2017";"Vantaa 2";"Vapaarahoitteinen";"2h";15.13;2078
"2017";"Vantaa 2";"Vapaarahoitteinen";"3h+";13.74;1106
"2017";"Kehyskunnat";"Vapaarahoitteinen";"1h";16.09;2801
"2017";"Kehyskunnat";"Vapaarahoitteinen";"2h";13.05;2855
"2017";"Kehyskunnat";"Vapaarahoitteinen";"3h+";11.72;1290
"2017";"Porvoo";"Vapaarahoitteinen";"1h";16.19;483
"2017";"Porvoo";"Vapaarahoitteinen";"2h";12.79;404
"2017";"Porvoo";"Vapaarahoitteinen";"3h+";10.91;188
"2017";"Tampere";"Vapaarahoitteinen";"1h";16.94;7504
"2017";"Tampere";"Vapaarahoitteinen";"2h";13.36;5360
"2017";"Tampere";"Vapaarahoitteinen";"3h+";11.79;1718
"2017";"Tampere 1";"Vapaarahoitteinen";"1h";17.61;3586
"2017";"Tampere 1";"Vapaarahoitteinen";"2h";13.88;1896
"2017";"Tampere 1";"Vapaarahoitteinen";"3h+";12.21;372
"2017";"Tampere 2";"Vapaarahoitteinen";"1h";15.83;1223
"2017";"Tampere 2";"Vapaarahoitteinen";"2h";13.50;1025
"2017";"Tampere 2";"Vapaarahoitteinen";"3h+";11.95;357
"2017";"Tampere 3";"Vapaarahoitteinen";"1h";15.81;2695
"2017";"Tampere 3";"Vapaarahoitteinen";"2h";12.31;2439
"2017";"Tampere 3";"Vapaarahoitteinen";"3h+";11.13;989
"2017";"Turku";"Vapaarahoitteinen";"1h";16.13;6369
"2017";"Turku";"Vapaarahoitteinen";"2h";12.66;4191
"2017";"Turku";"Vapaarahoitteinen";"3h+";10.86;1242
"2017";"Turku 1";"Vapaarahoitteinen";"1h";16.81;3482
"2017";"Turku 1";"Vapaarahoitteinen";"2h";13.51;2088
"2017";"Turku 1";"Vapaarahoitteinen";"3h+";11.43;405
"2017";"Turku 2";"Vapaarahoitteinen";"1h";16.20;1045
"2017";"Turku 2";"Vapaarahoitteinen";"2h";12.70;548
"2017";"Turku 2";"Vapaarahoitteinen";"3h+";11.06;131
"2017";"Turku 3";"Vapaarahoitteinen";"1h";14.36;1842
"2017";"Turku 3";"Vapaarahoitteinen";"2h";10.99;1555
"2017";"Turku 3";"Vapaarahoitteinen";"3h+";10.00;706
"2017";"Pori";"Vapaarahoitteinen";"1h";13.30;1998
"2017";"Pori";"Vapaarahoitteinen";"2h";10.53;2239
"2017";"Pori";"Vapaarahoitteinen";"3h+";9.16;832
"2017";"Pori 1";"Vapaarahoitteinen";"1h";14.02;1152
"2017";"Pori 1";"Vapaarahoitteinen";"2h";11.31;1139
"2017";"Pori 1";"Vapaarahoitteinen";"3h+";9.69;379
"2017";"Pori 2";"Vapaarahoitteinen";"1h";12.11;846
"2017";"Pori 2";"Vapaarahoitteinen";"2h";9.59;1100
"2017";"Pori 2";"Vapaarahoitteinen";"3h+";8.63;453
