"Alue";"Vuosi";"Yhteensä Keskiväkiluku";"0 - 14 Keskiväkiluku";"15 - 24 Keskiväkiluku";"25 - 44 Keskiväkiluku";"45 - 64 Keskiväkiluku";"65 - 74 Keskiväkiluku";"75 - Keskiväkiluku"
"Lieksa";"2020";10801.5;1086.0;711.5;1658.5;3283.5;2323.0;1739.0
"Lieksa";"2021";10631.0;1043.0;678.0;1652.0;3136.0;2329.5;1792.5
"Lieksa";"2022";10457.5;1011.5;673.5;1638.0;2960.5;2326.0;1848.0
"Lieto";"1981";11534.0;2472.0;1736.0;3545.0;2502.5;809.5;469.0
"Lieto";"1982";11754.0;2515.0;1759.5;3654.0;2520.0;811.5;494.0
"Lieto";"1983";12013.0;2582.0;1779.5;3762.0;2547.5;816.5;525.5
"Lieto";"1984";12306.5;2667.5;1785.0;3876.0;2614.0;806.0;558.0
"Lieto";"1985";12634.0;2750.5;1801.0;4046.0;2657.0;811.5;568.0
"Lieto";"1986";12889.5;2797.5;1815.0;4161.0;2702.5;835.0;578.5
"Lieto";"1987";13128.0;2870.5;1814.0;4224.0;2777.0;837.5;605.0
"Lieto";"1988";13436.0;2959.0;1822.0;4354.0;2828.5;853.0;619.5
"Lieto";"1989";13748.5;3031.0;1823.5;4496.0;2891.5;882.5;624.0
"Lieto";"1990";13995.5;3074.0;1836.5;4551.0;2989.0;912.5;632.5
"Lieto";"1991";14157.0;3091.5;1834.5;4503.0;3143.0;945.0;640.0
"Lieto";"1992";14368.0;3132.0;1834.0;4460.0;3318.5;969.0;654.5
"Lieto";"1993";14558.0;3173.5;1835.5;4395.0;3490.5;997.0;666.5
"Lieto";"1994";14641.5;3211.0;1801.0;4298.0;3624.5;1039.5;667.5
"Lieto";"1995";14659.0;3207.5;1740.0;4209.5;3737.0;1073.5;691.5
"Lieto";"1996";14732.5;3205.0;1686.5;4193.0;3839.5;1083.5;725.0
"Lieto";"1997";14941.0;3247.5;1690.0;4230.5;3928.5;1111.0;733.5
"Lieto";"1998";15212.5;3315.0;1710.5;4263.5;4040.5;1138.0;745.0
"Lieto";"1999";15574.0;3435.0;1712.5;4328.0;4164.0;1164.5;770.0
"Lieto";"2000";15932.5;3559.5;1690.0;4434.5;4268.5;1190.0;790.0
"Lieto";"2001";16195.5;3644.5;1654.5;4504.0;4372.0;1197.5;823.0
"Lieto";"2002";16419.0;3702.0;1653.5;4536.5;4460.0;1202.5;864.5
"Lieto";"2003";16631.5;3760.5;1656.0;4599.5;4490.5;1214.5;910.5
"Lieto";"2004";16834.5;3812.5;1636.5;4671.5;4511.0;1241.0;962.0
"Lieto";"2005";17003.0;3813.0;1658.0;4711.5;4573.5;1250.5;996.5
"Lieto";"2006";17215.0;3831.5;1691.5;4723.5;4659.0;1281.5;1028.0
"Lieto";"2007";17458.0;3862.0;1712.0;4743.0;4754.5;1314.0;1072.5
"Lieto";"2008";17631.0;3847.0;1735.5;4729.0;4876.5;1331.0;1112.0
"Lieto";"2009";17847.0;3852.0;1777.5;4698.0;5003.5;1367.0;1149.0
"Lieto";"2010";18093.0;3868.0;1829.5;4704.5;5088.0;1420.0;1183.0
"Lieto";"2011";18419.5;3917.0;1868.5;4752.0;5135.0;1534.0;1213.0
"Lieto";"2012";18808.0;3996.0;1907.5;4800.5;5183.0;1673.5;1247.5
"Lieto";"2013";19055.0;4034.5;1924.5;4785.5;5218.5;1791.0;1301.0
"Lieto";"2014";19168.5;4042.5;1936.5;4719.0;5239.0;1884.0;1347.5
"Lieto";"2015";19236.0;4037.0;1928.5;4679.5;5241.5;1987.0;1362.5
"Lieto";"2016";19340.5;4009.5;1909.5;4700.0;5265.0;2048.5;1408.0
"Lieto";"2017";19507.0;3978.5;1907.5;4743.0;5311.5;2103.0;1463.5
"Lieto";"2018";19713.5;3971.0;1906.5;4821.0;5320.0;2190.5;1504.5
"Lieto";"2019";19912.5;3965.0;1911.5;4907.5;5328.0;2250.0;1550.5
"Lieto";"2020";20070.0;3935.0;1907.5;4946.5;5369.0;2283.5;1628.5
"Lieto";"2021";20218.5;3910.0;1894.0;4977.0;5419.0;2261.0;1757.5
"Lieto";"2022";20394.0;3914.5;1885.0;5010.0;5467.0;2219.0;1898.5
"Liminka";"1981";4108.5;1028.5;690.5;1149.0;826.0;275.0;139.5
"Liminka";"1982";4192.0;1065.5;693.5;1188.5;825.5;273.5;145.5
"Liminka";"1983";4265.5;1108.5;689.0;1227.0;819.5;272.5;149.0
"Liminka";"1984";4332.0;1149.0;677.5;1256.0;824.0;274.5;151.0
"Liminka";"1985";4393.0;1181.5;668.0;1287.0;828.0;270.0;158.5
"Liminka";"1986";4432.0;1198.0;662.5;1307.5;835.0;263.5;165.5
"Liminka";"1987";4436.5;1185.0;660.0;1311.0;848.5;260.0;172.0
"Liminka";"1988";4470.5;1197.0;652.0;1332.5;851.5;258.5;179.0
"Liminka";"1989";4611.5;1255.0;654.5;1403.0;849.0;263.0;187.0
"Liminka";"1990";4765.5;1300.0;662.0;1478.5;858.5;274.5;192.0
"Liminka";"1991";4917.5;1344.5;674.5;1523.0;889.5;293.0;193.0
"Liminka";"1992";5108.5;1411.0;695.0;1573.5;911.0;320.0;198.0
"Liminka";"1993";5264.5;1475.5;709.0;1611.0;932.0;338.0;199.0
"Liminka";"1994";5373.0;1538.5;704.0;1620.5;966.0;346.0;198.0
"Liminka";"1995";5468.5;1596.5;699.5;1613.0;995.5;360.0;204.0
"Liminka";"1996";5538.5;1617.5;715.5;1595.0;1028.5;374.0;208.0
"Liminka";"1997";5583.5;1636.0;712.0;1579.5;1068.5;376.5;211.0
"Liminka";"1998";5595.5;1648.5;701.5;1552.0;1109.0;369.5;215.0
"Liminka";"1999";5612.0;1644.0;706.0;1531.5;1141.0;364.5;225.0
"Liminka";"2000";5687.0;1677.0;702.5;1546.0;1157.0;362.5;242.0
"Liminka";"2001";5822.5;1747.5;684.5;1595.0;1181.5;359.0;255.0
"Liminka";"2002";6048.0;1854.0;687.5;1662.0;1227.0;348.5;269.0
"Liminka";"2003";6330.5;1968.0;702.5;1761.0;1278.5;339.5;281.0
"Liminka";"2004";6757.0;2154.0;720.5;1938.0;1310.5;345.0;289.0
"Liminka";"2005";7261.5;2393.5;743.5;2135.5;1341.0;345.0;303.0
"Liminka";"2006";7723.5;2598.5;762.0;2319.0;1382.5;348.0;313.5
"Liminka";"2007";8181.0;2802.5;784.0;2500.0;1419.5;360.5;314.5
"Liminka";"2008";8487.5;2936.5;813.0;2596.0;1464.0;363.5;314.5
"Liminka";"2009";8718.5;3028.0;863.5;2628.0;1518.5;363.5;317.0
"Liminka";"2010";8949.0;3125.5;901.0;2657.0;1566.5;372.5;326.5
"Liminka";"2011";9100.5;3167.5;930.5;2672.5;1599.0;393.5;337.5
"Liminka";"2012";9298.0;3225.5;985.5;2695.0;1637.5;414.5;340.0
"Liminka";"2013";9504.5;3319.0;1001.0;2724.5;1677.5;440.5;342.0
"Liminka";"2014";9658.5;3376.0;1005.0;2738.5;1714.0;472.0;353.0
"Liminka";"2015";9838.5;3420.0;1052.0;2747.5;1744.0;509.0;366.0
"Liminka";"2016";9968.5;3442.0;1092.5;2738.0;1777.5;532.5;386.0
"Liminka";"2017";10066.5;3418.0;1159.0;2703.0;1831.0;550.5;405.0
"Liminka";"2018";10147.0;3374.0;1215.5;2682.5;1884.0;577.5;413.5
"Liminka";"2019";10176.0;3313.0;1224.0;2658.0;1962.0;598.0;421.0
"Liminka";"2020";10214.5;3266.0;1242.5;2613.0;2039.5;615.5;438.0
"Liminka";"2021";10228.0;3200.5;1279.5;2553.0;2103.0;629.5;462.5
"Liminka";"2022";10238.0;3118.0;1321.5;2514.0;2161.0;648.5;475.0
"Liperi";"1981";10778.0;2173.5;1789.5;2935.0;2443.5;935.0;501.5
"Liperi";"1982";10816.5;2170.5;1735.0;3000.5;2444.0;935.0;531.5
"Liperi";"1983";10834.5;2174.0;1686.0;3039.0;2450.0;936.5;549.0
"Liperi";"1984";10908.5;2203.0;1657.5;3100.0;2449.0;929.5;569.5
"Liperi";"1985";10978.0;2241.0;1603.0;3182.5;2440.5;919.0;592.0
"Liperi";"1986";11028.0;2262.5;1556.0;3251.5;2424.0;921.0;613.0
"Liperi";"1987";11112.0;2309.0;1508.0;3327.5;2414.0;916.0;637.5
"Liperi";"1988";11205.0;2357.0;1448.5;3415.5;2412.0;923.5;648.5
"Liperi";"1989";11338.0;2408.5;1401.0;3503.0;2429.0;935.0;661.5
"Liperi";"1990";11464.0;2439.5;1370.5;3560.0;2465.5;946.0;682.5
"Liperi";"1991";11508.0;2427.5;1359.5;3544.0;2518.5;956.0;702.5
"Liperi";"1992";11590.0;2438.0;1363.0;3526.5;2568.0;972.0;722.5
"Liperi";"1993";11660.0;2439.0;1379.5;3502.0;2619.0;991.5;729.0
"Liperi";"1994";11656.0;2443.0;1359.0;3450.5;2678.0;1006.5;719.0
"Liperi";"1995";11682.0;2461.0;1333.0;3393.5;2749.5;1025.5;719.5
"Liperi";"1996";11696.0;2458.0;1320.5;3321.5;2817.0;1033.5;745.5
"Liperi";"1997";11677.5;2450.5;1310.0;3227.0;2902.0;1028.0;760.0
"Liperi";"1998";11612.0;2413.5;1286.0;3114.0;3015.0;1021.5;762.0
"Liperi";"1999";11517.0;2358.0;1267.0;3015.0;3076.5;1030.5;770.0
"Liperi";"2000";11480.0;2342.5;1258.0;2945.5;3117.0;1039.5;777.5
"Liperi";"2001";11454.5;2335.0;1240.0;2864.0;3210.0;1024.0;781.5
"Liperi";"2002";11428.0;2308.5;1220.0;2806.5;3287.5;1021.0;784.5
"Liperi";"2003";11448.5;2300.0;1184.0;2796.0;3346.0;1024.0;798.5
"Liperi";"2004";11556.0;2306.5;1183.5;2811.0;3402.5;1027.5;825.0
"Liperi";"2005";11695.5;2308.5;1221.0;2814.5;3467.5;1031.0;853.0
"Liperi";"2006";11800.0;2322.5;1236.5;2809.0;3524.0;1034.5;873.5
"Liperi";"2007";11895.0;2320.0;1262.0;2819.5;3555.5;1056.0;882.0
"Liperi";"2008";11998.0;2323.5;1259.0;2829.0;3623.0;1074.5;889.0
"Liperi";"2009";12094.5;2337.5;1233.0;2842.0;3705.5;1069.0;907.5
"Liperi";"2010";12202.0;2328.0;1271.5;2840.5;3754.5;1087.5;920.0
"Liperi";"2011";12278.5;2343.5;1275.0;2819.5;3761.0;1159.0;920.5
"Liperi";"2012";12341.5;2375.5;1230.0;2827.0;3759.0;1216.0;934.0
"Liperi";"2013";12396.5;2383.0;1220.0;2832.0;3746.0;1266.5;949.0
"Liperi";"2014";12365.5;2360.5;1204.0;2804.0;3705.5;1320.5;971.0
"Liperi";"2015";12336.5;2332.0;1189.0;2793.0;3655.5;1376.5;990.5
"Liperi";"2016";12319.5;2311.5;1178.0;2781.0;3612.0;1434.0;1003.0
"Liperi";"2017";12225.5;2281.5;1127.5;2782.5;3545.5;1482.5;1006.0
"Liperi";"2018";12147.5;2251.5;1075.5;2822.5;3456.0;1538.5;1003.5
"Liperi";"2019";12114.5;2231.0;1032.0;2851.0;3397.5;1588.0;1015.0
"Liperi";"2020";12039.0;2201.5;986.5;2829.5;3357.0;1604.5;1060.0
"Liperi";"2021";11986.5;2158.5;977.0;2802.0;3306.5;1610.5;1132.0
"Liperi";"2022";11970.5;2121.0;988.0;2767.0;3298.5;1623.5;1172.5
"Lohja";"1981";37736.0;7788.0;5839.0;11892.0;7536.5;2995.0;1685.5
"Lohja";"1982";38024.0;7749.0;5825.5;12123.0;7608.0;2965.0;1753.5
"Lohja";"1983";38432.0;7745.0;5867.5;12332.0;7699.0;2969.5;1819.0
"Lohja";"1984";38941.0;7782.0;5901.5;12560.0;7885.5;2919.0;1893.0
"Lohja";"1985";39479.0;7860.5;5877.5;12868.5;8033.0;2880.0;1959.5
"Lohja";"1986";39934.0;7948.0;5834.0;13068.0;8158.0;2900.5;2025.5
"Lohja";"1987";40185.0;7979.5;5753.0;13193.0;8266.5;2893.0;2100.0
"Lohja";"1988";40575.5;8055.0;5646.0;13507.0;8320.5;2895.5;2151.5
"Lohja";"1989";41095.0;8145.0;5554.5;13809.5;8456.0;2932.0;2198.0
"Lohja";"1990";41463.5;8225.0;5456.5;13864.0;8693.0;2978.0;2247.0
"Lohja";"1991";41804.5;8327.0;5362.0;13763.0;9038.5;3038.0;2276.0
"Lohja";"1992";42032.0;8354.5;5274.5;13562.5;9450.5;3077.5;2312.5
"Lohja";"1993";42191.0;8366.5;5184.5;13302.0;9885.5;3101.5;2351.0
"Lohja";"1994";42317.5;8379.5;5079.0;13042.0;10312.5;3179.0;2325.5
"Lohja";"1995";42419.5;8418.0;4964.0;12765.5;10680.0;3259.0;2333.0
"Lohja";"1996";42457.5;8434.0;4886.0;12477.0;10966.0;3297.0;2397.5
"Lohja";"1997";42514.5;8432.0;4877.0;12208.5;11258.0;3321.0;2418.0
"Lohja";"1998";42731.5;8452.0;4911.5;11992.0;11592.5;3328.5;2455.0
"Lohja";"1999";43094.0;8506.5;4949.0;11896.5;11890.0;3337.5;2514.5
"Lohja";"2000";43562.0;8624.5;4945.5;11884.5;12171.0;3371.0;2565.5
"Lohja";"2001";43953.0;8693.0;4892.5;11877.5;12443.0;3430.5;2616.5
"Lohja";"2002";44184.5;8703.5;4851.0;11812.0;12660.0;3495.0;2663.0
"Lohja";"2003";44461.5;8703.5;4847.5;11773.0;12842.5;3581.5;2713.5
"Lohja";"2004";44768.5;8687.0;4878.0;11716.0;13001.0;3697.5;2789.0
"Lohja";"2005";45112.0;8681.5;4930.5;11663.0;13179.0;3774.5;2883.5
"Lohja";"2006";45554.0;8674.0;4984.0;11713.5;13296.0;3895.0;2991.5
"Lohja";"2007";45963.5;8638.0;5018.0;11734.5;13472.5;4017.5;3083.0
"Lohja";"2008";46403.5;8637.0;5084.0;11662.5;13799.0;4074.0;3147.0
"Lohja";"2009";46795.0;8654.5;5162.0;11535.0;14022.5;4195.0;3226.0
"Lohja";"2010";47152.0;8711.0;5205.0;11418.5;14091.5;4423.0;3303.0
"Lohja";"2011";47357.5;8739.0;5199.5;11243.5;14046.0;4730.0;3399.5
"Lohja";"2012";47445.0;8662.0;5212.5;11032.0;13959.5;5056.0;3523.0
"Lohja";"2013";47609.5;8583.5;5277.5;10830.5;13935.0;5322.5;3660.5
"Lohja";"2014";47663.5;8486.5;5316.5;10623.0;13891.0;5535.0;3811.5
"Lohja";"2015";47488.5;8311.5;5271.5;10405.0;13774.5;5779.0;3947.0
"Lohja";"2016";47251.0;8124.5;5152.0;10239.5;13671.0;5939.0;4125.0
"Lohja";"2017";46967.0;7956.5;4997.0;10162.0;13505.5;6076.5;4269.5
"Lohja";"2018";46540.5;7754.5;4837.5;10005.5;13300.5;6284.0;4358.5
"Lohja";"2019";46130.5;7532.0;4721.0;9787.5;13167.5;6437.5;4485.0
"Lohja";"2020";45925.5;7342.5;4606.5;9693.0;13086.5;6505.0;4692.0
"Lohja";"2021";45937.0;7184.5;4538.0;9676.5;13056.5;6470.5;5011.0
"Lohja";"2022";45899.5;6978.5;4525.5;9641.5;13039.0;6386.0;5329.0
"Loimaa";"1981";18591.0;3267.5;2811.0;4856.0;4437.5;1952.0;1267.0
"Loimaa";"1982";18541.0;3221.0;2777.0;4926.5;4393.5;1908.0;1315.0
"Loimaa";"1983";18549.0;3206.0;2751.5;4981.5;4369.0;1879.0;1362.0
"Loimaa";"1984";18589.0;3209.5;2714.5;5048.0;4375.5;1839.5;1402.0
"Loimaa";"1985";18578.0;3219.0;2642.5;5142.0;4346.5;1807.5;1420.5
"Loimaa";"1986";18556.5;3249.5;2561.5;5192.5;4312.5;1808.5;1432.0
"Loimaa";"1987";18516.0;3266.0;2479.0;5219.5;4282.0;1808.5;1461.0
"Loimaa";"1988";18452.0;3286.5;2369.0;5265.5;4230.5;1807.0;1493.5
"Loimaa";"1989";18476.5;3297.5;2309.5;5303.0;4215.0;1835.5;1516.0
"Loimaa";"1990";18494.5;3297.0;2296.5;5286.5;4211.0;1879.5;1524.0
"Loimaa";"1991";18437.5;3300.5;2237.0;5220.0;4214.5;1930.0;1535.5
"Loimaa";"1992";18406.0;3288.5;2180.5;5138.0;4269.5;1979.0;1550.5
"Loimaa";"1993";18320.0;3262.0;2138.5;5015.0;4335.5;2016.0;1553.0
"Loimaa";"1994";18197.0;3233.0;2088.5;4879.5;4386.0;2064.5;1545.5
"Loimaa";"1995";18095.0;3209.5;2058.0;4748.5;4431.0;2090.5;1557.5
"Loimaa";"1996";18003.0;3186.5;2040.0;4620.5;4499.5;2070.5;1586.0
"Loimaa";"1997";17907.5;3158.5;2012.0;4486.0;4586.5;2061.0;1603.5
"Loimaa";"1998";17799.5;3097.0;2028.0;4340.5;4649.5;2054.5;1630.0
"Loimaa";"1999";17693.0;3028.0;2067.5;4209.0;4702.5;2014.0;1672.0
"Loimaa";"2000";17611.5;2982.0;2075.0;4109.5;4762.5;1968.0;1714.5
"Loimaa";"2001";17572.5;2959.0;2065.0;4020.5;4838.0;1917.5;1772.5
"Loimaa";"2002";17487.0;2910.5;2033.5;3917.0;4917.0;1872.5;1836.5
"Loimaa";"2003";17388.5;2849.5;2010.5;3815.0;4977.0;1839.0;1897.5
"Loimaa";"2004";17364.0;2820.0;1997.5;3742.5;5030.0;1810.5;1963.5
"Loimaa";"2005";17332.5;2779.0;2000.5;3653.0;5100.0;1787.5;2012.5
"Loimaa";"2006";17278.0;2742.5;1986.5;3578.0;5140.0;1809.0;2022.0
"Loimaa";"2007";17216.5;2710.5;1949.0;3537.5;5181.0;1819.5;2019.0
"Loimaa";"2008";17139.5;2665.5;1901.0;3504.0;5250.0;1794.0;2025.0
"Loimaa";"2009";17053.5;2604.5;1881.5;3449.0;5278.0;1799.0;2041.5
"Loimaa";"2010";16960.5;2546.0;1895.0;3383.0;5231.0;1847.5;2058.0
"Loimaa";"2011";16882.0;2494.5;1874.0;3336.0;5158.0;1943.5;2076.0
"Loimaa";"2012";16792.5;2464.5;1828.5;3314.0;5043.0;2061.5;2081.0
"Loimaa";"2013";16718.5;2469.0;1777.5;3303.0;4914.5;2177.5;2077.0
"Loimaa";"2014";16653.5;2449.0;1741.5;3266.5;4814.0;2282.0;2100.5
"Loimaa";"2015";16537.0;2408.5;1683.5;3250.0;4709.0;2362.5;2123.5
"Loimaa";"2016";16367.0;2345.5;1613.0;3261.5;4582.5;2415.0;2149.5
"Loimaa";"2017";16208.5;2295.0;1562.5;3255.0;4470.0;2486.0;2140.0
"Loimaa";"2018";16091.0;2274.0;1515.5;3232.5;4393.5;2556.5;2119.0
"Loimaa";"2019";15953.5;2210.0;1492.0;3211.0;4317.5;2584.5;2138.5
"Loimaa";"2020";15822.5;2157.5;1451.5;3197.0;4231.5;2598.5;2186.5
"Loimaa";"2021";15699.0;2124.5;1403.5;3169.0;4123.5;2613.5;2265.0
"Loimaa";"2022";15510.0;2059.5;1384.0;3109.0;4033.5;2579.5;2344.5
"Loppi";"1981";6687.0;1190.5;967.5;1816.0;1612.0;717.5;383.5
"Loppi";"1982";6681.5;1190.5;944.5;1831.5;1598.0;703.0;414.0
"Loppi";"1983";6726.0;1213.0;929.5;1852.5;1602.0;685.5;443.5
"Loppi";"1984";6794.5;1232.5;924.5;1880.5;1624.0;666.5;466.5
"Loppi";"1985";6826.5;1240.5;910.5;1913.0;1616.0;666.0;480.5
"Loppi";"1986";6857.0;1263.0;887.5;1929.0;1610.5;674.5;492.5
"Loppi";"1987";6923.5;1303.0;866.0;1963.5;1612.5;674.5;504.0
"Loppi";"1988";7034.5;1354.0;858.0;2021.0;1610.0;678.5;513.0
"Loppi";"1989";7180.0;1401.5;858.5;2079.0;1629.0;697.0;515.0
"Loppi";"1990";7332.5;1437.5;862.0;2140.5;1654.5;714.5;523.5
"Loppi";"1991";7466.0;1461.5;870.0;2181.5;1706.0;710.5;536.5
"Loppi";"1992";7549.0;1476.0;879.5;2173.0;1770.0;702.0;548.5
"Loppi";"1993";7581.5;1493.0;876.0;2131.5;1825.5;696.5;559.0
"Loppi";"1994";7590.0;1505.0;842.0;2101.0;1881.5;702.0;558.5
"Loppi";"1995";7547.0;1513.5;785.5;2055.5;1929.0;707.5;556.0
"Loppi";"1996";7504.5;1524.0;735.5;2003.0;1982.0;696.5;563.5
"Loppi";"1997";7518.0;1531.0;736.5;1958.0;2034.5;690.5;567.5
"Loppi";"1998";7545.0;1514.0;770.0;1917.0;2084.0;689.0;571.0
"Loppi";"1999";7529.0;1484.0;777.0;1871.5;2136.5;682.0;578.0
"Loppi";"2000";7539.5;1485.0;756.0;1859.5;2172.0;685.5;581.5
"Loppi";"2001";7578.5;1480.0;733.5;1877.0;2200.5;706.5;581.0
"Loppi";"2002";7604.5;1479.5;710.0;1881.5;2220.0;730.0;583.5
"Loppi";"2003";7681.0;1500.0;698.0;1890.5;2242.5;751.5;598.5
"Loppi";"2004";7777.5;1519.5;705.5;1900.5;2275.5;760.0;616.5
"Loppi";"2005";7893.5;1565.5;715.5;1925.5;2309.0;749.5;628.5
"Loppi";"2006";7985.0;1604.5;722.5;1945.0;2321.5;766.0;625.5
"Loppi";"2007";8064.0;1613.0;733.5;1957.5;2345.0;790.0;625.0
"Loppi";"2008";8134.0;1615.0;742.0;1952.0;2392.5;803.5;629.0
"Loppi";"2009";8195.0;1620.0;750.5;1934.5;2434.0;824.5;631.5
"Loppi";"2010";8258.5;1627.5;753.5;1919.0;2463.5;846.5;648.5
"Loppi";"2011";8325.0;1632.0;758.0;1903.5;2473.0;883.5;675.0
"Loppi";"2012";8356.5;1626.5;761.5;1881.0;2463.5;926.5;697.5
"Loppi";"2013";8338.5;1626.5;738.5;1832.0;2455.5;969.0;717.0
"Loppi";"2014";8316.0;1627.0;728.0;1768.5;2453.0;1005.5;734.0
"Loppi";"2015";8233.0;1579.5;727.0;1708.5;2429.5;1040.0;748.5
"Loppi";"2016";8136.5;1526.5;698.5;1678.5;2397.0;1060.5;775.5
"Loppi";"2017";8063.0;1491.5;673.5;1667.5;2350.5;1081.5;798.5
"Loppi";"2018";7944.5;1424.5;670.0;1615.5;2309.0;1120.5;805.0
"Loppi";"2019";7844.5;1350.0;683.5;1554.5;2299.0;1140.5;817.0
"Loppi";"2020";7840.5;1290.0;708.0;1531.5;2311.0;1152.0;848.0
"Loppi";"2021";7826.0;1242.5;700.5;1511.5;2333.0;1148.5;890.0
"Loppi";"2022";7774.0;1208.5;684.0;1497.5;2322.5;1126.5;935.0
"Loviisa";"1981";17573.0;3351.0;2465.5;5029.0;4070.0;1601.0;1056.5
"Loviisa";"1982";17523.0;3286.5;2434.5;5089.5;4043.5;1570.0;1099.0
"Loviisa";"1983";17426.0;3236.0;2415.5;5089.0;4011.0;1545.5;1129.0
"Loviisa";"1984";17307.5;3195.0;2372.5;5072.0;4021.0;1495.5;1151.5
"Loviisa";"1985";17196.5;3150.5;2328.5;5068.0;4011.0;1474.5;1164.0
"Loviisa";"1986";17119.5;3132.5;2272.0;5071.0;3978.5;1484.0;1181.5
"Loviisa";"1987";17089.5;3124.5;2219.0;5104.5;3946.0;1500.5;1195.0
"Loviisa";"1988";17050.5;3100.0;2164.5;5133.0;3900.0;1540.0;1213.0
"Loviisa";"1989";17003.0;3054.5;2121.0;5147.0;3859.0;1592.0;1229.5
"Loviisa";"1990";16979.0;3027.0;2097.5;5113.5;3869.0;1643.0;1229.0
"Loviisa";"1991";16952.0;3020.5;2060.0;5026.5;3930.5;1692.0;1222.5
"Loviisa";"1992";16895.0;2999.5;2035.0;4925.5;3992.5;1726.5;1216.0
"Loviisa";"1993";16766.0;2969.5;1975.0;4778.5;4086.0;1745.0;1212.0
"Loviisa";"1994";16596.5;2931.5;1892.5;4635.0;4144.0;1788.5;1205.0
"Loviisa";"1995";16432.0;2893.0;1827.5;4493.5;4188.0;1812.0;1218.0
"Loviisa";"1996";16283.0;2857.0;1775.0;4336.0;4276.0;1792.0;1247.0
"Loviisa";"1997";16147.0;2823.5;1733.5;4192.5;4343.5;1782.0;1272.0
"Loviisa";"1998";16048.5;2786.0;1710.0;4063.0;4433.0;1746.0;1310.5
"Loviisa";"1999";15971.0;2739.0;1705.0;3941.5;4534.0;1694.5;1357.0
"Loviisa";"2000";15876.5;2689.0;1680.5;3825.5;4619.0;1671.0;1391.5
"Loviisa";"2001";15772.5;2650.0;1639.0;3713.0;4706.0;1637.5;1427.0
"Loviisa";"2002";15685.5;2611.0;1610.0;3617.5;4790.5;1586.0;1470.5
"Loviisa";"2003";15646.0;2576.0;1593.5;3573.0;4854.0;1557.5;1492.0
"Loviisa";"2004";15650.5;2556.5;1568.5;3549.5;4907.0;1544.5;1524.5
"Loviisa";"2005";15675.5;2534.0;1556.5;3518.0;4971.0;1545.5;1550.5
"Loviisa";"2006";15716.0;2532.5;1534.5;3490.0;5032.0;1574.0;1553.0
"Loviisa";"2007";15757.0;2518.0;1517.0;3475.0;5077.5;1580.5;1589.0
"Loviisa";"2008";15729.5;2464.0;1509.5;3421.0;5120.5;1596.5;1618.0
"Loviisa";"2009";15621.5;2411.5;1486.0;3336.5;5125.5;1640.5;1621.5
"Loviisa";"2010";15572.0;2379.0;1486.0;3290.5;5080.0;1706.5;1630.0
"Loviisa";"2011";15573.5;2369.0;1484.0;3264.5;4992.5;1823.0;1640.5
"Loviisa";"2012";15535.5;2368.0;1449.5;3238.0;4890.0;1944.0;1646.0
"Loviisa";"2013";15506.0;2363.0;1415.0;3232.0;4782.0;2059.5;1654.5
"Loviisa";"2014";15486.5;2334.0;1405.5;3220.5;4710.5;2139.0;1677.0
"Loviisa";"2015";15395.5;2289.0;1370.0;3166.5;4659.5;2216.5;1694.0
"Loviisa";"2016";15259.5;2234.5;1320.0;3129.5;4576.0;2290.5;1709.0
"Loviisa";"2017";15146.5;2178.5;1296.0;3104.5;4501.5;2347.0;1719.0
"Loviisa";"2018";14988.0;2102.0;1263.0;3054.0;4418.5;2426.0;1724.5
"Loviisa";"2019";14831.5;2025.5;1221.5;2994.5;4345.0;2492.5;1752.5
"Loviisa";"2020";14758.5;1993.0;1205.0;2967.0;4271.5;2504.0;1818.0
"Loviisa";"2021";14694.0;1965.5;1184.0;2969.0;4195.5;2464.0;1916.0
"Loviisa";"2022";14605.5;1912.0;1144.5;2948.0;4149.5;2427.5;2024.0
"Luhanka";"1981";1369.0;202.0;250.0;292.5;391.5;139.5;93.5
"Luhanka";"1982";1333.5;191.0;240.5;285.5;377.5;141.5;97.5
"Luhanka";"1983";1305.0;182.0;230.0;280.5;375.5;141.5;95.5
"Luhanka";"1984";1283.5;174.5;216.0;278.5;379.0;141.5;94.0
"Luhanka";"1985";1263.0;170.0;203.0;276.5;379.0;140.5;94.0
"Luhanka";"1986";1238.5;163.0;188.5;274.5;379.0;138.0;95.5
"Luhanka";"1987";1221.0;156.5;177.5;275.5;375.5;140.0;96.0
"Luhanka";"1988";1200.5;155.0;161.0;277.5;367.5;145.0;94.5
"Luhanka";"1989";1180.5;153.0;146.5;277.5;361.0;146.5;96.0
"Luhanka";"1990";1170.5;151.0;137.5;273.5;357.5;150.0;101.0
"Luhanka";"1991";1155.5;151.0;128.0;265.5;351.0;153.0;107.0
"Luhanka";"1992";1146.0;157.0;119.5;261.0;344.0;153.0;111.5
"Luhanka";"1993";1117.5;152.0;110.5;252.5;336.5;154.5;111.5
"Luhanka";"1994";1079.5;141.5;102.0;241.0;327.0;159.5;108.5
"Luhanka";"1995";1062.0;146.0;94.0;236.5;316.0;163.5;106.0
"Luhanka";"1996";1029.5;144.5;89.5;225.5;303.0;165.5;101.5
"Luhanka";"1997";992.5;136.0;84.0;209.5;295.5;166.0;101.5
"Luhanka";"1998";971.5;130.0;80.0;195.0;295.0;160.5;111.0
"Luhanka";"1999";959.5;124.0;80.0;183.0;292.5;164.0;116.0
