"Vuosi";"Alue";"Talotyyppi";"Neliöhinta (EUR/m2)";"Kauppojen lukumäärä, varainsiirtoverotiedot vuoteen 2019 asti";"Kauppojen lukumäärä, varainsiirtoverotiedot vuodesta 2020 alkaen"
"2017";"Suuret kaupungit (yhteensä)";"Kerrostalo yksiöt";4610;4479;.
"2017";"Suuret kaupungit (yhteensä)";"Kerrostalo kaksiot";3533;9623;.
"2017";"Suuret kaupungit (yhteensä)";"Kerrostalo kolmiot+";3379;8149;.
"2017";"Koko maa ilman suuria kaupunkeja";"Kerrostalo yksiöt";1840;4632;.
"2017";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kaksiot";1639;10011;.
"2017";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kolmiot+";1635;6257;.
"2017";"Uusimaa";"Kerrostalo yksiöt";5039;3539;.
"2017";"Uusimaa";"Kerrostalo kaksiot";3820;7586;.
"2017";"Uusimaa";"Kerrostalo kolmiot+";3684;6355;.
"2017";"Helsinki";"Kerrostalo yksiöt";5967;2298;.
"2017";"Helsinki";"Kerrostalo kaksiot";4786;4107;.
"2017";"Helsinki";"Kerrostalo kolmiot+";4558;3426;.
"2017";"Helsinki 1";"Kerrostalo yksiöt";...;553;.
"2017";"Helsinki 1";"Kerrostalo kaksiot";6835;656;.
"2017";"Helsinki 1";"Kerrostalo kolmiot+";6662;639;.
"2017";"Helsinki 2";"Kerrostalo yksiöt";6050;1251;.
"2017";"Helsinki 2";"Kerrostalo kaksiot";5277;1857;.
"2017";"Helsinki 2";"Kerrostalo kolmiot+";5012;1328;.
"2017";"Helsinki 3";"Kerrostalo yksiöt";...;233;.
"2017";"Helsinki 3";"Kerrostalo kaksiot";3775;638;.
"2017";"Helsinki 3";"Kerrostalo kolmiot+";3467;612;.
"2017";"Helsinki 4";"Kerrostalo yksiöt";3876;261;.
"2017";"Helsinki 4";"Kerrostalo kaksiot";2903;956;.
"2017";"Helsinki 4";"Kerrostalo kolmiot+";2492;847;.
"2017";"Espoo-Kauniainen";"Kerrostalo yksiöt";4171;306;.
"2017";"Espoo-Kauniainen";"Kerrostalo kaksiot";3661;989;.
"2017";"Espoo-Kauniainen";"Kerrostalo kolmiot+";3264;1142;.
"2017";"Espoo-Kauniainen 1";"Kerrostalo yksiöt";4913;108;.
"2017";"Espoo-Kauniainen 1";"Kerrostalo kaksiot";4400;335;.
"2017";"Espoo-Kauniainen 1";"Kerrostalo kolmiot+";4091;360;.
"2017";"Espoo-Kauniainen 2";"Kerrostalo yksiöt";4346;60;.
"2017";"Espoo-Kauniainen 2";"Kerrostalo kaksiot";3863;274;.
"2017";"Espoo-Kauniainen 2";"Kerrostalo kolmiot+";3470;275;.
"2017";"Espoo-Kauniainen 3";"Kerrostalo yksiöt";3560;138;.
"2017";"Espoo-Kauniainen 3";"Kerrostalo kaksiot";3023;380;.
"2017";"Espoo-Kauniainen 3";"Kerrostalo kolmiot+";2601;507;.
"2017";"Vantaa";"Kerrostalo yksiöt";3369;314;.
"2017";"Vantaa";"Kerrostalo kaksiot";2665;1013;.
"2017";"Vantaa";"Kerrostalo kolmiot+";2321;852;.
"2017";"Vantaa 1";"Kerrostalo yksiöt";4268;63;.
"2017";"Vantaa 1";"Kerrostalo kaksiot";3612;237;.
"2017";"Vantaa 1";"Kerrostalo kolmiot+";3291;207;.
"2017";"Vantaa 2";"Kerrostalo yksiöt";3408;66;.
"2017";"Vantaa 2";"Kerrostalo kaksiot";2792;202;.
"2017";"Vantaa 2";"Kerrostalo kolmiot+";2453;176;.
"2017";"Vantaa 3";"Kerrostalo yksiöt";3082;185;.
"2017";"Vantaa 3";"Kerrostalo kaksiot";2282;574;.
"2017";"Vantaa 3";"Kerrostalo kolmiot+";1985;469;.
"2017";"Kehyskunnat";"Kerrostalo yksiöt";2389;492;.
"2017";"Kehyskunnat";"Kerrostalo kaksiot";2066;1054;.
"2017";"Kehyskunnat";"Kerrostalo kolmiot+";2040;702;.
"2017";"Porvoo";"Kerrostalo yksiöt";3001;74;.
"2017";"Porvoo";"Kerrostalo kaksiot";2457;188;.
"2017";"Porvoo";"Kerrostalo kolmiot+";2455;135;.
"2017";"Hyvinkää";"Kerrostalo yksiöt";2228;119;.
"2017";"Hyvinkää";"Kerrostalo kaksiot";1891;252;.
"2017";"Hyvinkää";"Kerrostalo kolmiot+";1863;124;.
"2017";"Järvenpää";"Kerrostalo yksiöt";3016;111;.
"2017";"Järvenpää";"Kerrostalo kaksiot";2411;180;.
"2017";"Järvenpää";"Kerrostalo kolmiot+";2400;81;.
"2017";"Kerava";"Kerrostalo yksiöt";2791;59;.
"2017";"Kerava";"Kerrostalo kaksiot";2387;176;.
"2017";"Kerava";"Kerrostalo kolmiot+";2300;147;.
"2017";"Varsinais-Suomi";"Kerrostalo yksiöt";2705;788;.
"2017";"Varsinais-Suomi";"Kerrostalo kaksiot";2015;2052;.
"2017";"Varsinais-Suomi";"Kerrostalo kolmiot+";1869;1509;.
"2017";"Turku";"Kerrostalo yksiöt";3140;487;.
"2017";"Turku";"Kerrostalo kaksiot";2301;1290;.
"2017";"Turku";"Kerrostalo kolmiot+";2049;1080;.
"2017";"Turku 1";"Kerrostalo yksiöt";3753;282;.
"2017";"Turku 1";"Kerrostalo kaksiot";2981;570;.
"2017";"Turku 1";"Kerrostalo kolmiot+";2914;413;.
"2017";"Turku 2";"Kerrostalo yksiöt";2627;88;.
"2017";"Turku 2";"Kerrostalo kaksiot";2167;243;.
"2017";"Turku 2";"Kerrostalo kolmiot+";1807;233;.
"2017";"Turku 3";"Kerrostalo yksiöt";1879;117;.
"2017";"Turku 3";"Kerrostalo kaksiot";1454;477;.
"2017";"Turku 3";"Kerrostalo kolmiot+";1330;434;.
"2017";"Satakunta";"Kerrostalo yksiöt";1560;332;.
"2017";"Satakunta";"Kerrostalo kaksiot";1363;664;.
"2017";"Satakunta";"Kerrostalo kolmiot+";1406;435;.
"2017";"Pori";"Kerrostalo yksiöt";1693;214;.
"2017";"Pori";"Kerrostalo kaksiot";1418;341;.
"2017";"Pori";"Kerrostalo kolmiot+";1513;235;.
"2017";"Pori 1";"Kerrostalo yksiöt";2074;111;.
"2017";"Pori 1";"Kerrostalo kaksiot";1870;192;.
"2017";"Pori 1";"Kerrostalo kolmiot+";1884;140;.
"2017";"Pori 2";"Kerrostalo yksiöt";1006;103;.
"2017";"Pori 2";"Kerrostalo kaksiot";881;149;.
"2017";"Pori 2";"Kerrostalo kolmiot+";911;95;.
"2017";"Rauma";"Kerrostalo yksiöt";1574;75;.
"2017";"Rauma";"Kerrostalo kaksiot";1438;212;.
"2017";"Rauma";"Kerrostalo kolmiot+";1324;134;.
"2017";"Kanta-Häme";"Kerrostalo yksiöt";1779;286;.
"2017";"Kanta-Häme";"Kerrostalo kaksiot";1552;597;.
"2017";"Kanta-Häme";"Kerrostalo kolmiot+";1590;348;.
"2017";"Hämeenlinna";"Kerrostalo yksiöt";2178;129;.
"2017";"Hämeenlinna";"Kerrostalo kaksiot";1904;283;.
"2017";"Hämeenlinna";"Kerrostalo kolmiot+";1819;149;.
"2017";"Hämeenlinna 1";"Kerrostalo yksiöt";2443;93;.
"2017";"Hämeenlinna 1";"Kerrostalo kaksiot";2221;196;.
"2017";"Hämeenlinna 1";"Kerrostalo kolmiot+";2153;112;.
"2017";"Hämeenlinna 2";"Kerrostalo yksiöt";1681;36;.
"2017";"Hämeenlinna 2";"Kerrostalo kaksiot";1339;87;.
"2017";"Hämeenlinna 2";"Kerrostalo kolmiot+";1125;37;.
"2017";"Riihimäki";"Kerrostalo yksiöt";1686;98;.
"2017";"Riihimäki";"Kerrostalo kaksiot";1478;156;.
"2017";"Riihimäki";"Kerrostalo kolmiot+";1464;121;.
"2017";"Pirkanmaa";"Kerrostalo yksiöt";2745;989;.
"2017";"Pirkanmaa";"Kerrostalo kaksiot";2301;2056;.
"2017";"Pirkanmaa";"Kerrostalo kolmiot+";2165;1441;.
"2017";"Tampere";"Kerrostalo yksiöt";3167;720;.
"2017";"Tampere";"Kerrostalo kaksiot";2629;1424;.
"2017";"Tampere";"Kerrostalo kolmiot+";2440;1006;.
"2017";"Tampere 1";"Kerrostalo yksiöt";3760;374;.
"2017";"Tampere 1";"Kerrostalo kaksiot";3231;682;.
"2017";"Tampere 1";"Kerrostalo kolmiot+";3202;452;.
"2017";"Tampere 2";"Kerrostalo yksiöt";2577;223;.
"2017";"Tampere 2";"Kerrostalo kaksiot";2378;391;.
"2017";"Tampere 2";"Kerrostalo kolmiot+";2246;235;.
"2017";"Tampere 3";"Kerrostalo yksiöt";2196;123;.
"2017";"Tampere 3";"Kerrostalo kaksiot";1747;351;.
"2017";"Tampere 3";"Kerrostalo kolmiot+";1484;319;.
"2017";"Päijät-Häme";"Kerrostalo yksiöt";1910;362;.
"2017";"Päijät-Häme";"Kerrostalo kaksiot";1644;829;.
"2017";"Päijät-Häme";"Kerrostalo kolmiot+";1696;593;.
"2017";"Lahti";"Kerrostalo yksiöt";2274;242;.
"2017";"Lahti";"Kerrostalo kaksiot";1852;625;.
"2017";"Lahti";"Kerrostalo kolmiot+";1868;470;.
"2017";"Lahti 1";"Kerrostalo yksiöt";2847;110;.
"2017";"Lahti 1";"Kerrostalo kaksiot";2563;244;.
"2017";"Lahti 1";"Kerrostalo kolmiot+";2591;216;.
"2017";"Lahti 2";"Kerrostalo yksiöt";1760;132;.
"2017";"Lahti 2";"Kerrostalo kaksiot";1391;381;.
"2017";"Lahti 2";"Kerrostalo kolmiot+";1357;254;.
"2017";"Kymenlaakso";"Kerrostalo yksiöt";1159;294;.
"2017";"Kymenlaakso";"Kerrostalo kaksiot";1126;571;.
"2017";"Kymenlaakso";"Kerrostalo kolmiot+";1193;322;.
"2017";"Kotka";"Kerrostalo yksiöt";1288;137;.
"2017";"Kotka";"Kerrostalo kaksiot";1169;253;.
"2017";"Kotka";"Kerrostalo kolmiot+";1279;138;.
"2017";"Kotka 1";"Kerrostalo yksiöt";1609;75;.
"2017";"Kotka 1";"Kerrostalo kaksiot";1424;125;.
"2017";"Kotka 1";"Kerrostalo kolmiot+";1671;79;.
"2017";"Kotka 2";"Kerrostalo yksiöt";1014;62;.
"2017";"Kotka 2";"Kerrostalo kaksiot";939;128;.
"2017";"Kotka 2";"Kerrostalo kolmiot+";866;59;.
"2017";"Kouvola";"Kerrostalo yksiöt";1073;133;.
"2017";"Kouvola";"Kerrostalo kaksiot";1105;265;.
"2017";"Kouvola";"Kerrostalo kolmiot+";1132;154;.
"2017";"Etelä-Karjala";"Kerrostalo yksiöt";1688;236;.
"2017";"Etelä-Karjala";"Kerrostalo kaksiot";1634;383;.
"2017";"Etelä-Karjala";"Kerrostalo kolmiot+";1602;219;.
"2017";"Lappeenranta";"Kerrostalo yksiöt";2081;135;.
"2017";"Lappeenranta";"Kerrostalo kaksiot";1854;272;.
"2017";"Lappeenranta";"Kerrostalo kolmiot+";1833;154;.
"2017";"Lappeenranta 1";"Kerrostalo yksiöt";2471;84;.
"2017";"Lappeenranta 1";"Kerrostalo kaksiot";2380;166;.
"2017";"Lappeenranta 1";"Kerrostalo kolmiot+";2364;80;.
"2017";"Lappeenranta 2";"Kerrostalo yksiöt";1485;51;.
"2017";"Lappeenranta 2";"Kerrostalo kaksiot";1228;106;.
"2017";"Lappeenranta 2";"Kerrostalo kolmiot+";1199;74;.
"2017";"Etelä-Savo";"Kerrostalo yksiöt";1566;192;.
"2017";"Etelä-Savo";"Kerrostalo kaksiot";1463;414;.
"2017";"Etelä-Savo";"Kerrostalo kolmiot+";1566;241;.
"2017";"Mikkeli";"Kerrostalo yksiöt";2072;111;.
"2017";"Mikkeli";"Kerrostalo kaksiot";1914;230;.
"2017";"Mikkeli";"Kerrostalo kolmiot+";1710;132;.
"2017";"Pohjois-Savo";"Kerrostalo yksiöt";2053;301;.
"2017";"Pohjois-Savo";"Kerrostalo kaksiot";1746;782;.
"2017";"Pohjois-Savo";"Kerrostalo kolmiot+";1751;458;.
"2017";"Kuopio";"Kerrostalo yksiöt";2653;166;.
"2017";"Kuopio";"Kerrostalo kaksiot";2081;565;.
"2017";"Kuopio";"Kerrostalo kolmiot+";1947;346;.
"2017";"Kuopio 1";"Kerrostalo yksiöt";3131;106;.
"2017";"Kuopio 1";"Kerrostalo kaksiot";2641;331;.
"2017";"Kuopio 1";"Kerrostalo kolmiot+";2491;200;.
"2017";"Kuopio 2";"Kerrostalo yksiöt";1847;60;.
"2017";"Kuopio 2";"Kerrostalo kaksiot";1511;234;.
"2017";"Kuopio 2";"Kerrostalo kolmiot+";1418;146;.
"2017";"Pohjois-Karjala";"Kerrostalo yksiöt";2146;185;.
"2017";"Pohjois-Karjala";"Kerrostalo kaksiot";1779;327;.
"2017";"Pohjois-Karjala";"Kerrostalo kolmiot+";1724;172;.
"2017";"Joensuu";"Kerrostalo yksiöt";2628;124;.
"2017";"Joensuu";"Kerrostalo kaksiot";2099;224;.
"2017";"Joensuu";"Kerrostalo kolmiot+";1915;136;.
"2017";"Joensuu 1";"Kerrostalo yksiöt";2675;103;.
"2017";"Joensuu 1";"Kerrostalo kaksiot";2247;184;.
"2017";"Joensuu 1";"Kerrostalo kolmiot+";2069;111;.
"2017";"Joensuu 2";"Kerrostalo yksiöt";2399;21;.
"2017";"Joensuu 2";"Kerrostalo kaksiot";1680;40;.
"2017";"Joensuu 2";"Kerrostalo kolmiot+";1384;25;.
"2017";"Keski-Suomi";"Kerrostalo yksiöt";2151;514;.
"2017";"Keski-Suomi";"Kerrostalo kaksiot";1828;959;.
"2017";"Keski-Suomi";"Kerrostalo kolmiot+";1743;589;.
"2017";"Jyväskylä";"Kerrostalo yksiöt";2596;385;.
"2017";"Jyväskylä";"Kerrostalo kaksiot";2105;729;.
"2017";"Jyväskylä";"Kerrostalo kolmiot+";1961;445;.
"2017";"Jyväskylä 1";"Kerrostalo yksiöt";3268;118;.
"2017";"Jyväskylä 1";"Kerrostalo kaksiot";2703;317;.
"2017";"Jyväskylä 1";"Kerrostalo kolmiot+";2511;189;.
"2017";"Jyväskylä 2";"Kerrostalo yksiöt";1868;267;.
"2017";"Jyväskylä 2";"Kerrostalo kaksiot";1612;412;.
"2017";"Jyväskylä 2";"Kerrostalo kolmiot+";1552;256;.
"2017";"Etelä-Pohjanmaa";"Kerrostalo yksiöt";1972;102;.
"2017";"Etelä-Pohjanmaa";"Kerrostalo kaksiot";1786;229;.
"2017";"Etelä-Pohjanmaa";"Kerrostalo kolmiot+";1559;161;.
"2017";"Seinäjoki";"Kerrostalo yksiöt";2420;75;.
"2017";"Seinäjoki";"Kerrostalo kaksiot";2064;177;.
"2017";"Seinäjoki";"Kerrostalo kolmiot+";1737;130;.
"2017";"Pohjanmaa";"Kerrostalo yksiöt";2223;226;.
"2017";"Pohjanmaa";"Kerrostalo kaksiot";1811;473;.
"2017";"Pohjanmaa";"Kerrostalo kolmiot+";1793;336;.
"2017";"Vaasa";"Kerrostalo yksiöt";2496;183;.
"2017";"Vaasa";"Kerrostalo kaksiot";2046;355;.
"2017";"Vaasa";"Kerrostalo kolmiot+";1960;247;.
"2017";"Vaasa 1";"Kerrostalo yksiöt";2756;128;.
"2017";"Vaasa 1";"Kerrostalo kaksiot";2251;277;.
"2017";"Vaasa 1";"Kerrostalo kolmiot+";2209;179;.
"2017";"Vaasa 2";"Kerrostalo yksiöt";1537;55;.
"2017";"Vaasa 2";"Kerrostalo kaksiot";1442;78;.
"2017";"Vaasa 2";"Kerrostalo kolmiot+";1365;68;.
"2017";"Keski-Pohjanmaa";"Kerrostalo yksiöt";2347;30;.
"2017";"Keski-Pohjanmaa";"Kerrostalo kaksiot";1839;79;.
"2017";"Keski-Pohjanmaa";"Kerrostalo kolmiot+";1658;77;.
"2017";"Kokkola";"Kerrostalo yksiöt";2345;29;.
"2017";"Kokkola";"Kerrostalo kaksiot";1922;71;.
"2017";"Kokkola";"Kerrostalo kolmiot+";1667;73;.
"2017";"Pohjois-Pohjanmaa";"Kerrostalo yksiöt";2194;428;.
"2017";"Pohjois-Pohjanmaa";"Kerrostalo kaksiot";1843;946;.
"2017";"Pohjois-Pohjanmaa";"Kerrostalo kolmiot+";1831;741;.
"2017";"Oulu";"Kerrostalo yksiöt";2377;354;.
"2017";"Oulu";"Kerrostalo kaksiot";1956;800;.
"2017";"Oulu";"Kerrostalo kolmiot+";1901;643;.
"2017";"Oulu 1";"Kerrostalo yksiöt";2721;158;.
"2017";"Oulu 1";"Kerrostalo kaksiot";2272;384;.
"2017";"Oulu 1";"Kerrostalo kolmiot+";2357;296;.
"2017";"Oulu 2";"Kerrostalo yksiöt";2000;196;.
"2017";"Oulu 2";"Kerrostalo kaksiot";1663;416;.
"2017";"Oulu 2";"Kerrostalo kolmiot+";1482;347;.
"2017";"Kainuu";"Kerrostalo yksiöt";1463;108;.
"2017";"Kainuu";"Kerrostalo kaksiot";1289;212;.
"2017";"Kainuu";"Kerrostalo kolmiot+";1255;139;.
"2017";"Kajaani";"Kerrostalo yksiöt";1606;86;.
"2017";"Kajaani";"Kerrostalo kaksiot";1274;163;.
"2017";"Kajaani";"Kerrostalo kolmiot+";1272;120;.
"2017";"Lappi";"Kerrostalo yksiöt";1517;199;.
"2017";"Lappi";"Kerrostalo kaksiot";1496;475;.
"2017";"Lappi";"Kerrostalo kolmiot+";1419;270;.
"2017";"Rovaniemi";"Kerrostalo yksiöt";1891;122;.
"2017";"Rovaniemi";"Kerrostalo kaksiot";1775;297;.
"2017";"Rovaniemi";"Kerrostalo kolmiot+";1640;176;.
"2018";"Koko maa";"Kerrostalo yksiöt";3407;8801;.
"2018";"Koko maa";"Kerrostalo kaksiot";2585;19395;.
"2018";"Koko maa";"Kerrostalo kolmiot+";2635;14418;.
"2018";"Pääkaupunkiseutu (PKS)";"Kerrostalo yksiöt";5660;2894;.
"2018";"Pääkaupunkiseutu (PKS)";"Kerrostalo kaksiot";4410;5925;.
"2018";"Pääkaupunkiseutu (PKS)";"Kerrostalo kolmiot+";4089;5343;.
"2018";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo yksiöt";2208;5886;.
"2018";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kaksiot";1830;13322;.
"2018";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kolmiot+";1785;8979;.
"2018";"Suuret kaupungit (yhteensä)";"Kerrostalo yksiöt";4787;4430;.
"2018";"Suuret kaupungit (yhteensä)";"Kerrostalo kaksiot";3677;9393;.
"2018";"Suuret kaupungit (yhteensä)";"Kerrostalo kolmiot+";3502;8058;.
"2018";"Koko maa ilman suuria kaupunkeja";"Kerrostalo yksiöt";1838;4350;.
"2018";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kaksiot";1620;9854;.
"2018";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kolmiot+";1607;6264;.
"2018";"Uusimaa";"Kerrostalo yksiöt";5201;3433;.
"2018";"Uusimaa";"Kerrostalo kaksiot";3950;7225;.
"2018";"Uusimaa";"Kerrostalo kolmiot+";3796;6156;.
"2018";"Helsinki";"Kerrostalo yksiöt";6196;2289;.
"2018";"Helsinki";"Kerrostalo kaksiot";5014;3823;.
"2018";"Helsinki";"Kerrostalo kolmiot+";4737;3389;.
"2018";"Helsinki 1";"Kerrostalo yksiöt";...;490;.
"2018";"Helsinki 1";"Kerrostalo kaksiot";7192;589;.
"2018";"Helsinki 1";"Kerrostalo kolmiot+";6934;612;.
"2018";"Helsinki 2";"Kerrostalo yksiöt";6276;1260;.
"2018";"Helsinki 2";"Kerrostalo kaksiot";5617;1749;.
"2018";"Helsinki 2";"Kerrostalo kolmiot+";5282;1228;.
"2018";"Helsinki 3";"Kerrostalo yksiöt";...;225;.
"2018";"Helsinki 3";"Kerrostalo kaksiot";3877;583;.
"2018";"Helsinki 3";"Kerrostalo kolmiot+";3579;641;.
"2018";"Helsinki 4";"Kerrostalo yksiöt";3918;314;.
"2018";"Helsinki 4";"Kerrostalo kaksiot";2904;902;.
"2018";"Helsinki 4";"Kerrostalo kolmiot+";2482;908;.
"2018";"Espoo-Kauniainen";"Kerrostalo yksiöt";4266;298;.
"2018";"Espoo-Kauniainen";"Kerrostalo kaksiot";3682;1060;.
"2018";"Espoo-Kauniainen";"Kerrostalo kolmiot+";3350;1141;.
"2018";"Espoo-Kauniainen 1";"Kerrostalo yksiöt";5045;125;.
"2018";"Espoo-Kauniainen 1";"Kerrostalo kaksiot";4556;386;.
"2018";"Espoo-Kauniainen 1";"Kerrostalo kolmiot+";4199;422;.
"2018";"Espoo-Kauniainen 2";"Kerrostalo yksiöt";4526;62;.
"2018";"Espoo-Kauniainen 2";"Kerrostalo kaksiot";3865;319;.
"2018";"Espoo-Kauniainen 2";"Kerrostalo kolmiot+";3630;290;.
"2018";"Espoo-Kauniainen 3";"Kerrostalo yksiöt";3579;111;.
"2018";"Espoo-Kauniainen 3";"Kerrostalo kaksiot";2967;355;.
"2018";"Espoo-Kauniainen 3";"Kerrostalo kolmiot+";2633;429;.
"2018";"Vantaa";"Kerrostalo yksiöt";3398;307;.
"2018";"Vantaa";"Kerrostalo kaksiot";2735;1042;.
"2018";"Vantaa";"Kerrostalo kolmiot+";2360;813;.
"2018";"Vantaa 1";"Kerrostalo yksiöt";4420;84;.
"2018";"Vantaa 1";"Kerrostalo kaksiot";3759;289;.
"2018";"Vantaa 1";"Kerrostalo kolmiot+";3346;210;.
"2018";"Vantaa 2";"Kerrostalo yksiöt";3598;84;.
"2018";"Vantaa 2";"Kerrostalo kaksiot";2960;296;.
"2018";"Vantaa 2";"Kerrostalo kolmiot+";2494;171;.
"2018";"Vantaa 3";"Kerrostalo yksiöt";3020;139;.
"2018";"Vantaa 3";"Kerrostalo kaksiot";2290;457;.
"2018";"Vantaa 3";"Kerrostalo kolmiot+";2019;432;.
"2018";"Kehyskunnat";"Kerrostalo yksiöt";2385;351;.
"2018";"Kehyskunnat";"Kerrostalo kaksiot";2082;896;.
"2018";"Kehyskunnat";"Kerrostalo kolmiot+";1979;579;.
"2018";"Porvoo";"Kerrostalo yksiöt";3106;97;.
"2018";"Porvoo";"Kerrostalo kaksiot";2492;162;.
"2018";"Porvoo";"Kerrostalo kolmiot+";2518;123;.
"2018";"Hyvinkää";"Kerrostalo yksiöt";2085;65;.
"2018";"Hyvinkää";"Kerrostalo kaksiot";1855;211;.
"2018";"Hyvinkää";"Kerrostalo kolmiot+";1738;115;.
"2018";"Järvenpää";"Kerrostalo yksiöt";3022;80;.
"2018";"Järvenpää";"Kerrostalo kaksiot";2348;125;.
"2018";"Järvenpää";"Kerrostalo kolmiot+";2320;77;.
"2018";"Kerava";"Kerrostalo yksiöt";2844;47;.
"2018";"Kerava";"Kerrostalo kaksiot";2430;168;.
"2018";"Kerava";"Kerrostalo kolmiot+";2238;95;.
"2018";"Varsinais-Suomi";"Kerrostalo yksiöt";2801;776;.
"2018";"Varsinais-Suomi";"Kerrostalo kaksiot";2088;1972;.
"2018";"Varsinais-Suomi";"Kerrostalo kolmiot+";1909;1387;.
"2018";"Turku";"Kerrostalo yksiöt";3276;499;.
"2018";"Turku";"Kerrostalo kaksiot";2416;1242;.
"2018";"Turku";"Kerrostalo kolmiot+";2081;1031;.
"2018";"Turku 1";"Kerrostalo yksiöt";3896;293;.
"2018";"Turku 1";"Kerrostalo kaksiot";3205;586;.
"2018";"Turku 1";"Kerrostalo kolmiot+";3003;360;.
"2018";"Turku 2";"Kerrostalo yksiöt";2893;108;.
"2018";"Turku 2";"Kerrostalo kaksiot";2219;216;.
"2018";"Turku 2";"Kerrostalo kolmiot+";1915;221;.
"2018";"Turku 3";"Kerrostalo yksiöt";1906;98;.
"2018";"Turku 3";"Kerrostalo kaksiot";1452;440;.
"2018";"Turku 3";"Kerrostalo kolmiot+";1272;450;.
"2018";"Satakunta";"Kerrostalo yksiöt";1633;291;.
"2018";"Satakunta";"Kerrostalo kaksiot";1312;627;.
"2018";"Satakunta";"Kerrostalo kolmiot+";1372;394;.
"2018";"Pori";"Kerrostalo yksiöt";1782;180;.
"2018";"Pori";"Kerrostalo kaksiot";1400;306;.
"2018";"Pori";"Kerrostalo kolmiot+";1488;203;.
"2018";"Pori 1";"Kerrostalo yksiöt";2238;114;.
"2018";"Pori 1";"Kerrostalo kaksiot";1814;175;.
"2018";"Pori 1";"Kerrostalo kolmiot+";1798;138;.
"2018";"Pori 2";"Kerrostalo yksiöt";959;66;.
"2018";"Pori 2";"Kerrostalo kaksiot";908;131;.
"2018";"Pori 2";"Kerrostalo kolmiot+";986;65;.
"2018";"Rauma";"Kerrostalo yksiöt";1621;67;.
"2018";"Rauma";"Kerrostalo kaksiot";1322;202;.
"2018";"Rauma";"Kerrostalo kolmiot+";1324;129;.
"2018";"Kanta-Häme";"Kerrostalo yksiöt";1713;248;.
"2018";"Kanta-Häme";"Kerrostalo kaksiot";1563;574;.
"2018";"Kanta-Häme";"Kerrostalo kolmiot+";1513;366;.
"2018";"Hämeenlinna";"Kerrostalo yksiöt";2059;130;.
"2018";"Hämeenlinna";"Kerrostalo kaksiot";1880;328;.
"2018";"Hämeenlinna";"Kerrostalo kolmiot+";1787;198;.
"2018";"Hämeenlinna 1";"Kerrostalo yksiöt";2315;93;.
"2018";"Hämeenlinna 1";"Kerrostalo kaksiot";2133;251;.
"2018";"Hämeenlinna 1";"Kerrostalo kolmiot+";2038;137;.
"2018";"Hämeenlinna 2";"Kerrostalo yksiöt";1589;37;.
"2018";"Hämeenlinna 2";"Kerrostalo kaksiot";1430;77;.
"2018";"Hämeenlinna 2";"Kerrostalo kolmiot+";1265;61;.
"2018";"Riihimäki";"Kerrostalo yksiöt";1793;51;.
"2018";"Riihimäki";"Kerrostalo kaksiot";1545;110;.
"2018";"Riihimäki";"Kerrostalo kolmiot+";1424;87;.
"2018";"Pirkanmaa";"Kerrostalo yksiöt";2921;869;.
"2018";"Pirkanmaa";"Kerrostalo kaksiot";2406;1987;.
"2018";"Pirkanmaa";"Kerrostalo kolmiot+";2276;1396;.
"2018";"Tampere";"Kerrostalo yksiöt";3374;643;.
"2018";"Tampere";"Kerrostalo kaksiot";2759;1364;.
"2018";"Tampere";"Kerrostalo kolmiot+";2599;991;.
"2018";"Tampere 1";"Kerrostalo yksiöt";4030;320;.
"2018";"Tampere 1";"Kerrostalo kaksiot";3435;641;.
"2018";"Tampere 1";"Kerrostalo kolmiot+";3446;438;.
"2018";"Tampere 2";"Kerrostalo yksiöt";2667;184;.
"2018";"Tampere 2";"Kerrostalo kaksiot";2426;370;.
"2018";"Tampere 2";"Kerrostalo kolmiot+";2337;212;.
"2018";"Tampere 3";"Kerrostalo yksiöt";2362;139;.
"2018";"Tampere 3";"Kerrostalo kaksiot";1812;353;.
"2018";"Tampere 3";"Kerrostalo kolmiot+";1562;341;.
"2018";"Päijät-Häme";"Kerrostalo yksiöt";1973;398;.
"2018";"Päijät-Häme";"Kerrostalo kaksiot";1653;954;.
"2018";"Päijät-Häme";"Kerrostalo kolmiot+";1602;605;.
"2018";"Lahti";"Kerrostalo yksiöt";2325;280;.
"2018";"Lahti";"Kerrostalo kaksiot";1886;718;.
"2018";"Lahti";"Kerrostalo kolmiot+";1747;470;.
"2018";"Lahti 1";"Kerrostalo yksiöt";2679;97;.
"2018";"Lahti 1";"Kerrostalo kaksiot";2502;301;.
"2018";"Lahti 1";"Kerrostalo kolmiot+";2330;204;.
"2018";"Lahti 2";"Kerrostalo yksiöt";2007;183;.
"2018";"Lahti 2";"Kerrostalo kaksiot";1487;417;.
"2018";"Lahti 2";"Kerrostalo kolmiot+";1334;266;.
"2018";"Kymenlaakso";"Kerrostalo yksiöt";1155;237;.
"2018";"Kymenlaakso";"Kerrostalo kaksiot";1154;526;.
